restaurant_name,location,Latitude,Longitude,Review
Starbucks Coffee,"Ground Floor, Park Square Mall, ITPL Main Road, Whitefield, Bangalore",12.987001828,77.7366191894,22
Punjabi Unplugged,"06, Siddapura, Main Road, Opposite Croma, Whitefield, Bangalore",12.9564348658,77.7326723188,1208
LeanCrust Pizza- ThinCrust Experts,"120-P, A3, Santosh Towers, KIADB Industrial Area, EPIP Zone, Whitefield, Bangalore",12.9773982924,77.7248644084,192
Krispy Kreme,"78/2, 1st & 2nd Floor, Siddapura Village Road, Nallurhalli, Whitefield, Bangalore",12.9635188209,77.7323041856,399
Momo Zone - The Momo Company,"Shop 12 Khata, 208/176/1, Hope farm, Pattandura Agrahara, Second Floor, Arya Hub Mall, Mahadevapura B.B.M.P East, ITPL Main Road, Whitefield, Bangalore",12.983313,77.751946,296
Lemon Leaf,"1st Floor, S B R Horizon Mall, Hoskote Road, Whitefield, Bangalore",13.0183274528,77.7626644447,76
Rajdhani,"2nd Floor, Phoenix Market City, Mahadevapura, Whitefield Main Road, Whitefield, Bangalore",12.9974863938,77.6966257766,1062
Sweet Truth - Cake and Desserts,"14/P1, 1st Floor, Umashankar Avenue, Hagdur Road, Whitefield, Bangalore",12.9648522064,77.7183007076,564
Ibaco,"353/A & B, B Block, Kundanahalli, Brookefield, Bangalore",12.96786,77.718317,4
Auntie Fung's,"66/2, 67/1, Mahadevapura, Garudacharpalya, Whitefield Main Road, Whitefield, Bangalore",12.9940462,77.6993082998,1
Dilli Darbar,"Survey 166, AK Gopalan Colony, Main Road, Hope Farm, Opposite Government Polytechnic College, Whitefield, Bangalore",12.9802184608,77.7574384958,211
NH8,"304-305, 111 And 123/2, 3rd Floor, Brookfiled Mall, ITPL Main Road, Brookefield, Bangalore",12.965734,77.718032,1798
Itminaan Matka Biryani - Slow Cooked,"120-P, A3, Santosh Towers, KIADB Industrial Area, EPIP Zone, Whitefield, Bangalore",12.9774133211,77.7248560265,181
Pure Veg Meals By LunchBox,"122/3, ITPL Main Road, Kundalahalli, Mahadevapura, Brookefield, Bangalore",12.9650488973,77.7181944251,79
GOPIZZA,"Unit 02, Phoenix Market City Mall, Devasandra Industrial Estate, Whitefield, Bangalore",12.99766,77.69714,232
Pasta Street,"222/220/A, Ward 82, Sadaramangala Village, Hobli, Whitefield, Bangalore",12.9881792525,77.729977034,2920
Daily Sushi,"66/1, Siddapura Village, Varthur Hobli, Whitefield, Bangalore",12.956657,77.7319676,474
Hotel New Al Siddique,"Near Indian Oil Petrol Bunk, Old Madras Road, Battarahalli, KR Puram, Bangalore",13.0195076686,77.7081810683,9
The Filter Coffee,"28/1, SLN HVP Aster, Hoodi Village, KR Puram, Bangalore",12.994211015,77.7035626397,2396
Erivum Puliyum,"272, AECS Layout Main Road, Brookefield, Bangalore",12.9635394049,77.7097950876,190
The Dessert Zone,"Khata No 208/176/1, Hope farm, Pattandur Agrahara, Whitefield, Shop no 12, Second Floor, Arya Hub Mall, Mahadevapura, Whitefield, Bangalore",12.983313,77.751946,142
Hyderabadi Kitchen,"832, 2nd Cross, Rajapalya Bus Stop, Whitefield Main Road, Mahadevpura, Whitefield, Bangalore",12.9909715295,77.7209949866,1059
AB's - Absolute Barbecues,"120-A2, 152, EPIP Industrial Area, Hoodi Village, Hobli, Whitefield, Bangalore",12.9770888584,77.724923382,5124
Khan Saheb Grills And Rolls,"3/3 - 3/4, Whitefield Main Road, Mahadevapura, Whitefield, Bangalore",12.9790083276,77.7514407411,339
Toscano,"63, Unit 12, Upper Ground Floor, Prestige Shanthinikethan Mall, ITPL Main Road, Whitefield, Bangalore",12.98986,77.72808,243
Just Bake,"VK Murthy Farmhouse, Ground Floor, Immedhalli Main Road, Whitefield, Bangalore",12.9693822659,77.7534738556,45
Angaar Biryani,"134/2, Shop-W.13, 14, 15, Chancity, Ground Floor, Channasandra, Whitefield, Bangalore",12.982523,77.7670473,76
Ghee Tadka Khichdi,"386/35, 1st Floor, Whitefield Village, Whitefield, Bangalore",12.9699149,77.7512307,242
Kabab Mandra,"P1, KSSIDC Industrial Estate, Near Phoenix Market City, KR Puram, Bangalore",12.9952691638,77.6972148567,224
Apsara Ice Creams,"278, 1st Cross, Hoodi, Opposite Ganesha Temple, Mahadevpura, Whitefield, Bangalore",12.9929016355,77.7170233056,482
Dil Punjabi,"49, Upkar Layout, ITPL Main Road, Whitefield, Bangalore",12.985719,77.744694,269
Tharavadu Malabar Biryani,"710, Varthur Main Road, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",12.956285,77.721499,1542
Punjab On Cloud,"Shop 6, Ground Floor, R R Sai Complex, Basavanna Nagar, Near Kindergarten Pre School, Whitefield, Bangalore",12.9890238,77.7185344,643
Aubree,"Site 43, Ground Floor, Sakkama Chikkana Tower 3, B Chikkanna Layout, Marathahalli, Bangalore",12.991534,77.690847,664
NISO Chinese Restaurant,"15, 1st Floor, Kodigehalli, Main Road, Ayyappa Nagar, KR Puram, Bangalore",13.0046080536,77.7171805501,8529
XO Belgian Waffle,"Door 590, AECS Layout, Kundalahalli, 60 Feet Main Road, Brookefield, Bangalore",12.9642657268,77.7142884582,159
Mainland China,"28/2, 1st Floor, Siddapura, Main Road, Whitefield, Bangalore",12.9556843422,77.7252590284,3003
B2H - Biryani 2 Home,"Shop 6, Basavanna Nagar, Whitefield, Bangalore",12.9890607491,77.7185178994,0
Punjab Beat,"Sree Rama Complex, 3rd Floor, Vasthu Bhoomi Layout, Seegahalli Village, Hobli, Hoskote Main Road, Whitefield, Bangalore",13.0165053429,77.7622681484,643
Sangam Sweets,"2/1, Anmol Carlson Court, Whitefield, Bangalore",12.9750655316,77.7509017074,4
Paris Panini - Gourmet Sandwiches,"66/1, Old 66, Ground Floor, Miraya Rose, Siddapufre, Whitefield, Bangalore",12.9569334022,77.7321598685,104
Sri Sai Palace,"NFF5,  Apurva Sai Kuteer, Belathur Kadugodi, Whitefield, Bangalore",13.0069512963,77.7572996914,191
Brik Oven,"Plot 120-P, A3, Santosh Towers, EPIP, KIADB, Hoodi Village, Whitefield, Bangalore",12.9772208873,77.725013271,101
Chaatimes,"Anjanadri Complex, 3rd Cross, Opposite Reliance Smart, Coconut Garden, Kodigehalli Main Road, Ayyappa Nagar, KR Puram, Bangalore",13.0045695057,77.7173240483,1817
Sendhoor Coffee,"Ramanjaneya Buliding, White filed Main Road, Mahadevpura, Opposite Garudachar Palya Bus Stop, KR Puram, Bangalore",12.9938494,77.7015728,1
Empire Juices and Desserts,"Site 4, Survey 7/3, Varthur Hobli, Mahadevapur A, BBMP East, Brookefield, Bangalore",12.96012635,77.7162216604,1029
Udupi Aatithya,"304, Ground Floor, K N Gopal Krishna Building, Opposite Brigade Cosmopolis, Whitefield, Bangalore",12.9617306158,77.7475458384,11
Pinds Of Punjab,"New Renissance Nature Walk Villa, Opposite Dia Accademy Of Learning School, KR Puram, Bangalore",13.0044669291,77.7182594687,17
Ice Corner,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",12.9556539553,77.7214724198,10889
Mayuri Multicuisine Family Restaurant,"116, 6th Cross, Muneshwara Layout, Kodigelli Main Road, Ayyappa Nagar, KR Puram, Bangalore",13.0045891063,77.7141134441,160
The Thickshake factory,"5th Floor, Khatha 208, Thubrahalli Village, Varthur Hobli, Brookefield, Bangalore",12.95557069,77.71937134,5
The Momo Co.,"710, Varthur Main Road, Thubarahalli, B.B.M.P East, Whitefield, Bangalore",12.956285,77.721499,278
NOTO - Healthy Ice Cream,"278, First Cross, Opposite Ganesha Temple, Thiglaryapalya, Hoodi, KR Puram, Bangalore",12.992875,77.717017,311
Kerala Tiffin,"Shop 4, Ground Floor, J.R.V Nest, Whitefield, K.R Puram Hobli, ITPL Main Road, Whitefield, Bangalore",12.9805520192,77.7477949207,10091
Chopstick,"54, Kundalahalli Gate, Shirdi Sai Nagar Main Road, Near More Super Market, Brookefield, Bangalore",12.9500218519,77.7156024054,713
New Udupi Veg,"91, Immadihalli, Whitefield, Bangalore",12.9669743037,77.7611986175,30
Kapital Kitchen,"C8 & C9, Ajith Layout, Chikkabasavanapura Main Road, Near State Bank Of India, Virgonagar Post, KR Puram, Bangalore",13.0145799938,77.709384039,103
Cafe Coffee Day,"Ground Floor, Phoenix Market City, Whitefield, Bangalore",12.9976685,77.6970863,36
Basmati Express,"710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",12.956285,77.721499,554
Sri Udupi Sannidhi,"A-24, Geetha Towers, Outer Ring Road, Kamadhenu Nagar, Near Skoda Showroom, B Narayanapura, KR Puram, Bangalore",12.9945726613,77.6851791143,27
Kerala Kitchen,"C-52, Hagadur Main Road, Prestige Ozone, Whitefield, Bangalore",12.963782,77.753811,2674
Arabian Shawarma,"204, Shop 2, Prashanth Extension, Near Hope Farm, ITPL Main Road, Whitefield, Bangalore",12.9825223,77.7484573,2
Momo Monk,"Saptgiri Arcade, 2nd Floor, Above Tansi Honda Showroom, Keb Colony, ITPL Main Road, Whitefield, Bangalore",12.992062,77.713567,202
Belgian Waffle Factory,"3rd Floor, Food Court, Nexus Shantiniketan Mall, Thigalarapalya, Krishnarajapura, ITPL Main Road, Whitefield, Bangalore",12.989536,77.7281015,0
Indiana Burgers,"Khata No 208/176/1, Hope Farm, Pattandur Agrahara, Whitefield, Shop 12, Second Floor, Arya Hub Mall, Mahadevapura, Whitefield, Bangalore",12.983313,77.751946,4795
Crusto’s - Cheese Burst Pizza,"SRI Vinayaka, Tech Park, Khata 101/267, 268/11, Grounf Floor Graphite Main Road, Whitefield, Bangalore",12.98904,77.712059,87
Schezwan Hub,"66/2, 67/1, Garudacharpalya, Whitefield Main Road, Mahadevapura, Whitefield, Bangalore",12.994143,77.699405,351
Bhojanam,"Raj Pinnacle Building, Kitchen 4, 1st Floor, Plot 7F, Behind RxDx Hospital, Doddanakundi Industrial Area 2, Mahadevpura, Near Whitefield, Bangalore",12.9769733897,77.7109344993,1997
Estaa Sweets,"95, Vydehi Hospital Circle, Opposite BMTC Bus Stand, Epip Industrial Area, Phase 2, Whitefield, Bangalore",12.9758787467,77.7268797532,38
Third Wave Coffee,"24, Upper Ground Floor, Forum Shantiniketan Mall, ITPL Main Road, Whitefield, Bangalore",12.9897346595,77.728109546,242
IFC - Imperio Fried Chicken,"3, Ground Floor, A Square Plaza, ITPL Main Road, Brookefield, Bangalore",12.9622697252,77.7166742831,1262
TrueCakes,"27, Ground Floor, Vinayaka Nilaya, 1st Cross, Lakshmi Layout, Marathahalli, Bangalore",12.955841,77.705376,1161
Kolkata famous Kati roll,"Near Sri Manjunatha Medical, Ravindra Reddy Layout, Belture Main Road, Kadugodi, ITPL Main Road, Whitefield, Bangalore",13.0045873,77.7538102,212
Home Plate by EatFit,"2nd Floor, Orbis Tower, Prashanth Extension, Hope Farm Junction, Kadigodi, ITPL Main Road, Whitefield, Bangalore",12.984617,77.749212,23
Lassi Corner,"74/A, Nagondahalli Main Road, Opposite Sapthagiri Convention Hall, Immedihalli, Whitefield, Bangalore",12.9679482846,77.7579930278,114
Oh! Calcutta,"28/2, Siddapura, Whitefield Main Road, Whitefield, Bangalore",12.9556898968,77.7252600342,29
Singh Da Punjabi Dhaba,"6 Siddapura, Whitefield Main Road, Brookefield, Bangalore",12.9563788,77.732572,456
Udupi Garden,"11/4, 11/2, Ground Floor, Near Vibgyor School, Katumnallur Kadugodi Main Road, Whitefield, Bangalore",13.015133,77.7619179,492
Subbayyaa Gari Hotel,"Plot 2, Survey 115/6, 4th Floor, Kundanahalli, Hobli, B.B.M.P East, Mahadevapura, Brookefield, Bangalore",12.9624281905,77.7167279273,57
HOMMS,"5/2, Vyjanti Mala Complex, Varthur Main Road, Near Apollo Medical Center, Brookefield, Bangalore",12.9571939433,77.7170423685,447
Khanna's,"5/2, Vyjanti Mala Complex, Varthur Main Road, Near Apollo Medical Center, Brookefield, Bangalore",12.9571939433,77.7170423685,1750
Rolls Plaza,"98 A, Main Road, Manjunath Layout, Munnekolala, Marathahalli, Bangalore",12.9497829985,77.7124742791,130
Puchkas,"66/2, 67/1, Garudacharpalya, Mahadevpura, Whitefield, Bangalore",12.9938585156,77.6992761344,3726
Haka,"66/2, 67/1, Garudacharpalya, Whitefield Main Road, Mahadevapura, KR Puram, Bangalore",12.9935514,77.699227,81
Firangi Bake,"122/3, Kundhanahalli, Mahadevpura, ITPL Main Road, Whitefield, Bangalore",12.9650149175,77.718257457,1140
Snack House,"Saptgiri Arcade, Second Floor, KEB Colony, Industrial Area, Hoodi, ITPL Main Road, Whitefield, Bangalore",12.9917026716,77.7133500203,848
The Ganache Factory,"7F, Raj Pinnacle, Doodanekundi Industrail Area, KR Puram, Brookefield, Bangalore",12.9769733897,77.7109344993,565
Biryani Mount,"3A Square Plaza, Ground Floor, ITPL Main Road, Kundalahalli, Brookefield, Bangalore",12.9622746262,77.7166699246,198
Kulfi Shulfi- Kulfis and Ice Cream,"Shop 17, JK Arcade Main Road, Whitefield, Bangalore",12.969577,77.749815,0
Krutunga Restaurant,"Ground Floor,  1st Main,6th Cross, Ambedkar Nagar, Whitefield, Bangalore",12.97998225,77.7523935959,3033
Bangalore Mandarin,"619, 2nd Floor, Whitefield Main Road, Whitefield, Bangalore",12.9700406124,77.7501251176,888
Bangaliana,"35/1B, 3rd Floor, CRM Soubhagya Annex, Varthur Main Road, Marathahalli, Bangalore",12.9563864,77.7099479,167
SLAY Coffee,"14/1P, 1st Floor, Umashankar Avenue, Hagdur Main Road, Whitefield, Bangalore",12.9624726261,77.7492916211,949
Hotel Manu,"10, 11, Survey 38/2, New Katha 814/567, Sai Colony, Human Road, Bellathur, Kadugodi, Whitefield, Bangalore",13.0025676209,77.7570901439,99
Burger Seigneur,"78/2, Nellurhali Road, Siddapura Village, Varthur Hobli, Whitefield, Bangalore",12.9634979101,77.7323212847,889
Chef Bakers,"580/295, Silver Square, Whitefield Road, Whitefield, Bangalore",12.9698749641,77.7497452497,129
Dum Safar Biryani,"1st Floor, Ascendas Park Square Mall, ITPL Main Road, Whitefield, Bangalore",12.98711,77.73591,82
Kallayi Restaurant,"Shop 69, Basanavapara Main Road, Opposite Sangeetha Mobile, Ayyappanagar Circle, KR Puram, Bangalore",13.0046949497,77.7101840079,5
Punjabites By Empire,"710, Varthur Road, Thubarahalli, Whitefield, Bangalore",12.955968607,77.72165481,79
Haveli Hyderabadi Dum Biryani,"134/2, Shoe EE-07, EE-08, W-12, Chancity, Channasandra, Kadugodi, Whitefield, Bangalore",12.9830271626,77.7669697255,97
Khawar Ashe Pashe,"12, 2nd Cross, Shakthi Layout, Kodigehalli Main Road, KR Puram, Bangalore",13.0060245208,77.7334806696,1821
SGS Non Veg Gundu Palav,"766, Ganesh Complex, Kadugodi Post, Seegehalli, Near SBI, Whitefield, Bangalore",13.0125399699,77.7623630315,31
Kalinga Spices,"150, Khata 284/1, Green Garden Layout, Munnekolala, Brookefield, Bangalore",12.951004982,77.7158203125,263
Rusbury Fresh Sweets And Savouries,"Shop 4, 1st Floor, Near Victorian View Layout, Borewell Road, Whitefield, Bangalore",12.969292,77.737344,437
Natraj Chole Bhature,"191, Ground Floor, Mojatel, A.E.C.S Layout, Kundanahalli, Brookefield, Bangalore",12.9659382903,77.7138268819,35
Udupi Upachar,"AECS Layout, Kundalahalli, Brookefield, Bangalore",12.9623641509,77.7133905888,113
Punjab Grill,"Ground Floor, Forum Shantiniketan, Whitefield Main Road, Hoodi, Whitefield, Bangalore",12.9893534,77.7283305,2069
FB Café By Frozen Bottle,"SY-111 & 123/2(P), 001A, Ground Floor, Kundalahalli, Brookefield, Bangalore",12.96641549,77.71802251,12
Lulu's Family Restaurant,"Devasandra Main Road, Ayyappa Nagar, KR Puram, Bangalore",13.0044643157,77.7100002766,136
The Tandoori Tales,"1st Floor, Dinesh Complex, Kanmangala Village, Hoskote Main Road, Whitefield, Bangalore",13.0200982306,77.7622798022,2150
Bowl 99,"98, Kadugodi, Ganigara Street, Whitefield, Bangalore",12.99787,77.76555,21
Imperio Juice & Cafe,"3, Ground Floor, A Square Plaza, Near Brookefield Mall, Brookefield, Bangalore",12.9622713589,77.7166749537,1770
Namma Madurai,"Shop 320/321, Spice Garden Layout, Lakshminarayana Pura, Marathahalli, Bangalore",12.9575830284,77.7088787779,90
Swiss Cream,"38/B1, Ground Floor, Kunnaj Arcade Aravind Avenue, L N Pura, AECS Layout, Brookefield, Bangalore",12.959937,77.713813,5
Alpha Biryani,"Survey 166, Pattanduru Agrahara Village, Main Road, Near Global School, Whitefield, Bangalore",12.9805157658,77.7578056231,1166
New Udupi Upahar,"49, Sai Temple Road, Green Garden Layout, Near Kundanahalli Gate, Marathahalli, Bangalore",12.9509230231,77.7156158164,66
New Udupi Upahar,"Ground Floor, Varthur Main Road, Near Sigma Teck Park, Ramagondanahalli, Varthur Main Road, Whitefield, Bangalore",12.9568694299,77.7434313297,38
Awadhi Delights,"Room 1, 1 Floor, 11Cross, Kundalahali Colony, Opposite Sjr Apartment, Brookefield, Bangalore",12.9716921,77.7117824,1853
Punjabi Chaap Corner,"6/4, Om Shakti, Nilaya Kundahalli Gate, ITPL Main Road, Brookefield, Bangalore",12.9584890734,77.7158954367,4
Laziz Pizza,"Shop 201, Phase 2, Ramagondanahalli Borewell Road, Whitefield, Bangalore",12.9586305507,77.742171362,12
Hungry Chang,"710, Thubarahalli, Whitefield, Bangalore",12.9561293634,77.7216192707,1039
Olio - The Wood Fired Pizzeria,"Khata 101/267, 268/11, Ground Floor, Sri Vinayaka Tech Park, Graphite Main Road, Whitefield, Bangalore",12.98904,77.712059,125
Rolls & Bowls Company,"710, Varthur Main Road, Thubarahalli, B.B.M.P East, Whitefield, Bangalore",12.9559689337,77.7216273174,68
Kapoor's Chaat Bhandaar,"1644, E Block, 6th Main Road, AECS Layout, Kundanahalli Gate, Brookefield, Bangalore",12.9608151073,77.7162873745,81
Louis Burger,"78/2, Siddapura Village, K R Puram, Whitefield, Bangalore",12.963523665,77.7323568656,978
New Paratha Corner,"14, ECC Road, Near GR Tech Park, Whitefield, Bangalore",12.9856646408,77.7448250726,129
Lakeview Milkbar,"273, Whitefield Main Road, Whitefield, Bangalore",12.9681603178,77.749507539,42
Asia Kitchen By Mainland China,"28\2, 1st Floor, Siddapura, Whitefield Main Road, Whitefield, Bangalore",12.955683362,77.7252627164,589
Kekou,"446, AKG Colony, Channasandra, Kadugodi Main Road, Whitefield, Bangalore",12.9824387,77.7628017,190
Gopaljee Cafe,"321, B Block, Aces Layout, Kundala Halli, Mahadevapura, 60 Feet Main Road, Brookefield, Bangalore",12.9653888,77.7141795,101
Mallu House,"710, Varthur Main Road, Thubarahalli, Mahadevapura, Whitefield, Bangalore",12.956286,77.721498,48
Keventers Ice Cream,"710 Varthur Main Road Thubarahalli, Whitefield, Bangalore",12.956148,77.721558,210
Boss Burger,"Lower Ground Floor, Forum Shantiniketan Mall, Hoodi, Krishnarajapura, ITPL Main Road, Whitefield, Bangalore",12.9898271146,77.7282134816,853
Chickpet Donne Biriyani Mane,"House 6, Ground Floor, Haripriya Building, 1st Main, Gayathri Layout, Kodigehalli Main Road, Ayyappanagarv, KR Puram, Bangalore",13.0043402,77.7146033,405
Whitefield Social,"29, Ground Floor, Phoenix Market City, Whitefield, Bangalore",12.9977178,77.6970699,4432
Salt - Indian Restaurant Bar & Grill,"Lower Ground, Forum Shantiniketan Mall, ITPL Main Road, Whitefield, Bangalore",12.9896173755,77.7280562371,1198
BigBites,"Saptgiri Arcade, 2nd Floor, Keb Colony, ITPL Main Road, Whitefield, Bangalore",12.9917026716,77.7133500203,200
Oziano,"House 49, AESC Layout, Kundanahalli, Marathahalli, Bangalore",12.9601567364,77.713797614,3908
East Delicious,"Shop 1, Ground Floor, Near Family Mall, Marathahalli, Bangalore",12.95460446,77.7148597687,548
@Adukkala,"12, Bright Farms, Thubrahalli, Whitefield, Bangalore",12.9546622935,77.7232963219,2502
Brindavan Grand,"64, Near VSSN Society, Muthasandra Main Road, Near Varthur Main Road, Whitefield, Bangalore",12.9424490093,77.7475706488,25
Giani Ice Creams,"Shop 2/3, JK Mall, 57/1, Udaya Building, Whitefield, Bangalore",12.9695234,77.7496795,74
You Mee,"Upper Ground Floor, Forum Shantiniketan Mall, Thigalarapalya, Whitefield, Bangalore",12.9892427,77.7280184,712
Burger It Up,"Khata 208/176/1, Shop 12, 2nd Floor, Arya Hub Mall, Hope Farm Signal, Prashanth Extension, Whitefield, Bangalore",12.9832033,77.7520667,246
Mayura Sagar,"14-2-37, Annaiah Reddy Layout, Kundalahalli Colony, Doddanekundi, Mahadevapura, Brookefield, Bangalore",12.9699083,77.7129033,221
Petuk,"Ground Floor, 166, Shop 3, LN Arcade, Near Polytechnic College, Vijayanagar, ITPL Main Road, Whitefield, Bangalore",12.9804965,77.7576021,3
Lo! - Low Carb And Keto Foods,"1 - 4 - 3T, 1st Floor, Ramaiah SY, Near Ganesh Temple, ITPL Main Road, Whitefield, Bangalore",12.9798671579,77.7336234718,1600
Kouzina Kafe - The Food Court,"Shop 12, Khata 208/176/1, 2nd Floor, Arya Hub Mall, Hope Farm, Whitefield, Bangalore",12.9831937822,77.7520338446,154
Nizam's Kitchens,"No 710, Thubarahalli, Varthur Main Road, Whitefield, Bangalore",12.9560270936,77.7213671431,414
