restaurant_name,Review,cusine,rating,place,price
Smoke House Deli,3126,italian,4.1,lavelle road,150
Smoke House Deli,3126,pasta,4.1,lavelle road,150
Smoke House Deli,3126,burger,4.1,lavelle road,150
Smoke House Deli,3126,salad,4.1,lavelle road,150
Smoke House Deli,3126,sandwich,4.1,lavelle road,150
Smoke House Deli,3126,healthy food,4.1,lavelle road,150
Smoke House Deli,3126,continental,4.1,lavelle road,150
Chef's Cap,7202,chinese,4.3,old airport road,150
Chef's Cap,7202,sichuan,4.3,old airport road,150
New Taj Hotel,60,biryani,3.9,old airport road,150
New Taj Hotel,60,mughlai,3.9,old airport road,150
Kenny's Restaurant,39,chinese,3.9,near chaya hospital banaswadi,150
Kenny's Restaurant,39,sichuan,3.9,near chaya hospital banaswadi,150
Lassi Shop,246,beverages,3.3,frazer town,150
Lassi Shop,246,ice cream,3.3,frazer town,150
Lassi Shop,246,desserts,3.3,frazer town,150
Lassi Shop,246,shake,3.3,frazer town,150
Go Native,269,healthy food,4.4,lavelle road,150
Go Native,269,north indian,4.4,lavelle road,150
Go Native,269,south indian,4.4,lavelle road,150
Go Native,269,fast food,4.4,lavelle road,150
Go Native,269,beverages,4.4,lavelle road,150
Go Native,269,desserts,4.4,lavelle road,150
Mangalore Pearl - Seafood Restaurant,235,mangalorean,4.2,ulsoor,150
Mangalore Pearl - Seafood Restaurant,235,seafood,4.2,ulsoor,150
Mangalore Pearl - Seafood Restaurant,235,desserts,4.2,ulsoor,150
Baba Ganoush Cafe,18,fast food,4.2,frazer town,150
Baba Ganoush Cafe,18,arabian,4.2,frazer town,150
Baba Ganoush Cafe,18,lebanese,4.2,frazer town,150
Baba Ganoush Cafe,18,beverages,4.2,frazer town,150
Baba Ganoush Cafe,18,desserts,4.2,frazer town,150
Barkaas- Arabic Restaurant,859,arabian,3.5,marathahalli,150
Barkaas- Arabic Restaurant,859,north indian,3.5,marathahalli,150
Barkaas- Arabic Restaurant,859,mughlai,3.5,marathahalli,150
Barkaas- Arabic Restaurant,859,fast food,3.5,marathahalli,150
Barkaas- Arabic Restaurant,859,shawarma,3.5,marathahalli,150
Barkaas- Arabic Restaurant,859,desserts,3.5,marathahalli,150
Chandni Chowk 2 Bangalore,283,north indian,3.6,kammanahalli,150
Chandni Chowk 2 Bangalore,283,street food,3.6,kammanahalli,150
Chandni Chowk 2 Bangalore,283,chinese,3.6,kammanahalli,150
Chandni Chowk 2 Bangalore,283,fast food,3.6,kammanahalli,150
Chandni Chowk 2 Bangalore,283,momos,3.6,kammanahalli,150
Chandni Chowk 2 Bangalore,283,desserts,3.6,kammanahalli,150
Sri Ganesh Juice Junction,26253,beverages,3.8,koramangala 5th block,150
Sri Ganesh Juice Junction,26253,juices,3.8,koramangala 5th block,150
Sri Ganesh Juice Junction,26253,fast food,3.8,koramangala 5th block,150
Sri Ganesh Juice Junction,26253,shake,3.8,koramangala 5th block,150
Karim's - Original From Delhi 6 Jama Masjid,22,mughlai,3.5,marathahalli,150
Karim's - Original From Delhi 6 Jama Masjid,22,north indian,3.5,marathahalli,150
Karim's - Original From Delhi 6 Jama Masjid,22,rolls,3.5,marathahalli,150
Karim's - Original From Delhi 6 Jama Masjid,22,kebab,3.5,marathahalli,150
Raffaele's Ristorante Pizzeria,162,pizza,4.0,koramangala 6th block,150
Raffaele's Ristorante Pizzeria,162,italian,4.0,koramangala 6th block,150
Raffaele's Ristorante Pizzeria,162,burger,4.0,koramangala 6th block,150
Raffaele's Ristorante Pizzeria,162,beverages,4.0,koramangala 6th block,150
The Biryanis,434,andhra,3.9,jeevan bhima nagar,150
The Biryanis,434,biryani,3.9,jeevan bhima nagar,150
The Biryanis,434,north indian,3.9,jeevan bhima nagar,150
The Biryanis,434,seafood,3.9,jeevan bhima nagar,150
The Biryanis,434,chinese,3.9,jeevan bhima nagar,150
The Biryanis,434,kebab,3.9,jeevan bhima nagar,150
The Biryanis,434,desserts,3.9,jeevan bhima nagar,150
The Biryanis,434,beverages,3.9,jeevan bhima nagar,150
Restaurant Chef Pillai,91,south indian,4.2,whitefield,150
Restaurant Chef Pillai,91,seafood,4.2,whitefield,150
Restaurant Chef Pillai,91,biryani,4.2,whitefield,150
Restaurant Chef Pillai,91,beverages,4.2,whitefield,150
Restaurant Chef Pillai,91,desserts,4.2,whitefield,150
Bake N Bloom,44,bakery,4.3,residency road,100
Bake N Bloom,44,desserts,4.3,residency road,100
The Fatty Bao,82,asian,3.8,lavelle road,100
The Fatty Bao,82,japanese,3.8,lavelle road,100
The Fatty Bao,82,sushi,3.8,lavelle road,100
The Fatty Bao,82,chinese,3.8,lavelle road,100
The Fatty Bao,82,thai,3.8,lavelle road,100
The Fatty Bao,82,momos,3.8,lavelle road,100
The Fatty Bao,82,beverages,3.8,lavelle road,100
Tibb's Frankie,1,rolls,4.0,shivajinagar,100
Sweet Chariot,320,bakery,4.0,jeevan bhima nagar,100
Sweet Chariot,320,desserts,4.0,jeevan bhima nagar,100
The Pastry Zone,1276,bakery,3.8,kalyan nagar,100
The Pastry Zone,1276,desserts,3.8,kalyan nagar,100
Mizo Kitchen,99,north eastern,4.3,koramangala 5th block,100
Mizo Kitchen,99,chinese,4.3,koramangala 5th block,100
Rajpurohit Sweets,69,mithai,4.2,banaswadi,100
Rajpurohit Sweets,69,street food,4.2,banaswadi,100
Kentacky Chicken Corner,167,south indian,4.0,richmond road,100
Grill Hut,0,rolls,4.0,kaggadasapura,100
Grill Hut,0,kebab,4.0,kaggadasapura,100
Grill Hut,0,burger,4.0,kaggadasapura,100
Grill Hut,0,biryani,4.0,kaggadasapura,100
Lavonne,202,cafe,4.2,st. marks road,100
Lavonne,202,fast food,4.2,st. marks road,100
Lavonne,202,bakery,4.2,st. marks road,100
Lavonne,202,beverages,4.2,st. marks road,100
Lavonne,202,desserts,4.2,st. marks road,100
The Kebabwalla,37,north indian,4.0,koramangala 8th block,100
The Kebabwalla,37,kebab,4.0,koramangala 8th block,100
The Kebabwalla,37,rolls,4.0,koramangala 8th block,100
Happy Belly Bakes,210,bakery,4.5,mg road,100
Happy Belly Bakes,210,desserts,4.5,mg road,100
Happy Belly Bakes,210,cafe,4.5,mg road,100
Happy Belly Bakes,210,beverages,4.5,mg road,100
Chinita Real Mexican Food,1250,mexican,4.2,koramangala 5th block,400
Chinita Real Mexican Food,1250,salad,4.2,koramangala 5th block,400
Chinita Real Mexican Food,1250,beverages,4.2,koramangala 5th block,400
Chinita Real Mexican Food,1250,desserts,4.2,koramangala 5th block,400
Plan B,4646,american,4.2,brigade road,400
Plan B,4646,continental,4.2,brigade road,400
Plan B,4646,bar food,4.2,brigade road,400
Plan B,4646,chinese,4.2,brigade road,400
Plan B,4646,fast food,4.2,brigade road,400
Plan B,4646,pizza,4.2,brigade road,400
Plan B,4646,burger,4.2,brigade road,400
Plan B,4646,beverages,4.2,brigade road,400
Login 2 Eat,160,north indian,3.8,koramangala 4th block,400
Login 2 Eat,160,mughlai,3.8,koramangala 4th block,400
Login 2 Eat,160,chinese,3.8,koramangala 4th block,400
Login 2 Eat,160,biryani,3.8,koramangala 4th block,400
Login 2 Eat,160,bbq,3.8,koramangala 4th block,400
Login 2 Eat,160,kebab,3.8,koramangala 4th block,400
Login 2 Eat,160,street food,3.8,koramangala 4th block,400
Sri Krishna Nanda Gokul Veg Restaurant,8,south indian,3.8,banaswadi,400
Sri Krishna Nanda Gokul Veg Restaurant,8,north indian,3.8,banaswadi,400
Sri Krishna Nanda Gokul Veg Restaurant,8,chinese,3.8,banaswadi,400
Sri Krishna Nanda Gokul Veg Restaurant,8,street food,3.8,banaswadi,400
Sri Krishna Nanda Gokul Veg Restaurant,8,beverages,3.8,banaswadi,400
Sri Krishna Nanda Gokul Veg Restaurant,8,shake,3.8,banaswadi,400
Copper Chimney,577,north indian,3.9,whitefield,400
Copper Chimney,577,mughlai,3.9,whitefield,400
Copper Chimney,577,biryani,3.9,whitefield,400
Copper Chimney,577,beverages,3.9,whitefield,400
The Coorg Food Co.,12,south indian,3.9,koramangala 6th block,400
FoodX Restaurant,103,chinese,4.1,vasanth nagar,400
FoodX Restaurant,103,south indian,4.1,vasanth nagar,400
FoodX Restaurant,103,beverages,4.1,vasanth nagar,400
FoodX Restaurant,103,sichuan,4.1,vasanth nagar,400
Paratha Plaza,152,north indian,4.0,koramangala 4th block,400
Arabian Hot Spot,411,arabian,4.0,kalyan nagar,400
Arabian Hot Spot,411,mughlai,4.0,kalyan nagar,400
Arabian Hot Spot,411,north indian,4.0,kalyan nagar,400
Arabian Hot Spot,411,beverages,4.0,kalyan nagar,400
Arabian Hot Spot,411,juices,4.0,kalyan nagar,400
Steve's Fast Food,91,chinese,3.9,old airport road,400
Steve's Fast Food,91,momos,3.9,old airport road,400
Steve's Fast Food,91,seafood,3.9,old airport road,400
Taste Of Tibet,425,chinese,4.0,brigade road,400
Taste Of Tibet,425,street food,4.0,brigade road,400
Taste Of Tibet,425,momos,4.0,brigade road,400
Taste Of Tibet,425,sichuan,4.0,brigade road,400
Bhojohori Manna,2192,bengali,3.8,koramangala 6th block,400
Bhojohori Manna,2192,desserts,3.8,koramangala 6th block,400
Rajhans,114,north indian,3.7,st. marks road,150
Rajhans,114,chinese,3.7,st. marks road,150
Rajhans,114,fast food,3.7,st. marks road,150
Rajhans,114,sichuan,3.7,st. marks road,150
Rajhans,114,beverages,3.7,st. marks road,150
The Tea Brewery,5552,tea,4.4,koramangala 1st block,150
The Tea Brewery,5552,fast food,4.4,koramangala 1st block,150
The Tea Brewery,5552,beverages,4.4,koramangala 1st block,150
Shyamji's Chole Bhature,49,street food,4.1,koramangala 5th block,150
Shyamji's Chole Bhature,49,north indian,4.1,koramangala 5th block,150
Pizza Stop,1000,pasta,4.1,lavelle road,150
Pizza Stop,1000,pizza,4.1,lavelle road,150
Pizza Stop,1000,fast food,4.1,lavelle road,150
Brindavan Upachar,8,south indian,4.1,kammanahalli,150
Brindavan Upachar,8,north indian,4.1,kammanahalli,150
Brindavan Upachar,8,chinese,4.1,kammanahalli,150
The Salad Studio,2033,salad,4.3,koramangala 5th block,150
The Salad Studio,2033,healthy food,4.3,koramangala 5th block,150
Kabab Magic Roll,12,chinese,3.6,richmond road,150
Kabab Magic Roll,12,fast food,3.6,richmond road,150
Kabab Magic Roll,12,rolls,3.6,richmond road,150
Kabab Magic Roll,12,bbq,3.6,richmond road,150
New Green Gardenia,54,north indian,3.6,rammurthy nagar,150
New Green Gardenia,54,chinese,3.6,rammurthy nagar,150
New Green Gardenia,54,mughlai,3.6,rammurthy nagar,150
New Green Gardenia,54,andhra,3.6,rammurthy nagar,150
New Green Gardenia,54,kebab,3.6,rammurthy nagar,150
New Green Gardenia,54,desserts,3.6,rammurthy nagar,150
New Green Gardenia,54,beverages,3.6,rammurthy nagar,150
New Green Gardenia,54,sichuan,3.6,rammurthy nagar,150
Sri Basaveshwara Khanavali,9,south indian,4.0,cv raman nagar,150
Saffron Vegetarian Cuisine,705,north indian,4.1,banaswadi,150
Saffron Vegetarian Cuisine,705,chinese,4.1,banaswadi,150
Saffron Vegetarian Cuisine,705,mexican,4.1,banaswadi,150
Foodism.in,1821,north indian,3.6,kammanahalli,150
Foodism.in,1821,chinese,3.6,kammanahalli,150
Foodism.in,1821,beverages,3.6,kammanahalli,150
Foodism.in,1821,sichuan,3.6,kammanahalli,150
Foodism.in,1821,street food,3.6,kammanahalli,150
The Baklava Company,38,mithai,4.0,mg road,150
The Baklava Company,38,desserts,4.0,mg road,150
Not Just Parathas,139,north indian,3.9,kaggadasapura,150
Not Just Parathas,139,mughlai,3.9,kaggadasapura,150
Not Just Parathas,139,chinese,3.9,kaggadasapura,150
Not Just Parathas,139,rolls,3.9,kaggadasapura,150
Not Just Parathas,139,kebab,3.9,kaggadasapura,150
Not Just Parathas,139,sichuan,3.9,kaggadasapura,150
Not Just Parathas,139,momos,3.9,kaggadasapura,150
Chaat Point,210,street food,4.2,frazer town,150
Anupam's Coast II Coast,1311,chinese,4.3,church street,150
Anupam's Coast II Coast,1311,mangalorean,4.3,church street,150
Anupam's Coast II Coast,1311,north indian,4.3,church street,150
Anupam's Coast II Coast,1311,mughlai,4.3,church street,150
Anupam's Coast II Coast,1311,seafood,4.3,church street,150
Anupam's Coast II Coast,1311,beverages,4.3,church street,150
Anupam's Coast II Coast,1311,desserts,4.3,church street,150
Artinci - Indulge Guilt Free!,735,desserts,4.1,old airport road,150
Artinci - Indulge Guilt Free!,735,ice cream,4.1,old airport road,150
Artinci - Indulge Guilt Free!,735,bakery,4.1,old airport road,150
Saapad Raman,110,south indian,3.9,kammanahalli,150
Saapad Raman,110,biryani,3.9,kammanahalli,150
Saapad Raman,110,andhra,3.9,kammanahalli,150
The Only Place,3122,italian,4.2,church street,150
The Only Place,3122,steak,4.2,church street,150
The Only Place,3122,continental,4.2,church street,150
The Only Place,3122,fast food,4.2,church street,150
The Only Place,3122,desserts,4.2,church street,150
The Only Place,3122,beverages,4.2,church street,150
Mamagoto,41,asian,3.8,koramangala 1st block,150
Mamagoto,41,chinese,3.8,koramangala 1st block,150
Mamagoto,41,sushi,3.8,koramangala 1st block,150
Mamagoto,41,thai,3.8,koramangala 1st block,150
MISU,2744,asian,4.2,st. marks road,150
MISU,2744,japanese,4.2,st. marks road,150
MISU,2744,thai,4.2,st. marks road,150
MISU,2744,burmese,4.2,st. marks road,150
MISU,2744,korean,4.2,st. marks road,150
MISU,2744,indonesian,4.2,st. marks road,150
MISU,2744,vietnamese,4.2,st. marks road,150
MISU,2744,singaporean,4.2,st. marks road,150
Jalandhar Junction,14,north indian,3.6,banaswadi,150
Jalandhar Junction,14,chinese,3.6,banaswadi,150
Jalandhar Junction,14,beverages,3.6,banaswadi,150
Jalandhar Junction,14,desserts,3.6,banaswadi,150
Jalandhar Junction,14,sichuan,3.6,banaswadi,150
Hyderabad Biryani Zone,23,biryani,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,north indian,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,chinese,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,mughlai,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,seafood,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,kebab,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,rolls,3.4,rammurthy nagar,150
Hyderabad Biryani Zone,23,sichuan,3.4,rammurthy nagar,150
Simply Andhra,621,south indian,3.3,kammanahalli,150
Simply Andhra,621,andhra,3.3,kammanahalli,150
Appu's Donne Biryani,11,biryani,4.0,koramangala 6th block,150
Appu's Donne Biryani,11,kebab,4.0,koramangala 6th block,150
Appu's Donne Biryani,11,south indian,4.0,koramangala 6th block,150
Pizza House,0,burger,-,frazer town,150
Pizza House,0,pizza,-,frazer town,150
Pizza House,0,street food,-,frazer town,150
Pizza House,0,fast food,-,frazer town,150
Pizza House,0,shake,-,frazer town,150
Pizza House,0,beverages,-,frazer town,150
Pizza House,0,ice cream,-,frazer town,150
Sendhoor Nataraaj Restaurant,14,kebab,4.3,ulsoor,150
Sendhoor Nataraaj Restaurant,14,biryani,4.3,ulsoor,150
Sendhoor Nataraaj Restaurant,14,bbq,4.3,ulsoor,150
Sendhoor Nataraaj Restaurant,14,roast chicken,4.3,ulsoor,150
Homely MealBox,450,chinese,3.9,koramangala 1st block,150
Homely MealBox,450,north indian,3.9,koramangala 1st block,150
Kartiks Mithai Shoppe,133,mithai,4.3,kaggadasapura,150
Kartiks Mithai Shoppe,133,street food,4.3,kaggadasapura,150
Dairy Day Ice Creams,46,ice cream,4.0,old airport road,150
Dairy Day Ice Creams,46,desserts,4.0,old airport road,150
Paratha Box by EatFit,125,north indian,3.4,banaswadi,150
Paratha Box by EatFit,125,desserts,3.4,banaswadi,150
Paratha Box by EatFit,125,beverages,3.4,banaswadi,150
Puliyogare Palace,26,north indian,2.9,r s palya kammanahalli,150
Arabian Mataam,95,arabian,4.0,frazer town,150
Arabian Mataam,95,north indian,4.0,frazer town,150
Arabian Mataam,95,mughlai,4.0,frazer town,150
Arabian Mataam,95,mandi,4.0,frazer town,150
B Track,9,chinese,3.8,kammanahalli,150
B Track,9,naga,3.8,kammanahalli,150
B Track,9,continental,3.8,kammanahalli,150
Coastal Machali Co.,254,asian,3.7,residency road,150
Coastal Machali Co.,254,mangalorean,3.7,residency road,150
Coastal Machali Co.,254,seafood,3.7,residency road,150
Coastal Machali Co.,254,south indian,3.7,residency road,150
Coastal Machali Co.,254,north indian,3.7,residency road,150
Coastal Machali Co.,254,chinese,3.7,residency road,150
Coastal Machali Co.,254,beverages,3.7,residency road,150
Coastal Machali Co.,254,sichuan,3.7,residency road,150
Hotel Green Tara,73,chinese,4.3,brigade road,150
Hotel Green Tara,73,tibetan,4.3,brigade road,150
Hotel Green Tara,73,sichuan,4.3,brigade road,150
Maedah,1824,north indian,3.3,koramangala 8th block,150
Maedah,1824,chinese,3.3,koramangala 8th block,150
Maedah,1824,arabian,3.3,koramangala 8th block,150
Maedah,1824,mughlai,3.3,koramangala 8th block,150
Maedah,1824,kebab,3.3,koramangala 8th block,150
Maedah,1824,beverages,3.3,koramangala 8th block,150
Maedah,1824,desserts,3.3,koramangala 8th block,150
Gudbud,209,ice cream,4.3,ejipura,150
Gudbud,209,shake,4.3,ejipura,150
Gudbud,209,beverages,4.3,ejipura,150
Mane Holige,188,mithai,4.4,koramangala 6th block,150
Nando's,4823,burger,4.0,whitefield,150
Nando's,4823,fast food,4.0,whitefield,150
Nando's,4823,portuguese,4.0,whitefield,150
Layer Bites,218,bakery,3.9,marathahalli,150
Nomad Pizza - Traveller Series,637,beverages,4.0,bommanahalli,150
Nomad Pizza - Traveller Series,637,pizza,4.0,bommanahalli,150
Sundae Everyday Ice Creams,189,beverages,3.6,kaggadasapura,150
Sundae Everyday Ice Creams,189,ice cream,3.6,kaggadasapura,150
Sundae Everyday Ice Creams,189,desserts,3.6,kaggadasapura,150
HRX by EatFit,11,healthy food,3.9,banaswadi,150
HRX by EatFit,11,beverages,3.9,banaswadi,150
HRX by EatFit,11,mediterranean,3.9,banaswadi,150
HRX by EatFit,11,burger,3.9,banaswadi,150
HRX by EatFit,11,desserts,3.9,banaswadi,150
HRX by EatFit,11,wraps,3.9,banaswadi,150
HRX by EatFit,11,pizza,3.9,banaswadi,150
HRX by EatFit,11,salad,3.9,banaswadi,150
Rannaghar,177,bengali,4.0,kaggadasapura,150
Rannaghar,177,chinese,4.0,kaggadasapura,150
Rannaghar,177,sichuan,4.0,kaggadasapura,150
Hyderabad Biryaani House,0,biryani,New,kalyan nagar,150
Hyderabad Biryaani House,0,chinese,New,kalyan nagar,150
Hyderabad Biryaani House,0,seafood,New,kalyan nagar,150
Hyderabad Biryaani House,0,north indian,New,kalyan nagar,150
Lhenzom Tibetan Restaurant,6,tibetan,4.1,banaswadi,150
Lhenzom Tibetan Restaurant,6,korean,4.1,banaswadi,150
Lhenzom Tibetan Restaurant,6,chinese,4.1,banaswadi,150
Lhenzom Tibetan Restaurant,6,fast food,4.1,banaswadi,150
Lhenzom Tibetan Restaurant,6,momos,4.1,banaswadi,150
Lhenzom Tibetan Restaurant,6,beverages,4.1,banaswadi,150
Lhenzom Tibetan Restaurant,6,sichuan,4.1,banaswadi,150
Yak's Kitchen,204,tibetan,4.2,shanti nagar,150
Yak's Kitchen,204,sushi,4.2,shanti nagar,150
Yak's Kitchen,204,chinese,4.2,shanti nagar,150
Yak's Kitchen,204,beverages,4.2,shanti nagar,150
The Mangalorean,235,mangalorean,4.1,kammanahalli,150
The Mangalorean,235,seafood,4.1,kammanahalli,150
The Mangalorean,235,north indian,4.1,kammanahalli,150
The Mangalorean,235,konkan,4.1,kammanahalli,150
Maalgaadi By Dhaba Estd 1986 Delhi,540,north indian,4.0,koramangala 1st block,250
Maalgaadi By Dhaba Estd 1986 Delhi,540,mughlai,4.0,koramangala 1st block,250
Maalgaadi By Dhaba Estd 1986 Delhi,540,kebab,4.0,koramangala 1st block,250
Sarathi Kitchen,137,bengali,3.4,koramangala 5th block,250
Sarathi Kitchen,137,mughlai,3.4,koramangala 5th block,250
Mr. Momo,111,momos,3.9,ulsoor,250
Mr. Momo,111,chinese,3.9,ulsoor,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,bakery,4.0,richmond road,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,desserts,4.0,richmond road,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,beverages,4.0,richmond road,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,ice cream,4.0,richmond road,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,mithai,4.0,richmond road,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,juices,4.0,richmond road,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,bengali,4.0,richmond road,250
Manasa Fishland,206,biryani,3.6,kalyan nagar,250
Manasa Fishland,206,chinese,3.6,kalyan nagar,250
Manasa Fishland,206,mangalorean,3.6,kalyan nagar,250
Manasa Fishland,206,seafood,3.6,kalyan nagar,250
Manasa Fishland,206,beverages,3.6,kalyan nagar,250
Hotel Shangrila,137,chinese,4.0,brigade road,250
Hotel Shangrila,137,tibetan,4.0,brigade road,250
Hotel Shangrila,137,asian,4.0,brigade road,250
Hotel Shangrila,137,sichuan,4.0,brigade road,250
New Krishna Sagar,81,south indian,3.5,cv raman nagar,250
New Krishna Sagar,81,north indian,3.5,cv raman nagar,250
New Krishna Sagar,81,chinese,3.5,cv raman nagar,250
Sri Krishna Nandagokula Veg,9,south indian,4.2,indiranagar,250
Sri Krishna Nandagokula Veg,9,north indian,4.2,indiranagar,250
Sri Krishna Nandagokula Veg,9,chinese,4.2,indiranagar,250
Sri Krishna Nandagokula Veg,9,street food,4.2,indiranagar,250
Sri Krishna Nandagokula Veg,9,beverages,4.2,indiranagar,250
Porkeats,32,goan,3.9,koramangala 6th block,250
Porkeats,32,mangalorean,3.9,koramangala 6th block,250
Porkeats,32,fast food,3.9,koramangala 6th block,250
Baking Bad,397,pizza,4.1,indiranagar,250
Baking Bad,397,fast food,4.1,indiranagar,250
DA Ying Yang Cuisines,20,chinese,4.1,vasanth nagar,250
DA Ying Yang Cuisines,20,fast food,4.1,vasanth nagar,250
DA Ying Yang Cuisines,20,sichuan,4.1,vasanth nagar,250
A1 99 Veriety Dosa Corner,120,south indian,4.2,kaggadasapura,250
Fujan,69,chinese,3.8,frazer town,200
Fujan,69,asian,3.8,frazer town,200
Fujan,69,sichuan,3.8,frazer town,200
Wat-a-Burger! India Ka Burger,213,burger,4.2,old airport road,200
Wat-a-Burger! India Ka Burger,213,shake,4.2,old airport road,200
Bengali Dhekur,339,bengali,3.5,koramangala 1st block,200
Bengali Dhekur,339,fast food,3.5,koramangala 1st block,200
Sea Rock,709,mangalorean,4.2,seshadripuram,200
Sea Rock,709,mughlai,4.2,seshadripuram,200
Sea Rock,709,south indian,4.2,seshadripuram,200
Sea Rock,709,chinese,4.2,seshadripuram,200
Sea Rock,709,sichuan,4.2,seshadripuram,200
Roti Curry & Co,149,north indian,4.6,ulsoor,200
Roti Curry & Co,149,desserts,4.6,ulsoor,200
Bowl Soul,22,fast food,4.0,cv raman nagar,200
Bowl Soul,22,beverages,4.0,cv raman nagar,200
The Noodle Theory,22,chinese,4.3,seshadripuram,200
The Noodle Theory,22,sushi,4.3,seshadripuram,200
The Noodle Theory,22,beverages,4.3,seshadripuram,200
The Sugar Free Keto Kafe - Artinci,57,desserts,4.0,old airport road,200
The Sugar Free Keto Kafe - Artinci,57,ice cream,4.0,old airport road,200
The Sugar Free Keto Kafe - Artinci,57,bakery,4.0,old airport road,200
Bidadi Thatte Idli,9,south indian,3.5,kaggadasapura,200
Bidadi Thatte Idli,9,beverages,3.5,kaggadasapura,200
Kolkataz,103,bengali,4.1,cv raman nagar,200
Kolkataz,103,north indian,4.1,cv raman nagar,200
Kolkataz,103,chinese,4.1,cv raman nagar,200
Kolkataz,103,rolls,4.1,cv raman nagar,200
Zamindar,581,biryani,4.0,kalyan nagar,200
Zamindar,581,mughlai,4.0,kalyan nagar,200
Zamindar,581,north indian,4.0,kalyan nagar,200
Zamindar,581,seafood,4.0,kalyan nagar,200
Zamindar,581,beverages,4.0,kalyan nagar,200
Drunken Monkey,6,beverages,3.2,koramangala 4th block,200
Connie's Steakhouse Kitchen,289,steak,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,continental,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,american,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,burger,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,desserts,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,pasta,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,seafood,4.0,koramangala 4th block,450
Connie's Steakhouse Kitchen,289,beverages,4.0,koramangala 4th block,450
Naachiyar's,232,chettinad,4.0,ulsoor,450
Naachiyar's,232,biryani,4.0,ulsoor,450
Goli Vada Pav No 1,0,street food,4.1,old airport road,450
Goli Vada Pav No 1,0,burger,4.1,old airport road,450
Goli Vada Pav No 1,0,fast food,4.1,old airport road,450
Goli Vada Pav No 1,0,ice cream,4.1,old airport road,450
Kanti Sweets,2,mithai,4.6,mg road,450
Kanti Sweets,2,street food,4.6,mg road,450
Cream Stone,846,ice cream,4.1,indiranagar,450
Cream Stone,846,desserts,4.1,indiranagar,450
Cream Stone,846,beverages,4.1,indiranagar,450
Cream Stone,846,shake,4.1,indiranagar,450
Natraj Chole Bhature,35,north indian,4.1,indiranagar,450
Sri Udupi Grand,80,south indian,3.7,brigade road,450
Sri Udupi Grand,80,north indian,3.7,brigade road,450
Sri Udupi Grand,80,chinese,3.7,brigade road,450
Sri Udupi Grand,80,beverages,3.7,brigade road,450
Sri Udupi Grand,80,shake,3.7,brigade road,450
Cravisthan,4434,north indian,4.0,domlur,450
Fabelle Chocolates - ITC Green Center,22,desserts,4.0,banaswadi,450
Midnight Hunger Solutions 24/7,5871,chinese,3.8,indiranagar,450
Midnight Hunger Solutions 24/7,5871,biryani,3.8,indiranagar,450
Midnight Hunger Solutions 24/7,5871,north indian,3.8,indiranagar,450
Amul Ice Cream Parlour,14,desserts,4.1,banaswadi,450
Amul Ice Cream Parlour,14,ice cream,4.1,banaswadi,450
Elixir-Luxury Pearls Drink,250,beverages,4.2,ulsoor,450
Elixir-Luxury Pearls Drink,250,bubble tea,4.2,ulsoor,450
The Tasty Planet,658,fast food,4.0,richmond road,450
The Tasty Planet,658,salad,4.0,richmond road,450
The Tasty Planet,658,sandwich,4.0,richmond road,450
The Tasty Planet,658,street food,4.0,richmond road,450
The Tasty Planet,658,beverages,4.0,richmond road,450
The Tasty Planet,658,juices,4.0,richmond road,450
The Tasty Planet,658,shake,4.0,richmond road,450
JIANG Pure Veg,46,chinese,3.8,mg road,450
Vinay Upahar,20,south indian,4.1,shivajinagar,50
Vinay Upahar,20,street food,4.1,shivajinagar,50
Vinay Upahar,20,beverages,4.1,shivajinagar,50
Vinay Upahar,20,ice cream,4.1,shivajinagar,50
Vinay Upahar,20,juices,4.1,shivajinagar,50
Vinay Upahar,20,shake,4.1,shivajinagar,50
Tewari Bros Mithai Shoppie,73,street food,3.5,commercial street,50
Tewari Bros Mithai Shoppie,73,mithai,3.5,commercial street,50
Copper + Cloves @ The Organic World,15,cafe,4.1,indiranagar,50
Copper + Cloves @ The Organic World,15,healthy food,4.1,indiranagar,50
Copper + Cloves @ The Organic World,15,desserts,4.1,indiranagar,50
Copper + Cloves @ The Organic World,15,beverages,4.1,indiranagar,50
SLV Grand,31,south indian,3.9,brigade road,50
SLV Grand,31,north indian,3.9,brigade road,50
