restaurant_name,Review,cusine,rating,place,price
Andhra Gunpowder,11267,biryani,4.2,near jeevan bhima nagar,100
Andhra Gunpowder,11267,south indian,4.2,near jeevan bhima nagar,100
Andhra Gunpowder,11267,desserts,4.2,near jeevan bhima nagar,100
Andhra Gunpowder,11267,beverages,4.2,near jeevan bhima nagar,100
Andhra Gunpowder,11267,hyderabadi,4.2,near jeevan bhima nagar,100
Behrouz Biryani,3895,biryani,4.1,indiranagar,100
Behrouz Biryani,3895,kebab,4.1,indiranagar,100
Behrouz Biryani,3895,hyderabadi,4.1,indiranagar,100
Behrouz Biryani,3895,lucknowi,4.1,indiranagar,100
Paakashala,5,south indian,4.2,ulsoor,100
Paakashala,5,north indian,4.2,ulsoor,100
Paakashala,5,chinese,4.2,ulsoor,100
Paakashala,5,biryani,4.2,ulsoor,100
Paakashala,5,street food,4.2,ulsoor,100
Paakashala,5,beverages,4.2,ulsoor,100
CakeZone,373,bakery,3.9,banaswadi,100
CakeZone,373,desserts,3.9,banaswadi,100
Sharief Bhai,716,biryani,4.1,frazer town,100
Sharief Bhai,716,mughlai,4.1,frazer town,100
Sharief Bhai,716,kebab,4.1,frazer town,100
Sharief Bhai,716,afghan,4.1,frazer town,100
Sharief Bhai,716,street food,4.1,frazer town,100
Sharief Bhai,716,beverages,4.1,frazer town,100
Sharief Bhai,716,desserts,4.1,frazer town,100
BOX8 - Desi Meals,16945,north indian,4.2,indiranagar,250
BOX8 - Desi Meals,16945,wraps,4.2,indiranagar,250
BOX8 - Desi Meals,16945,fast food,4.2,indiranagar,250
BOX8 - Desi Meals,16945,biryani,4.2,indiranagar,250
BOX8 - Desi Meals,16945,desserts,4.2,indiranagar,250
BOX8 - Desi Meals,16945,beverages,4.2,indiranagar,250
RNR Biryani - Taste Of 1953,560,biryani,4.0,kammanahalli,250
RNR Biryani - Taste Of 1953,560,south indian,4.0,kammanahalli,250
RNR Biryani - Taste Of 1953,560,andhra,4.0,kammanahalli,250
Subway,118,healthy food,3.7,cv raman nagar,250
Subway,118,fast food,3.7,cv raman nagar,250
Subway,118,sandwich,3.7,cv raman nagar,250
Subway,118,salad,3.7,cv raman nagar,250
Subway,118,beverages,3.7,cv raman nagar,250
Subway,118,wraps,3.7,cv raman nagar,250
Faasos - Wraps & Rolls,5507,rolls,4.0,thippasandra,250
Faasos - Wraps & Rolls,5507,wraps,4.0,thippasandra,250
Faasos - Wraps & Rolls,5507,fast food,4.0,thippasandra,250
Paradise Biryani,432,biryani,3.8,near hsr,250
Paradise Biryani,432,north indian,3.8,near hsr,250
Paradise Biryani,432,kebab,3.8,near hsr,250
FreshMenu,18038,continental,3.8,cv raman nagar,250
FreshMenu,18038,healthy food,3.8,cv raman nagar,250
FreshMenu,18038,fast food,3.8,cv raman nagar,250
FreshMenu,18038,burger,3.8,cv raman nagar,250
FreshMenu,18038,sandwich,3.8,cv raman nagar,250
FreshMenu,18038,chinese,3.8,cv raman nagar,250
FreshMenu,18038,pasta,3.8,cv raman nagar,250
FreshMenu,18038,beverages,3.8,cv raman nagar,250
Taco Bell,1,mexican,4.1,old madras road,250
Taco Bell,1,fast food,4.1,old madras road,250
Taco Bell,1,wraps,4.1,old madras road,250
Taco Bell,1,beverages,4.1,old madras road,250
EatFit,1955,healthy food,3.8,banaswadi,250
EatFit,1955,north indian,3.8,banaswadi,250
EatFit,1955,pizza,3.8,banaswadi,250
EatFit,1955,burger,3.8,banaswadi,250
EatFit,1955,pasta,3.8,banaswadi,250
EatFit,1955,biryani,3.8,banaswadi,250
EatFit,1955,chinese,3.8,banaswadi,250
EatFit,1955,beverages,3.8,banaswadi,250
Dindigul Thalappakatti,377,biryani,3.9,mg road,250
Dindigul Thalappakatti,377,north indian,3.9,mg road,250
Dindigul Thalappakatti,377,south indian,3.9,mg road,250
Dindigul Thalappakatti,377,chinese,3.9,mg road,250
Dindigul Thalappakatti,377,seafood,3.9,mg road,250
Dindigul Thalappakatti,377,beverages,3.9,mg road,250
California Burrito,1533,mexican,4.3,koramangala 5th block,250
California Burrito,1533,fast food,4.3,koramangala 5th block,250
California Burrito,1533,beverages,4.3,koramangala 5th block,250
WOW! Momo,0,momos,4.0,cv raman nagar,250
WOW! Momo,0,fast food,4.0,cv raman nagar,250
WOW! Momo,0,tibetan,4.0,cv raman nagar,250
Potful - Claypot Biryanis,2181,biryani,4.2,thippasandra,250
Potful - Claypot Biryanis,2181,kebab,4.2,thippasandra,250
Potful - Claypot Biryanis,2181,mughlai,4.2,thippasandra,250
Potful - Claypot Biryanis,2181,north indian,4.2,thippasandra,250
Potful - Claypot Biryanis,2181,desserts,4.2,thippasandra,250
Kapoor's Cafe,744,north indian,3.9,kalyan nagar,200
Kapoor's Cafe,744,beverages,3.9,kalyan nagar,200
Kapoor's Cafe,744,desserts,3.9,kalyan nagar,200
Natural Ice Cream,251,ice cream,4.5,st. marks road,200
Natural Ice Cream,251,beverages,4.5,st. marks road,200
Lassi Shop,0,beverages,3.7,banaswadi,200
Lassi Shop,0,fast food,3.7,banaswadi,200
Lassi Shop,0,burger,3.7,banaswadi,200
Lassi Shop,0,shake,3.7,banaswadi,200
Lassi Shop,0,juices,3.7,banaswadi,200
Lassi Shop,0,ice cream,3.7,banaswadi,200
Lassi Shop,0,desserts,3.7,banaswadi,200
Biryani Trip - Destination Hyderabad,14113,biryani,4.2,near jeevan bhima nagar,200
Biryani Trip - Destination Hyderabad,14113,south indian,4.2,near jeevan bhima nagar,200
Biryani Trip - Destination Hyderabad,14113,mughlai,4.2,near jeevan bhima nagar,200
Biryani Trip - Destination Hyderabad,14113,andhra,4.2,near jeevan bhima nagar,200
Biryani Trip - Destination Hyderabad,14113,desserts,4.2,near jeevan bhima nagar,200
Biryani Trip - Destination Hyderabad,14113,hyderabadi,4.2,near jeevan bhima nagar,200
Madeena Hotel,275,biryani,4.0,koramangala 5th block,200
Madeena Hotel,275,kebab,4.0,koramangala 5th block,200
Madeena Hotel,275,north indian,4.0,koramangala 5th block,200
Biryani By Kilo,311,biryani,4.2,koramangala 6th block,200
Biryani By Kilo,311,hyderabadi,4.2,koramangala 6th block,200
Biryani By Kilo,311,north indian,4.2,koramangala 6th block,200
Biryani By Kilo,311,kebab,4.2,koramangala 6th block,200
Biryani By Kilo,311,mughlai,4.2,koramangala 6th block,200
Biryani By Kilo,311,desserts,4.2,koramangala 6th block,200
Anand Sweets And Savouries,2109,mithai,4.3,commercial street,200
Anand Sweets And Savouries,2109,street food,4.3,commercial street,200
Anand Sweets And Savouries,2109,beverages,4.3,commercial street,200
Anand Sweets And Savouries,2109,desserts,4.3,commercial street,200
Goli Vada Pav,0,street food,3.6,kaggadasapura,200
Goli Vada Pav,0,burger,3.6,kaggadasapura,200
Goli Vada Pav,0,fast food,3.6,kaggadasapura,200
Goli Vada Pav,0,ice cream,3.6,kaggadasapura,200
WarmOven Cake & Desserts,5036,bakery,3.9,kaggadasapura,200
WarmOven Cake & Desserts,5036,desserts,3.9,kaggadasapura,200
WarmOven Cake & Desserts,5036,ice cream,3.9,kaggadasapura,200
WarmOven Cake & Desserts,5036,shake,3.9,kaggadasapura,200
Nagarjuna,2302,andhra,4.3,residency road,200
Nagarjuna,2302,biryani,4.3,residency road,200
Nagarjuna,2302,north indian,4.3,residency road,200
Kwality Wall’s Frozen Dessert and Ice Cream Shop,127,ice cream,4.1,indiranagar,200
Kwality Wall’s Frozen Dessert and Ice Cream Shop,127,desserts,4.1,indiranagar,200
EasyBites by Empire,414,burger,4.1,brigade road,200
EasyBites by Empire,414,fast food,4.1,brigade road,200
EasyBites by Empire,414,beverages,4.1,brigade road,200
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",159,beverages,4.2,old airport road,250
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",159,desserts,4.2,old airport road,250
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",159,ice cream,4.2,old airport road,250
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",159,waffle,4.2,old airport road,250
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",159,bakery,4.2,old airport road,250
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",159,healthy food,4.2,old airport road,250
Amma's Pastries,487,bakery,4.3,indiranagar,250
Narmada Chain of Restaurants,0,andhra,New,frazer town,250
Narmada Chain of Restaurants,0,hyderabadi,New,frazer town,250
Narmada Chain of Restaurants,0,biryani,New,frazer town,250
Narmada Chain of Restaurants,0,north indian,New,frazer town,250
Narmada Chain of Restaurants,0,chinese,New,frazer town,250
Narmada Chain of Restaurants,0,beverages,New,frazer town,250
Savoury Restaurant,214,arabian,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,mughlai,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,north indian,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,chinese,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,fast food,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,beverages,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,shake,4.0,varsova layout kaggadasapura,250
Savoury Restaurant,214,desserts,4.0,varsova layout kaggadasapura,250
Royal Restaurant,225,north indian,3.9,shivajinagar,250
Royal Restaurant,225,chinese,3.9,shivajinagar,250
Royal Restaurant,225,sichuan,3.9,shivajinagar,250
Bakingo,6420,bakery,4.3,koramangala 1st block,250
Bakingo,6420,desserts,4.3,koramangala 1st block,250
Vijayalakshmi Veg,97,south indian,4.0,frazer town,250
Vijayalakshmi Veg,97,chinese,4.0,frazer town,250
Vijayalakshmi Veg,97,north indian,4.0,frazer town,250
Vijayalakshmi Veg,97,sichuan,4.0,frazer town,250
Rolls On Wheels,84,north indian,4.0,indiranagar,250
Rolls On Wheels,84,rolls,4.0,indiranagar,250
Rolls On Wheels,84,fast food,4.0,indiranagar,250
The Pizza Bakery - Brew & Eatery,172,pizza,4.1,church street,250
The Pizza Bakery - Brew & Eatery,172,pasta,4.1,church street,250
The Pizza Bakery - Brew & Eatery,172,italian,4.1,church street,250
The Pizza Bakery - Brew & Eatery,172,desserts,4.1,church street,250
The Pizza Bakery - Brew & Eatery,172,continental,4.1,church street,250
The Pizza Bakery - Brew & Eatery,172,beverages,4.1,church street,250
Paratha Envy,7255,north indian,4.2,thippasandra,250
Moriz Nano Restaurant,215,north indian,3.5,ulsoor,250
Moriz Nano Restaurant,215,chinese,3.5,ulsoor,250
Moriz Nano Restaurant,215,arabian,3.5,ulsoor,250
Moriz Nano Restaurant,215,mughlai,3.5,ulsoor,250
Moriz Nano Restaurant,215,fast food,3.5,ulsoor,250
Moriz Nano Restaurant,215,beverages,3.5,ulsoor,250
Moriz Nano Restaurant,215,shake,3.5,ulsoor,250
Call Me Chow,2617,chinese,4.2,kalyan nagar,250
Call Me Chow,2617,japanese,4.2,kalyan nagar,250
Call Me Chow,2617,thai,4.2,kalyan nagar,250
Call Me Chow,2617,indonesian,4.2,kalyan nagar,250
Call Me Chow,2617,asian,4.2,kalyan nagar,250
The Punjabi Rasoi,3042,north indian,4.1,brookefield,200
The Punjabi Rasoi,3042,chinese,4.1,brookefield,200
The Punjabi Rasoi,3042,mughlai,4.1,brookefield,200
Barbeque Nation,1654,street food,3.9,ulsoor,200
Barbeque Nation,1654,mughlai,3.9,ulsoor,200
Barbeque Nation,1654,biryani,3.9,ulsoor,200
Barbeque Nation,1654,north indian,3.9,ulsoor,200
Barbeque Nation,1654,desserts,3.9,ulsoor,200
Barbeque Nation,1654,beverages,3.9,ulsoor,200
Barbeque Nation,1654,bar food,3.9,ulsoor,200
Chulha Chauki Da Dhaba,3278,north indian,4.2,marathahalli,200
Chulha Chauki Da Dhaba,3278,chinese,4.2,marathahalli,200
Chulha Chauki Da Dhaba,3278,kebab,4.2,marathahalli,200
Chulha Chauki Da Dhaba,3278,mughlai,4.2,marathahalli,200
Chulha Chauki Da Dhaba,3278,biryani,4.2,marathahalli,200
Chulha Chauki Da Dhaba,3278,desserts,4.2,marathahalli,200
Chulha Chauki Da Dhaba,3278,beverages,4.2,marathahalli,200
The Belgian Waffle Co.,34,waffle,4.3,koramangala 7th block,200
The Belgian Waffle Co.,34,pancake,4.3,koramangala 7th block,200
The Belgian Waffle Co.,34,desserts,4.3,koramangala 7th block,200
The Belgian Waffle Co.,34,beverages,4.3,koramangala 7th block,200
The Belgian Waffle Co.,34,ice cream,4.3,koramangala 7th block,200
Baskin Robbins,31,ice cream,4.1,old airport road,200
Baskin Robbins,31,desserts,4.1,old airport road,200
Great Indian Khichdi by EatFit,356,healthy food,3.7,basavanagudi,200
Great Indian Khichdi by EatFit,356,north indian,3.7,basavanagudi,200
Great Indian Khichdi by EatFit,356,ice cream,3.7,basavanagudi,200
Great Indian Khichdi by EatFit,356,desserts,3.7,basavanagudi,200
Great Indian Khichdi by EatFit,356,beverages,3.7,basavanagudi,200
Anjappar,37,south indian,4.0,brigade road,200
Anjappar,37,chettinad,4.0,brigade road,200
Anjappar,37,biryani,4.0,brigade road,200
Anjappar,37,seafood,4.0,brigade road,200
Anjappar,37,chinese,4.0,brigade road,200
Anjappar,37,north indian,4.0,brigade road,200
Anjappar,37,desserts,4.0,brigade road,200
Anjappar,37,beverages,4.0,brigade road,200
Glen's Bakehouse,310,bakery,4.3,koramangala 6th block,200
Glen's Bakehouse,310,cafe,4.3,koramangala 6th block,200
Glen's Bakehouse,310,italian,4.3,koramangala 6th block,200
Glen's Bakehouse,310,continental,4.3,koramangala 6th block,200
Glen's Bakehouse,310,fast food,4.3,koramangala 6th block,200
Glen's Bakehouse,310,beverages,4.3,koramangala 6th block,200
Glen's Bakehouse,310,desserts,4.3,koramangala 6th block,200
New Udupi Garden,61,south indian,3.7,old airport road,200
New Udupi Garden,61,north indian,3.7,old airport road,200
New Udupi Garden,61,beverages,3.7,old airport road,200
New Udupi Garden,61,chinese,3.7,old airport road,200
LunchBox - Meals and Thalis,377,north indian,3.8,thippasandra,200
Biryani Blues,234,biryani,4.1,church street,200
Biryani Blues,234,kebab,4.1,church street,200
Biryani Blues,234,hyderabadi,4.1,church street,200
Theobroma,11,bakery,4.3,frazer town,200
Theobroma,11,desserts,4.3,frazer town,200
Theobroma,11,beverages,4.3,frazer town,200
Aroma's Hyderabad House,136,biryani,3.8,marathahalli,300
Aroma's Hyderabad House,136,mughlai,3.8,marathahalli,300
Aroma's Hyderabad House,136,north indian,3.8,marathahalli,300
Aroma's Hyderabad House,136,chinese,3.8,marathahalli,300
Aroma's Hyderabad House,136,kebab,3.8,marathahalli,300
Aroma's Hyderabad House,136,beverages,3.8,marathahalli,300
Siddique Kabab Centre,553,mughlai,3.9,frazer town,300
Siddique Kabab Centre,553,chinese,3.9,frazer town,300
Siddique Kabab Centre,553,north indian,3.9,frazer town,300
Siddique Kabab Centre,553,rolls,3.9,frazer town,300
Siddique Kabab Centre,553,sichuan,3.9,frazer town,300
Ghee And Turmeric,248,north indian,4.1,cv raman nagar,300
ZAZA 22 Spice Awadhi Biryani,792,biryani,4.0,indiranagar,300
ZAZA 22 Spice Awadhi Biryani,792,mughlai,4.0,indiranagar,300
ZAZA 22 Spice Awadhi Biryani,792,north indian,4.0,indiranagar,300
NH1 Bowls - Highway To North,518,north indian,4.4,indiranagar,300
NH1 Bowls - Highway To North,518,kebab,4.4,indiranagar,300
NH1 Bowls - Highway To North,518,desserts,4.4,indiranagar,300
New Udupi Grand,14,south indian,3.9,jeevan bhima nagar,300
New Udupi Grand,14,north indian,3.9,jeevan bhima nagar,300
New Udupi Grand,14,chinese,3.9,jeevan bhima nagar,300
New Udupi Grand,14,street food,3.9,jeevan bhima nagar,300
New Udupi Grand,14,beverages,3.9,jeevan bhima nagar,300
New Udupi Grand,14,shake,3.9,jeevan bhima nagar,300
WOW! China,26,chinese,3.9,church street,300
WOW! China,26,rolls,3.9,church street,300
WOW! China,26,seafood,3.9,church street,300
WOW! China,26,desserts,3.9,church street,300
WOW! China,26,shake,3.9,church street,300
WOW! China,26,sichuan,3.9,church street,300
The Biryani Life,315,biryani,3.7,thippasandra,300
The Biryani Life,315,kebab,3.7,thippasandra,300
The Biryani Life,315,hyderabadi,3.7,thippasandra,300
The Biryani Life,315,lucknowi,3.7,thippasandra,300
Samosa Party,1,street food,4.2,old airport road,300
Samosa Party,1,beverages,4.2,old airport road,300
7 Plates,3118,north indian,4.1,frazer town,300
7 Plates,3118,mughlai,4.1,frazer town,300
7 Plates,3118,rolls,4.1,frazer town,300
7 Plates,3118,chinese,4.1,frazer town,300
UBQ By Barbeque Nation,1371,north indian,3.6,ulsoor,300
