restaurant_name,Review,cusine,rating,place,price
Barley & Grapes Cafe,1193,"Italian, Continental, Fast Food, Street Food, Ice Cream, Desserts",3.5,whitefield,150
Food Manthra,143,"North Indian, Chinese, Biryani, Rolls, South Indian",3.6,ulsoor,150
ITC Sunfeast Baked Creations,381,"Bakery, Desserts, , Cafe, Continental, Sandwich",4.5,banaswadi,150
The Brooklyn Creamery - Healthy Ice Cream,33,Ice Cream,4.1,old airport road,150
Delhi 6 Chandni Chowk,126,"North Indian, Fast Food, Mughlai, Street Food, Chinese, Desserts",3.9,kaggadasapura,150
Brahmins Tiffin Centre,730,South Indian,4.1,thippasandra,150
India Sweet House,0,"Mithai, Street Food",4.0,frazer town,150
Grow Fit,7372,"Healthy Food, Desserts, Beverages",3.9,koramangala 6th block,150
Udupi Food Point,4,"South Indian, Chinese",4.0,banaswadi,150
Oru Vadakkan Cafe,77,"Kerala, South Indian, Biryani, Seafood, Beverages",4.1,koramangala 5th block,150
Malabar,183,"South Indian, Kerala, Biryani, Street Food, Beverages",3.7,jeevan bhima nagar,150
Tamarind - Tamarind Hospitality,614,"Chinese, Continental, North Indian",4.3,banaswadi,150
Simpli Namdhari's,38,"Asian, Fast Food, Chinese, North Indian, Beverages, Salad",3.3,ashok nagar,150
Paratha Corner,55,"North Indian, Street Food, Beverages",3.9,cv raman nagar,150
Paratha Plaza,536,"North Indian, Chinese, Beverages",4.3,kaggadasapura,150
AL Bain Restaurant,33,"North Indian, Arabian, Chinese, Lebanese, Desserts, Beverages",3.4,kammanahalli,150
Oh My Shawarma,4,Lebanese,4.0,koramangala 6th block,150
The Betel Leaf Co - Originally from Bangalore,358,"Paan, Desserts",4.4,koramangala 6th block,150
Smoke House Deli,3126,"Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Continental",4.1,lavelle road,150
Chef's Cap,7202,"Chinese, Sichuan",4.3,old airport road,150
New Taj Hotel,60,"Biryani, Mughlai",3.9,old airport road,150
Kenny's Restaurant,39,"Chinese, Sichuan",3.9,near chaya hospital banaswadi,150
Lassi Shop,246,"Beverages, Ice Cream, Desserts, Shake",3.3,frazer town,150
Go Native,269,"Healthy Food, North Indian, South Indian, Fast Food, Beverages, Desserts",4.4,lavelle road,150
Mangalore Pearl - Seafood Restaurant,235,"Mangalorean, Seafood, Desserts",4.2,ulsoor,150
Baba Ganoush Cafe,18,"Fast Food, Arabian, Lebanese, Beverages, Desserts",4.2,frazer town,150
Barkaas- Arabic Restaurant,859,"Arabian, North Indian, Mughlai, Fast Food, Shawarma, Desserts",3.5,marathahalli,150
Chandni Chowk 2 Bangalore,283,"North Indian, Street Food, Chinese, Fast Food, Momos, Desserts",3.6,kammanahalli,150
Sri Ganesh Juice Junction,26253,"Beverages, Juices, Fast Food, Shake",3.8,koramangala 5th block,150
Karim's - Original From Delhi 6 Jama Masjid,22,"Mughlai, North Indian, Rolls, Kebab",3.5,marathahalli,150
Raffaele's Ristorante Pizzeria,162,"Pizza, Italian, Burger, Beverages",4.0,koramangala 6th block,150
The Biryanis,434,"Andhra, Biryani, North Indian, Seafood, Chinese, Kebab, Desserts, Beverages",3.9,jeevan bhima nagar,150
Restaurant Chef Pillai,91,"South Indian, Seafood, Biryani, Beverages, Desserts",4.2,whitefield,150
Bake N Bloom,44,"Bakery, Desserts",4.3,residency road,100
The Fatty Bao,82,"Asian, Japanese, Sushi, Chinese, Thai, Momos, Beverages",3.8,lavelle road,100
Tibb's Frankie,1,Rolls,4.0,shivajinagar,100
Sweet Chariot,320,"Bakery, Desserts",4.0,jeevan bhima nagar,100
The Pastry Zone,1276,"Bakery, Desserts",3.8,kalyan nagar,100
Mizo Kitchen,99,"North Eastern, Chinese",4.3,koramangala 5th block,100
Rajpurohit Sweets,69,"Mithai, Street Food",4.2,banaswadi,100
Kentacky Chicken Corner,167,South Indian,4.0,richmond road,100
Grill Hut,0,"Rolls, Kebab, Burger, Biryani",4.0,kaggadasapura,100
Lavonne,202,"Cafe, Fast Food, Bakery, Beverages, Desserts",4.2,st. marks road,100
The Kebabwalla,37,"North Indian, Kebab, Rolls",4.0,koramangala 8th block,100
Happy Belly Bakes,210,"Bakery, Desserts, Cafe, Beverages",4.5,mg road,100
Chinita Real Mexican Food,1250,"Mexican, Salad, Beverages, Desserts",4.2,koramangala 5th block,400
Plan B,4646,"American, Continental, Bar Food, Chinese, Fast Food, Pizza, Burger, Beverages",4.2,brigade road,400
Login 2 Eat,160,"North Indian, Mughlai, Chinese, Biryani, BBQ, Kebab, Street Food",3.8,koramangala 4th block,400
Sri Krishna Nanda Gokul Veg Restaurant,8,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake",3.8,banaswadi,400
Copper Chimney,577,"North Indian, Mughlai, Biryani, Beverages",3.9,whitefield,400
The Coorg Food Co.,12,South Indian,3.9,koramangala 6th block,400
FoodX Restaurant,103,"Chinese, South Indian, Beverages, Sichuan",4.1,vasanth nagar,400
Paratha Plaza,152,North Indian,4.0,koramangala 4th block,400
Arabian Hot Spot,411,"Arabian, Mughlai, North Indian, Beverages, Juices",4.0,kalyan nagar,400
Steve's Fast Food,91,"Chinese, Momos, Seafood",3.9,old airport road,400
Taste Of Tibet,425,"Chinese, Street Food, Momos, Sichuan",4.0,brigade road,400
Bhojohori Manna,2192,"Bengali, Desserts",3.8,koramangala 6th block,400
Rajhans,114,"North Indian, Chinese, Fast Food, Sichuan, Beverages",3.7,st. marks road,150
The Tea Brewery,5552,"Tea, Fast Food, Beverages",4.4,koramangala 1st block,150
Shyamji's Chole Bhature,49,"Street Food, North Indian",4.1,koramangala 5th block,150
Pizza Stop,1000,"Pasta, Pizza, Fast Food",4.1,lavelle road,150
Brindavan Upachar,8,"South Indian, North Indian, Chinese",4.1,kammanahalli,150
The Salad Studio,2033,"Salad, Healthy Food",4.3,koramangala 5th block,150
Kabab Magic Roll,12,"Chinese, Fast Food, Rolls, BBQ",3.6,richmond road,150
New Green Gardenia,54,"North Indian, Chinese, Mughlai, Andhra, Kebab, Desserts, Beverages, Sichuan",3.6,rammurthy nagar,150
Sri Basaveshwara Khanavali,9,South Indian,4.0,cv raman nagar,150
Saffron Vegetarian Cuisine,705,"North Indian, Chinese, Mexican",4.1,banaswadi,150
Foodism.in,1821,"North Indian, Chinese, Beverages, Sichuan, Street Food",3.6,kammanahalli,150
The Baklava Company,38,"Mithai, Desserts",4.0,mg road,150
Not Just Parathas,139,"North Indian, Mughlai, Chinese, Rolls, Kebab, Sichuan, Momos",3.9,kaggadasapura,150
Chaat Point,210,Street Food,4.2,frazer town,150
Anupam's Coast II Coast,1311,"Chinese, Mangalorean, North Indian, Mughlai, Seafood, Beverages, Desserts",4.3,church street,150
Artinci - Indulge Guilt Free!,735,"Desserts, Ice Cream, Bakery",4.1,old airport road,150
Saapad Raman,110,"South Indian, Biryani, Andhra",3.9,kammanahalli,150
The Only Place,3122,"Italian, Steak, Continental, Fast Food, Desserts, Beverages",4.2,church street,150
Mamagoto,41,"Asian, Chinese, Sushi, Thai",3.8,koramangala 1st block,150
MISU,2744,"Asian, Japanese, Thai, Burmese, Korean, Indonesian, Vietnamese, Singaporean",4.2,st. marks road,150
Jalandhar Junction,14,"North Indian, Chinese, Beverages, Desserts, Sichuan",3.6,banaswadi,150
Hyderabad Biryani Zone,23,"Biryani, North Indian, Chinese, Mughlai, Seafood, Kebab, Rolls, Sichuan",3.4,rammurthy nagar,150
Simply Andhra,621,"South Indian, Andhra",3.3,kammanahalli,150
Appu's Donne Biryani,11,"Biryani, Kebab, South Indian",4.0,koramangala 6th block,150
Pizza House,0,"Burger, Pizza, Street Food, Fast Food, Shake, Beverages, Ice Cream",-,frazer town,150
Sendhoor Nataraaj Restaurant,14,"Kebab, Biryani, BBQ, Roast Chicken",4.3,ulsoor,150
Homely MealBox,450,"Chinese, North Indian",3.9,koramangala 1st block,150
Kartiks Mithai Shoppe,133,"Mithai, Street Food",4.3,kaggadasapura,150
Dairy Day Ice Creams,46,"Ice Cream, Desserts",4.0,old airport road,150
Paratha Box by EatFit,125,"North Indian, Desserts, Beverages",3.4,banaswadi,150
Puliyogare Palace,26,North Indian,2.9,r s palya kammanahalli,150
Arabian Mataam,95,"Arabian, North Indian, Mughlai, Mandi",4.0,frazer town,150
B Track,9,"Chinese, Naga, Continental",3.8,kammanahalli,150
Coastal Machali Co.,254,"Asian, Mangalorean, Seafood, South Indian, North Indian, Chinese, Beverages, Sichuan",3.7,residency road,150
Hotel Green Tara,73,"Chinese, Tibetan, Sichuan",4.3,brigade road,150
Maedah,1824,"North Indian, Chinese, Arabian, Mughlai, Kebab, Beverages, Desserts",3.3,koramangala 8th block,150
Gudbud,209,"Ice Cream, Shake, Beverages",4.3,ejipura,150
Mane Holige,188,Mithai,4.4,koramangala 6th block,150
Nando's,4823,"Burger, Fast Food, Portuguese",4.0,whitefield,150
Layer Bites,218,Bakery,3.9,marathahalli,150
Nomad Pizza - Traveller Series,637,"Beverages, Pizza",4.0,bommanahalli,150
Sundae Everyday Ice Creams,189,"Beverages, Ice Cream, Desserts",3.6,kaggadasapura,150
HRX by EatFit,11,"Healthy Food, Beverages, Mediterranean, Burger, Desserts, Wraps, Pizza, Salad",3.9,banaswadi,150
Rannaghar,177,"Bengali, Chinese, Sichuan",4.0,kaggadasapura,150
Hyderabad Biryaani House,0,"Biryani, Chinese, Seafood, North Indian",New,kalyan nagar,150
Lhenzom Tibetan Restaurant,6,"Tibetan, Korean, Chinese, Fast Food, Momos, Beverages, Sichuan",4.1,banaswadi,150
Yak's Kitchen,204,"Tibetan, Sushi, Chinese, Beverages",4.2,shanti nagar,150
The Mangalorean,235,"Mangalorean, Seafood, North Indian, Konkan",4.1,kammanahalli,150
Maalgaadi By Dhaba Estd 1986 Delhi,540,"North Indian, Mughlai, Kebab",4.0,koramangala 1st block,250
Sarathi Kitchen,137,"Bengali, Mughlai",3.4,koramangala 5th block,250
Mr. Momo,111,"Momos, Chinese",3.9,ulsoor,250
Fabelle Chocolates - WelcomHotel By ITC Hotels,21,"Bakery, Desserts, Beverages, Ice Cream, Mithai, Juices, Bengali",4.0,richmond road,250
Manasa Fishland,206,"Biryani, Chinese, Mangalorean, Seafood, Beverages",3.6,kalyan nagar,250
Hotel Shangrila,137,"Chinese, Tibetan, Asian, Sichuan",4.0,brigade road,250
New Krishna Sagar,81,"South Indian, North Indian, Chinese",3.5,cv raman nagar,250
Sri Krishna Nandagokula Veg,9,"South Indian, North Indian, Chinese, Street Food, Beverages",4.2,indiranagar,250
Porkeats,32,"Goan, Mangalorean, Fast Food",3.9,koramangala 6th block,250
Baking Bad,397,"Pizza, Fast Food",4.1,indiranagar,250
DA Ying Yang Cuisines,20,"Chinese, Fast Food, Sichuan",4.1,vasanth nagar,250
A1 99 Veriety Dosa Corner,120,South Indian,4.2,kaggadasapura,250
Fujan,69,"Chinese, Asian, Sichuan",3.8,frazer town,200
Wat-a-Burger! India Ka Burger,213,"Burger, Shake",4.2,old airport road,200
Bengali Dhekur,339,"Bengali, Fast Food",3.5,koramangala 1st block,200
Sea Rock,709,"Mangalorean, Mughlai, South Indian, Chinese, Sichuan",4.2,seshadripuram,200
Roti Curry & Co,149,"North Indian, Desserts",4.6,ulsoor,200
Bowl Soul,22,"Fast Food, Beverages",4.0,cv raman nagar,200
The Noodle Theory,22,"Chinese, Sushi, Beverages",4.3,seshadripuram,200
The Sugar Free Keto Kafe - Artinci,57,"Desserts, Ice Cream, Bakery",4.0,old airport road,200
Bidadi Thatte Idli,9,"South Indian, Beverages",3.5,kaggadasapura,200
Kolkataz,103,"Bengali, North Indian, Chinese, Rolls",4.1,cv raman nagar,200
Zamindar,581,"Biryani, Mughlai, North Indian, Seafood, Beverages",4.0,kalyan nagar,200
Drunken Monkey,6,Beverages,3.2,koramangala 4th block,200
Connie's Steakhouse Kitchen,289,"Steak, Continental, American, Burger, Desserts, Pasta, Seafood, Beverages",4.0,koramangala 4th block,450
Naachiyar's,232,"Chettinad, Biryani",4.0,ulsoor,450
Goli Vada Pav No 1,0,"Street Food, Burger, Fast Food, Ice Cream",4.1,old airport road,450
Kanti Sweets,2,"Mithai, Street Food",4.6,mg road,450
Cream Stone,846,"Ice Cream, Desserts, Beverages, Shake",4.1,indiranagar,450
Natraj Chole Bhature,35,North Indian,4.1,indiranagar,450
Sri Udupi Grand,80,"South Indian, North Indian, Chinese, Beverages, Shake",3.7,brigade road,450
Cravisthan,4434,North Indian,4.0,domlur,450
Fabelle Chocolates - ITC Green Center,22,Desserts,4.0,banaswadi,450
Midnight Hunger Solutions 24/7,5871,"Chinese, Biryani, North Indian",3.8,indiranagar,450
Amul Ice Cream Parlour,14,"Desserts, Ice Cream",4.1,banaswadi,450
Elixir-Luxury Pearls Drink,250,"Beverages, Bubble Tea",4.2,ulsoor,450
The Tasty Planet,658,"Fast Food, Salad, Sandwich, Street Food, Beverages, Juices, Shake",4.0,richmond road,450
JIANG Pure Veg,46,Chinese,3.8,mg road,450
Vinay Upahar,20,"South Indian, Street Food, Beverages, Ice Cream, Juices, Shake",4.1,shivajinagar,50
Tewari Bros Mithai Shoppie,73,"Street Food, Mithai",3.5,commercial street,50
Copper + Cloves @ The Organic World,15,"Cafe, Healthy Food, Desserts, Beverages",4.1,indiranagar,50
SLV Grand,31,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake",3.9,brigade road,50
Pass Me The Curry,77,"Sandwich, Burger, Rolls, Street Food",4.3,ulsoor,50
Too Much Chutney,10,"South Indian, Beverages",4.1,indiranagar,50
Vapour Pub & Brewery,7839,"North Indian, Continental, Chinese, Fast Food, Beverages, Pizza, Oriental",3.3,indiranagar,50
Munchies,85,"Sandwich, Burger, Wraps, Fast Food, Shake, Beverages",4.5,richmond town,50
Voosh Desi Parathas,0,North Indian,3.9,indiranagar,50
Chota Hussain,0,"Rolls, Fast Food",-,thippasandra,50
The Jalsa,0,"North Indian, Chinese, Street Food",-,domlur,50
Chaat Paavlian,122,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Desserts, Ice Cream",4.1,mg road,50
BIB - Breakfast In The Box,388,Continental,3.6,koramangala 4th block,200
"Biryanist, The Club",0,Biryani,-,indiranagar,200
Tasty Fast Food,0,"North Indian, Chinese",-,indiranagar,200
Hokart - Sri Sai Durga 99 Variety Dosa,15,South Indian,3.8,indiranagar,200
Mumbai 99 Variety Dosa Special,0,South Indian,-,brigade road,200
Brown Burger Co,1,"Burger, Fast Food, Beverages, Desserts",3.9,yeshwantpur,200
Euphoria Bakers,14,Desserts,4.0,jeevan bhima nagar,200
Kavuni Kitchen,235,"Biryani, Chettinad, Chinese, South Indian",3.8,thippasandra,200
Potli B,0,"North Indian, Biryani, Rolls",-,domlur,200
One Two Cafe,14,"Cafe, Healthy Food",4.0,indiranagar,200
Amrutha Sweets,7,"Mithai, Street Food",3.9,ulsoor,200
Britalian,179,"Italian, British, Beverages, Desserts",4.0,frazer town,200
Tiara's Eats,22,Fast Food,4.0,thippasandra,100
Thalassery Juice World,0,"Fast Food, Juices, Beverages, Ice Cream, Desserts, Shake",-,ulsoor,100
Cafe Inn,0,"Burger, Sandwich, Pizza, Pasta, Chinese",-,richmond road,100
Tiny Cafe,0,"Fast Food, Biryani",-,indiranagar,100
Cafe Igniite,0,"Chinese, Fast Food, Pasta, Continental, Sichuan",-,brigade road,100
Dilkhush Mukhwas,0,Desserts,-,old madras road,100
Shawarma Social,0,Lebanese,-,thippasandra,100
Dinesh Food Corner,0,"North Indian, Chinese",-,ejipura,100
Tindi_Biryani,0,"South Indian, Biryani",-,old airport road,100
Yohan Kitchen,0,"Biryani, Desserts",-,ejipura,100
The Arabs,0,"Arabian, Biryani",-,indiranagar,100
Kerela Nandan,0,"South Indian, Biryani",-,btm,100
The Nawab Kitchen,0,"Biryani, Fast Food",-,btm,250
Arabian Kabza House,0,Chinese,-,btm,250
Swamy's Naati Kitchen,4,"South Indian, Biryani",4.3,indiranagar,250
Neriah,0,"South Indian, Healthy Food",-,jeevan bhima nagar,250
Bengali Bhoj,0,"North Indian, Bengali",-,btm,250
Sandhya Veg,6200,"South Indian, North Indian, Chinese, Desserts, Beverages, Shake",3.9,brigade road,250
i-Bar - The Park Bangalore,688,"North Indian, Chinese, Mediterranean",-,mg road,250
Cafe Idly,72,"South Indian, Fast Food, Beverages",3.8,frazer town,250
Caraway Kitchen - Conrad Bengaluru,331,"Asian, Continental, North Indian, Italian, Fast Food",-,ulsoor,250
Brahmin Home Food,127,South Indian,4.1,indiranagar,250
All Saints Bakery,243,"Bakery, Fast Food",4.3,brigade road,250
Crispy Crust Pizza,229,Pizza,3.7,indiranagar,250
Churmur Chaat Company,88,Street Food,4.3,residency road,150
Sri Manjunatha Tiffin Centre,59,South Indian,3.9,jeevan bhima nagar,150
Marine Sea Food,48,"North Indian, Seafood",3.7,ulsoor,150
Bangalore Thindies,50,South Indian,3.8,indiranagar,150
Chikkanna Tiffin Room,47,South Indian,3.9,ulsoor,150
Knead-O Breads,13,Bakery,4.0,koramangala 8th block,150
The Burger Hub,212,"Rolls, Burger, Fast Food, Street Food, Ice Cream, Beverages, Desserts, Shake",4.3,banaswadi,150
Meera's Kitchen Home Made,0,"South Indian, North Indian",-,ejipura,150
Sri Ganesh Darshini,8,"South Indian, Street Food, Chinese, Beverages, Juices",3.6,old airport road,150
Nanav Store & Cafe,96,"Continental, Fast Food, Desserts, North Indian, Asian",3.5,indiranagar,150
Eddy's Cafe,265,"Cafe, American, Salad, Continental, Healthy Food, Italian, Beverages",4.3,indiranagar,150
Little White Kitchen,35,"Fast Food, Chinese, Continental, American, Beverages, Shake",4.4,brigade road,150
SG Foods,0,South Indian,-,indiranagar,100
Cafe Plume,7,"Cafe, Coffee, Beverages, Sandwich, French, Desserts",-,indiranagar,100
Acha's Food,0,"Fast Food, North Indian, Beverages, Shake",-,indiranagar,100
Begum's Authentic Hyderabadi Kitchen,59,Hyderabadi,4.0,richmond road,100
Heights & Bites By Jula,0,"North Indian, Fast Food, Salad, Street Food",-,frazer town,100
Sri Vinayaka Tiffin Center,32,South Indian,4.0,indiranagar,100
Bheemavarma's Biryani,217,"Biryani, Hyderabadi, Andhra, Chettinad, South Indian, Tamil",3.3,indiranagar,100
Chai Corner,0,"Tea, Beverages",-,thippasandra,100
Hot N Cool,0,Beverages,-,thippasandra,100
Cocoberry,0,"Frozen Yogurt, Ice Cream",-,indiranagar,100
Bonomi,0,"Beverages, Coffee",-,indiranagar,100
Mother's Special,0,Fast Food,-,ejipura,100
Flo,530,"Asian, Thai, Continental, Finger Food, Sushi, Desserts, Beverages",-,church street,400
Vamsi Tiffin Centre,41,South Indian,4.0,richmond road,400
Priyanshi Bakery,0,"Bakery, Desserts",-,indiranagar,400
Biriyani Zone,238,"Biryani, North Indian, Chinese, Mughlai, Kebab, Seafood, Ice Cream, Beverages",3.9,whitefield,300
Domino's Pizza,84,"Pizza, Fast Food, Desserts, Beverages",3.5,whitefield,300
Leon's Burgers & Wings,122,"Burger, Fast Food, Wraps, Street Food, Desserts, Beverages",4.2,whitefield,300
Potful - Claypot Biryanis,11868,"Biryani, Kebab, Mughlai, North Indian, Desserts",4.1,whitefield,300
Burger King,412,"Burger, Fast Food, Beverages, Desserts",4.2,whitefield,300
Shanmukha,599,"Biryani, Andhra, North Indian, Chinese, Seafood",4.0,brookefield,300
Hotel Abooz- Eat 'N' Meet Restaurant,15,"North Indian, Mughlai, South Indian, Fast Food, Seafood, Desserts, Beverages",3.7,whitefield,300
Red Rhino,6637,"Continental, North Indian, Asian, Oriental, Mediterranean, Mangalorean, Beverages, Desserts",4.0,whitefield,300
Pizza Hut,601,"Pizza, Fast Food, Desserts, Beverages",3.3,whitefield,300
Sri Udupi Food Hub,12,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Desserts, Shake, Beverages",3.8,whitefield,100
KFC,388,"Burger, Fast Food, Biryani, Desserts, Beverages",3.5,whitefield,100
Empire Restaurant,39278,"North Indian, Biryani, Kebab, Chinese, Beverages",3.9,whitefield,100
Meghana Foods,16454,"Biryani, Andhra, North Indian, Seafood",4.1,brookefield,100
Mani's Dum Biryani,604,"Biryani, Kebab",4.0,whitefield,100
T’s 21 Spice Biryani,1972,"Biryani, Andhra",4.0,whitefield,100
Kritunga Restaurant,539,"Andhra, South Indian, North Indian, Biryani, Chinese, Seafood",3.8,brookefield,100
Sri Udupi Park,6,"North Indian, South Indian, Chinese, Street Food, Ice Cream, Beverages, Shake",3.8,whitefield,100
Beijing Bites,647,"Chinese, Thai, Seafood, Healthy Food, Sichuan",3.8,whitefield,100
Moriz Restaurant,1859,"Arabian, Lebanese, Biryani, North Indian, Mughlai, Fast Food, Beverages",3.6,brookefield,100
Orbis Restaurant,74,"Mughlai, Biryani, North Indian, Arabian, Chinese, Beverages, Desserts",3.4,whitefield,100
Paradise Biryani,2055,"Biryani, North Indian, Kebab",3.7,whitefield,100
McDonald's,338,"Burger, Fast Food, Beverages",4.2,whitefield,200
Cakes Wagon,75,"Bakery, Desserts",3.5,whitefield,200
The Bake Feast,3356,"Bakery, Desserts",4.1,whitefield,200
Imperio Restaurant,2841,"North Indian, Arabian, Mughlai, Biryani, Chinese, Juices, Beverages",3.8,brookefield,200
M.M.A Kabab and Rolls,685,"North Indian, Mughlai, Chinese, Kebab, Rolls, Seafood, Arabian, Biryani",3.6,marathahalli,200
U.P. Dhaba,290,"North Indian, Chinese, Mughlai, Biryani",3.2,whitefield,200
Onesta,14,"Pizza, Pasta, Fast Food, Sandwich, Beverages, Desserts",3.4,whitefield,200
MOJO Pizza - 2X Toppings,5464,"Pizza, Fast Food, Desserts, Beverages",4.2,whitefield,200
CakeZone,3425,"Bakery, Ice Cream",4.0,whitefield,200
Sri Alok Park,108,"South Indian, North Indian, Chinese, Street Food, Beverages, Ice Cream, Shake",4.0,whitefield,200
WarmOven Cake & Desserts,10101,"Bakery, Desserts, Ice Cream, Shake",4.0,whitefield,200
Madurai Idly Shop,26,South Indian,3.8,brookefield,200
The Punjabi Rasoi,2353,"Mughlai, North Indian, Chinese, Beverages",4.0,near whitefield,200
Hyderabadi Handi Biryani,4786,"Andhra, Biryani, Chinese, North Indian",3.7,whitefield,200
Sri Lakshmi Vaibhav,194,"South Indian, North Indian, Chinese, Street Food, Beverages, Desserts",4.0,whitefield,200
Akshatha Nati Style,83,"South Indian, Mughlai",4.0,brookefield,200
Dil Se Dilli,257,"North Indian, Mughlai, Rolls",3.9,whitefield,200
New Udupi Delicacy,55,"South Indian, North Indian, Chinese, Shake",3.8,whitefield,200
A2B - Adyar Ananda Bhavan,536,"South Indian, Street Food, North Indian, Chinese, Fast Food, Beverages, Desserts",3.9,whitefield,200
Kanti Sweets,15347,"Mithai, Street Food",4.4,brookefield,200
Andhra Gunpowder,3587,"Andhra, Biryani, South Indian, Desserts, Beverages, Hyderabadi",4.1,whitefield,200
BOX8 - Desi Meals,9627,"North Indian, Wraps, Fast Food, Biryani, Desserts, Beverages",4.2,whitefield,200
FreshMenu,30007,"Continental, Healthy Food, Fast Food, Burger, Sandwich, Chinese, Pasta, Beverages",3.8,whitefield,200
Biryani Trip - Destination Hyderabad,2396,"Biryani, South Indian, Mughlai, Andhra, Desserts, Hyderabadi",3.9,whitefield,200
Chakh Le India,204,"North Indian, Rolls, Chinese, Street Food",3.6,brookefield,50
Pepe's Pizza,50,"Pizza, Pasta, Burger, Beverages, Desserts",4.0,whitefield,50
Kidilum,272,"Kerala, Chinese, North Indian",3.8,whitefield,50
Dhaba Square,940,"North Indian, Chinese, Sichuan",4.0,whitefield,50
Kidilum Grand,12,"Biryani, South Indian",3.8,whitefield,50
Grill Factory,90,"Arabian, Shawarma, BBQ",3.7,whitefield,50
Nandhana Palace,3014,"Biryani, Andhra, North Indian, Chinese, South Indian, Beverages",4.1,whitefield,50
Al-Bek,31786,"Mughlai, Arabian, North Indian, Chinese",4.0,whitefield,50
Five Star Chicken,2,"Rolls, Fast Food",3.9,whitefield,50
Thalassery Restaurant,31,"Kerala, North Indian, Chinese, Lebanese, Biryani, Ice Cream, Beverages",3.4,whitefield,50
Imperial Restaurant,419,"Mughlai, North Indian, Biryani, Chinese, Seafood, Ice Cream, Beverages",3.9,marathahalli,50
Polar Bear,54,"Ice Cream, Beverages, Shake",4.4,whitefield,50
Corner House Ice Creams,0,"Ice Cream, Desserts, Shake",4.5,marathahalli,150
Chickpet Donne Biriyani House,4,"Biryani, South Indian, Chinese, North Indian",4.1,whitefield,150
Behrouz Biryani,4494,"Biryani, Kebab, Hyderabadi, Lucknowi",4.0,whitefield,150
Ovenstory Pizza,4934,"Pizza, Fast Food",3.7,whitefield,150
Sharief Bhai,3512,"Biryani, Mughlai, Kebab, Afghan, Street Food, Beverages, Desserts",4.0,brookefield,150
Subway,152,"Healthy Food, Fast Food, Sandwich, Salad, Beverages, Wraps",3.9,whitefield,150
Faasos - Wraps & Rolls,4952,"Rolls, Wraps, Fast Food",3.8,whitefield,150
Taco Bell,0,"Mexican, Fast Food, Wraps, Beverages",3.7,whitefield,150
Chicking,6934,"Fast Food, Burger, Pizza",3.8,whitefield,150
EatFit,421,"Healthy Food, North Indian, Pizza, Burger, Pasta, Biryani, Chinese, Beverages",4.0,whitefield,150
Dindigul Thalappakatti,3984,"Biryani, North Indian, South Indian, Chinese, Seafood, Beverages",3.9,whitefield,150
California Burrito,362,"Mexican, Fast Food, Beverages",4.1,whitefield,150
WOW! Momo,7,"Momos, Fast Food, Tibetan",4.2,whitefield,200
Kapoor's Cafe,3338,"North Indian, Beverages, Desserts",3.9,whitefield,200
Natural Ice Cream,963,"Ice Cream, Beverages",4.5,whitefield,200
Lassi Shop,197,"Beverages, Fast Food, Burger, Shake, Juices, Ice Cream, Desserts",4.0,whitefield,200
New Naidu Hotel,19,"North Indian, Mughlai",3.7,kr puram,200
Asha Tiffins,66,South Indian,4.2,brookefield,200
Biryani By Kilo,2578,"Biryani, Hyderabadi, North Indian, Kebab, Mughlai, Desserts",4.0,whitefield,200
Anand Sweets and Savouries,171,"Mithai, Street Food, Beverages, Desserts",4.1,whitefield,200
Goli Vada Pav No. 1,172,"Street Food, Burger, Fast Food, Ice Cream",4.3,brookefield,200
Nagarjuna,1523,"Andhra, Biryani, North Indian",4.1,marathahalli,200
Kwality Wall’s Frozen Dessert and Ice Cream Shop,33,"Ice Cream, Desserts",4.0,whitefield,200
EasyBites by Empire,1258,"Burger, Fast Food, Beverages",3.8,brookefield,200
Truffles,603,"Burger, American, Bakery, Italian, Oriental, Continental, Beverages, Desserts",4.3,whitefield,200
Pizza@99,884,Pizza,3.5,whitefield,200
Wendy's,586,"Burger, Fast Food, American",3.7,whitefield,200
Sardarji Londonwaley,5526,"North Indian, Chinese, Biryani",3.4,whitefield,200
Chinese Wok,1808,"Chinese, Momos, Sichuan",3.8,whitefield,200
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",5883,"Beverages, Desserts, Ice Cream, Waffle, Bakery, Healthy Food",4.1,brookefield,200
Amma's Pastries,1600,Bakery,4.1,kr puram,200
Ashraya Upachar,230,"South Indian, North Indian, Chinese, Street Food, Beverages",4.0,kr puram,200
Narmada Chain of Restaurants,0,"North Indian, Biryani, Chinese",4.3,marathahalli,200
Meat and Eat,51,"Burger, Sandwich, Fast Food, Wraps, Biryani, Beverages, Desserts",3.9,whitefield,200
Bakingo,4462,"Bakery, Desserts",4.2,marathahalli,200
Rolls On Wheels,46,"North Indian, Rolls, Fast Food",3.9,whitefield,200
The Pizza Bakery,154,"Pizza, Pasta, Italian, Desserts, Continental, Beverages",4.1,brookefield,400
Paratha Envy,834,North Indian,4.2,whitefield,400
Call Me Chow,795,"Chinese, Japanese, Thai, Indonesian, Asian",4.1,whitefield,400
