restaurant_name,Review,cusine,rating,place,price
Barbeque Nation,3044,"Street Food, Mughlai, Biryani, North Indian, Desserts, Beverages, Bar Food",3.8,whitefield,400
Chowman,614,"Chinese, Asian, Thai, Oriental, Seafood",3.9,brookefield,400
Chulha Chauki Da Dhaba,5070,"North Indian, Chinese, Kebab, Mughlai, Biryani, Desserts, Beverages",4.0,brookefield,400
The Belgian Waffle Co.,0,"Waffle, Pancake, Desserts, Beverages, Ice Cream",New,brookefield,400
Baskin Robbins,183,"Ice Cream, Desserts",4.1,whitefield,400
Great Indian Khichdi by EatFit,190,"Healthy Food, North Indian, Ice Cream, Desserts, Beverages",4.2,whitefield,400
Anjappar,247,"South Indian, Chettinad, Biryani, Seafood, Chinese, North Indian, Desserts, Beverages",4.0,marathahalli,400
Glen's Bakehouse,1503,"Bakery, Cafe, Italian, Continental, Fast Food, Beverages, Desserts",4.1,whitefield,400
Big Bowl Company,1136,"North Indian, Chinese, Biryani, Fast Food, Momos, Sichuan",3.5,whitefield,400
New Udupi Garden,31,"South Indian, North Indian, Beverages, Chinese",4.1,marathahalli,100
LunchBox - Meals and Thalis,332,North Indian,3.9,brookefield,100
Biryani Blues,1169,"Biryani, Kebab, Hyderabadi",3.8,whitefield,100
Ghee And Turmeric,1157,"North Indian, Mughlai",4.0,whitefield,100
Biryani Paradise,114,"Chinese, Biryani, North Indian",3.8,whitefield,100
ZAZA 22 Spice Awadhi Biryani,415,"Biryani, Mughlai, North Indian",3.8,whitefield,100
NH1 Bowls - Highway To North,309,"North Indian, Kebab, Desserts",4.2,whitefield,100
WOW! China,9,"Chinese, Rolls, Seafood, Desserts, Shake, Sichuan",3.7,whitefield,100
The Biryani Life,438,"Biryani, Kebab, Hyderabadi, Lucknowi",3.5,whitefield,100
Samosa Party,4300,"Street Food, Tea",4.1,whitefield,100
Andhra Biryanis,182,"Biryani, Andhra, North Indian, Chinese, Mughlai",4.0,whitefield,100
UBQ By Barbeque Nation,3394,"North Indian, BBQ, Biryani, Kebab",3.7,whitefield,300
Smoor,635,"Desserts, Ice Cream, Bakery",4.1,whitefield,300
The Dessert Heaven - Pure Veg,174,"Desserts, Bakery",3.9,brookefield,300
Shanghai Court,124,"Chinese, Thai, Sichuan, Seafood, Beverages, Desserts",4.1,whitefield,300
Kaati Zone Rolls and Wraps,2960,"Rolls, Fast Food, Beverages, Wraps, Desserts, Shake",4.0,whitefield,300
Zomoz - The Momo Company,949,"Momos, Fast Food",4.1,whitefield,300
Chai Point,147,"North Indian, Street Food, Rolls, Fast Food, Beverages, Desserts",3.8,whitefield,300
Ludos Pizza,334,"Pizza, Fast Food, Continental, Italian, Desserts, Beverages",3.9,whitefield,300
Dande's Hyderabad Biryani,10140,"Andhra, North Indian, Chinese",3.4,whitefield,300
Nadan Pothichoru,2527,"Kerala, South Indian, Beverages",3.6,whitefield,300
The Good Bowl,1087,"North Indian, Pasta, Italian",3.7,whitefield,300
Udupi Gokula Veg,26,"South Indian, Chinese, North Indian",3.9,kr puram,300
Adiga's,188,"South Indian, North Indian, Chinese, Street Food, Desserts, Ice Cream, Beverages",3.5,whitefield,150
Mangalore Kitchen,11,"Mangalorean, Seafood, Chinese, North Indian, Andhra, Mughlai, Arabian, Beverages",4.1,whitefield,150
Momoz,58,"Chinese, Momos, Seafood, Thai, Sichuan",3.9,brookefield,150
The Parotta Combo,601,"South Indian, Desserts",3.7,whitefield,150
Mealful Rolls - India's Biggest Rolls,350,"Rolls, Fast Food, North Indian, Desserts, Beverages",4.2,whitefield,150
Biggies Burger,4,"Burger, Fast Food, Beverages",4.2,brookefield,150
Chaat Street,796,Street Food,3.9,whitefield,150
Imperio Combo King,1072,North Indian,3.6,whitefield,150
Keventers - Milkshakes & Desserts,1964,"Shake, Beverages, Ice Cream",4.1,whitefield,150
Mad Over Donuts,42,"Desserts, Waffle, Beverages",4.0,kr puram,150
ITC Master Chef Creations,849,"North Indian, Biryani, Mughlai, Kebab, Rolls, Desserts, Modern Indian",4.1,whitefield,150
Chinese BAE,1332,"Chinese, Seafood, Momos, Sichuan",3.5,brookefield,250
Chung Wah's,23,"Chinese, Thai, Vietnamese, Sichuan",2.8,whitefield,250
Laddoos,7,"Mithai, North Indian, Street Food",3.9,marathahalli,250
Basmati Biriyani Nation,6932,"Biryani, Mughlai, Fast Food, Desserts",3.3,whitefield,250
Chaayos Chai+Snacks=Relax,101,"Tea, Beverages",4.0,whitefield,250
Cream Stone Ice Cream,1989,"Ice Cream, Desserts, Beverages, Shake",4.0,kr puram,250
Cupcake Bliss Cakes & Desserts,1899,"Bakery, Desserts",3.8,whitefield,250
Yumlane Pizza,60,"Pizza, Fast Food, Desserts, Beverages",3.4,whitefield,250
Starbucks Coffee,22,"Cafe, Beverages, Desserts",3.9,whitefield,250
Punjabi Unplugged,1208,"North Indian, Chinese, Kebab, Biryani, Mughlai",3.6,whitefield,250
LeanCrust Pizza- ThinCrust Experts,192,"Pizza, Fast Food, Beverages, Desserts",4.6,whitefield,250
Krispy Kreme,399,"Desserts, Beverages",4.4,whitefield,250
Momo Zone - The Momo Company,296,"Chinese, Tibetan",3.8,whitefield,150
Lemon Leaf,76,"North Indian, Chinese, Mughlai, Seafood, South Indian, Sichuan",4.0,whitefield,150
Rajdhani,1062,"Gujarati, North Indian, Rajasthani",3.6,whitefield,150
Sweet Truth - Cake and Desserts,564,"Desserts, Bakery",3.9,whitefield,150
Ibaco,4,"Ice Cream, Bakery, Desserts",4.2,brookefield,150
Auntie Fung's,1,"Asian, Thai, Chinese, Vietnamese, Japanese, Indonesian, Burmese",3.7,whitefield,150
Dilli Darbar,211,"North Indian, Chinese, Biryani, Beverages, Sichuan",3.7,whitefield,150
NH8,1798,"Rajasthani, North Indian",3.5,brookefield,150
Itminaan Matka Biryani - Slow Cooked,181,"Biryani, North Indian, Desserts",3.9,whitefield,150
Pure Veg Meals By LunchBox,79,North Indian,3.6,brookefield,150
GOPIZZA,232,"Pizza, Fast Food",3.6,whitefield,150
Pasta Street,2920,"Pasta, Pizza, Italian, European, Salad, Desserts, Beverages",4.0,whitefield,150
Daily Sushi,474,"Japanese, Korean, Sushi, Asian, Beverages",4.0,whitefield,400
Hotel New Al Siddique,9,"North Indian, South Indian, Kebab",3.9,kr puram,400
The Filter Coffee,2396,"South Indian, Mithai, Beverages",4.3,kr puram,400
Erivum Puliyum,190,"Kerala, North Indian, Chinese, Mughlai, Fast Food, Biryani",3.8,brookefield,400
The Dessert Zone,142,"Desserts, Bakery",3.8,whitefield,400
Hyderabadi Kitchen,1059,"Biryani, Chinese, Hyderabadi",3.7,whitefield,400
AB's - Absolute Barbecues,5124,"North Indian, Mangalorean, BBQ, Street Food, Desserts, Salad, Beverages",3.7,whitefield,400
Khan Saheb Grills And Rolls,339,"North Indian, Rolls, Kebab, Mughlai, Biryani, Beverages",3.8,whitefield,400
Toscano,243,"Italian, Pizza, Salad, Continental, Desserts, Beverages, Seafood",4.0,whitefield,400
Just Bake,45,Bakery,3.7,whitefield,400
Angaar Biryani,76,"Chinese, North Indian, Biryani, Seafood",4.0,whitefield,400
Ghee Tadka Khichdi,242,"North Indian, Street Food",4.3,whitefield,100
Kabab Mandra,224,"North Indian, Chinese, Mughlai, Rolls",3.5,kr puram,100
Apsara Ice Creams,482,"Ice Cream, Desserts",4.4,whitefield,100
Dil Punjabi,269,"North Indian, Desserts",3.8,whitefield,100
Tharavadu Malabar Biryani,1542,"Kerala, Biryani, South Indian, North Indian, Seafood",3.3,whitefield,100
Punjab On Cloud,643,"North Indian, Chinese, Biryani, Beverages",3.5,whitefield,100
Aubree,664,Bakery,4.1,marathahalli,100
NISO Chinese Restaurant,8529,"Chinese, Thai, Momos, Seafood, Sichuan",3.9,kr puram,100
XO Belgian Waffle,159,"Desserts, Beverages, Waffle, Shake",4.1,brookefield,100
Mainland China,3003,"Chinese, Asian, Seafood, Beverages, Desserts",4.0,whitefield,100
B2H - Biryani 2 Home,0,"North Indian, Chinese, Biryani, Mughlai, Beverages",3.4,whitefield,100
Punjab Beat,643,"North Indian, Fast Food, Beverages",4.0,whitefield,100
Sangam Sweets,4,"Mithai, Street Food, Sandwich, Beverages",4.2,whitefield,100
Paris Panini - Gourmet Sandwiches,104,"French, Continental, Sandwich, Desserts, Beverages",4.2,whitefield,100
Sri Sai Palace,191,"South Indian, Sichuan, Chinese",3.9,whitefield,100
Brik Oven,101,"Cafe, Italian, Fast Food, Beverages, Waffle, Desserts",3.9,whitefield,100
Chaatimes,1817,"Street Food, Fast Food",3.7,kr puram,100
Sendhoor Coffee,1,South Indian,4.2,kr puram,100
Empire Juices and Desserts,1029,"Juices, Beverages, Shake, Ice Cream",4.3,brookefield,100
Udupi Aatithya,11,"South Indian, North Indian, Chinese, Street Food, Beverages, Shake, Sichuan",3.8,whitefield,100
Pinds Of Punjab,17,"North Indian, Fast Food",4.1,kr puram,100
Ice Corner,10889,"Desserts, Ice Cream, Beverages, Shake",3.7,whitefield,100
Mayuri Multicuisine Family Restaurant,160,"Andhra, Biryani, North Indian, Chinese, Seafood",3.6,kr puram,100
The Thickshake factory,5,"Ice Cream, Shake, Desserts, Tea, Beverages",4.4,brookefield,250
The Momo Co.,278,"Chinese, Momos, Desserts, Beverages, Sichuan",4.0,whitefield,250
NOTO - Healthy Ice Cream,311,"Ice Cream, Mithai, Desserts",4.3,kr puram,250
Kerala Tiffin,10091,"Kerala, Seafood, Biryani",3.5,whitefield,250
Chopstick,713,"Chinese, Desserts, Seafood, Burger, Sichuan",3.5,brookefield,250
New Udupi Veg,30,"North Indian, South Indian, Chinese, Sichuan",4.0,whitefield,250
Kapital Kitchen,103,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai, Kebab, Desserts, Sichuan",3.8,kr puram,250
Cafe Coffee Day,36,"Cafe, Fast Food, Coffee, Desserts, Beverages",3.3,whitefield,250
Basmati Express,554,"Chettinad, North Indian",3.3,whitefield,250
Sri Udupi Sannidhi,27,"South Indian, North Indian, Chinese, Street Food, Desserts, Beverages, Shake, Sichuan",3.7,kr puram,250
Kerala Kitchen,2674,"South Indian, North Indian, Biryani, Seafood, Kerala, Chettinad",3.5,whitefield,250
Arabian Shawarma,2,"Lebanese, Fast Food, Beverages",3.9,whitefield,250
Momo Monk,202,Momos,3.6,whitefield,200
Belgian Waffle Factory,0,"Desserts, Waffle",New,whitefield,200
Indiana Burgers,4795,"Burger, Rolls, Beverages, Desserts, Shake",4.0,whitefield,200
Crusto’s - Cheese Burst Pizza,87,Pizza,3.9,whitefield,200
Schezwan Hub,351,"Chinese, Sichuan",3.9,whitefield,200
Bhojanam,1997,"North Indian, Desserts, Chinese, Biryani, Beverages",3.6,near whitefield,200
Estaa Sweets,38,"Mithai, Street Food, Desserts",4.2,whitefield,200
Third Wave Coffee,242,"Cafe, Coffee, Fast Food, Beverages",3.8,whitefield,200
IFC - Imperio Fried Chicken,1262,"Fast Food, Burger",4.0,brookefield,200
TrueCakes,1161,"Bakery, Desserts",4.1,marathahalli,200
Kolkata famous Kati roll,212,Rolls,4.0,whitefield,200
Home Plate by EatFit,23,"Healthy Food, North Indian, Ice Cream, Desserts",3.9,whitefield,200
Lassi Corner,114,"Beverages, Fast Food, Desserts, Shake",3.5,whitefield,100
Oh! Calcutta,29,"North Indian, Seafood, Mughlai",4.1,whitefield,100
Singh Da Punjabi Dhaba,456,"North Indian, Chinese, Sichuan",3.4,brookefield,100
Udupi Garden,492,"South Indian, Chinese, North Indian, Sichuan",3.9,whitefield,100
Subbayyaa Gari Hotel,57,"Andhra, South Indian, Desserts, Mithai",3.7,brookefield,100
HOMMS,447,"Thai, Chinese, Momos",3.9,brookefield,100
Khanna's,1750,North Indian,3.9,brookefield,100
Rolls Plaza,130,"Biryani, Chinese, Rolls, Sichuan",3.6,marathahalli,100
Puchkas,3726,"North Indian, Fast Food, Chinese, Street Food, Desserts",3.9,whitefield,100
Haka,81,"Chinese, Momos",4.0,kr puram,100
Firangi Bake,1140,"Italian, Mexican",4.1,whitefield,100
Snack House,848,"Fast Food, Momos, Street Food",3.9,whitefield,200
The Ganache Factory,565,"Bakery, Desserts",4.3,brookefield,200
Biryani Mount,198,"Biryani, North Indian",3.5,brookefield,200
Kulfi Shulfi- Kulfis and Ice Cream,0,"Ice Cream, Desserts",-,whitefield,200
Krutunga Restaurant,3033,"Andhra, Chinese, North Indian, Biryani, Beverages, Shake",3.1,whitefield,200
Bangalore Mandarin,888,"Chinese, Seafood, Sichuan, Beverages, Desserts",4.0,whitefield,200
Bangaliana,167,"Seafood, Bengali, Rolls, North Indian, Desserts",4.1,marathahalli,200
SLAY Coffee,949,Coffee,4.3,whitefield,200
Hotel Manu,99,"Andhra, North Indian, Chinese, Biryani, Sichuan",3.9,whitefield,200
Burger Seigneur,889,"Cafe, Fast Food, Continental, Desserts, Beverages",4.1,whitefield,200
Chef Bakers,129,"Bakery, Fast Food, Pizza, Sandwich, Burger, Desserts",3.2,whitefield,200
Dum Safar Biryani,82,"Biryani, Kebab, North Indian, BBQ, Desserts, Beverages",4.3,whitefield,200
Kallayi Restaurant,5,"North Indian, Chinese, Mangalorean, Seafood, Desserts, Beverages",3.5,kr puram,200
Punjabites By Empire,79,"North Indian, Mughlai, Chinese",3.9,whitefield,200
Haveli Hyderabadi Dum Biryani,97,"North Indian, Biryani, Chinese, Sichuan",4.1,whitefield,200
Khawar Ashe Pashe,1821,"Bengali, Biryani, North Indian, Chinese, Fast Food, Rolls",3.3,kr puram,200
SGS Non Veg Gundu Palav,31,South Indian,3.4,whitefield,200
Kalinga Spices,263,"North Indian, Odia, Chinese, Desserts",3.8,brookefield,200
Rusbury Fresh Sweets And Savouries,437,Mithai,4.0,whitefield,200
Natraj Chole Bhature,35,"Street Food, Fast Food, Desserts",4.1,brookefield,200
Udupi Upachar,113,"South Indian, North Indian, Street Food, Chinese, Beverages, Shake, Ice Cream",3.8,brookefield,200
Punjab Grill,2069,"North Indian, Mughlai, Kebab, Biryani, Desserts, Beverages",3.9,whitefield,200
FB Café By Frozen Bottle,12,Bakery,3.6,brookefield,200
Lulu's Family Restaurant,136,"North Indian, Chinese, Andhra, Rolls, Beverages, Shake",3.6,kr puram,150
The Tandoori Tales,2150,"North Indian, Chinese, Mughlai, Biryani, Kebab, Rolls, Momos",4.0,whitefield,150
Bowl 99,21,"North Indian, Desserts",3.4,whitefield,150
Imperio Juice & Cafe,1770,"Beverages, Juices, Ice Cream, Shake",3.9,brookefield,150
Namma Madurai,90,South Indian,4.1,marathahalli,150
Swiss Cream,5,"Ice Cream, Waffle, Desserts, Sandwich, Shake, Beverages",3.9,brookefield,150
Alpha Biryani,1166,"Biryani, Kebab, Chinese, North Indian, Rolls, Shake",3.8,whitefield,150
New Udupi Upahar,66,"South Indian, Street Food, Chinese, Sichuan",4.0,marathahalli,150
New Udupi Upahar,38,"South Indian, North Indian, Chinese, Beverages",4.0,whitefield,150
Awadhi Delights,1853,"Biryani, Mughlai, North Indian",4.0,brookefield,150
Punjabi Chaap Corner,4,"North Indian, Rolls, Kebab, Chinese, Biryani, Street Food, Desserts",3.7,brookefield,150
Laziz Pizza,12,"Pizza, Fast Food, Chinese",4.4,whitefield,200
Hungry Chang,1039,"Chinese, Fast Food, Sichuan",3.8,whitefield,200
Olio - The Wood Fired Pizzeria,125,"Pizza, Italian",4.0,whitefield,200
Rolls & Bowls Company,68,"Rolls, North Indian, Chinese, Fast Food, Sichuan",3.6,whitefield,200
Kapoor's Chaat Bhandaar,81,"Street Food, Desserts, Beverages",4.1,brookefield,200
Louis Burger,978,"Burger, Fast Food",4.0,whitefield,200
New Paratha Corner,129,"North Indian, Chinese",4.0,whitefield,200
Lakeview Milkbar,42,"Desserts, Cafe, Fast Food, Sandwich, Burger, Ice Cream, Shake",3.9,whitefield,200
Asia Kitchen By Mainland China,589,"Chinese, Momos, Thai, Asian, Seafood, Sushi, Beverages",4.1,whitefield,200
Kekou,190,"Chinese, Sichuan",3.7,whitefield,200
Gopaljee Cafe,101,"Street Food, North Indian",4.0,brookefield,200
Mallu House,48,"Kerala, South Indian, Biryani, Kebab, Desserts, Seafood",3.6,whitefield,200
Keventers Ice Cream,210,"Ice Cream, Desserts, Shake, Beverages",4.2,whitefield,200
Boss Burger,853,"Burger, Fast Food, Desserts, Beverages, Shake",3.9,whitefield,200
Chickpet Donne Biriyani Mane,405,"Biryani, South Indian",3.4,kr puram,200
Whitefield Social,4432,"North Indian, Chinese, Biryani, Burger, Pasta, Pizza, Kebab, Rolls",3.9,whitefield,200
Salt - Indian Restaurant Bar & Grill,1198,"North Indian, South Indian, Kebab, Biryani, Mughlai, Desserts, Beverages",3.9,whitefield,200
BigBites,200,"Fast Food, Momos, Street Food",3.6,whitefield,200
Oziano,3908,"Bengali, Biryani",3.9,marathahalli,200
East Delicious,548,"Chinese, Thai, Seafood, South Indian, Street Food, Sichuan",3.9,marathahalli,200
@Adukkala,2502,"Seafood, Kerala, Biryani",4.0,whitefield,200
Brindavan Grand,25,"North Indian, South Indian, Chinese, Shake",4.0,whitefield,200
Giani Ice Creams,74,"Ice Cream, Shake, Beverages, Desserts",4.1,whitefield,200
You Mee,712,"Japanese, Asian, Sushi",4.0,whitefield,450
Burger It Up,246,"Burger, Beverages, Desserts, American, Cafe",4.0,whitefield,450
Mayura Sagar,221,"Chinese, North Indian, South Indian, Beverages, Ice Cream, Shake",4.2,brookefield,450
Petuk,3,"Fast Food, Street Food, Chinese, North Indian, Mughlai, Biryani, Bengali",3.8,whitefield,450
Lo! - Low Carb And Keto Foods,1600,"Healthy Food, North Indian, Fast Food, Desserts",4.0,whitefield,450
Kouzina Kafe - The Food Court,154,"Fast Food, Bakery, Desserts",3.8,whitefield,450
Nizam's Kitchens,414,"Biryani, Mughlai, Andhra, Hyderabadi, South Indian, North Indian",3.3,whitefield,450
Karnataka Donne Biryani,363,"Biryani, South Indian",3.5,whitefield,450
Dhaba - Estd 1986 Delhi,3987,"Mughlai, North Indian, Desserts",3.9,marathahalli,450
Mega Biryani,75,Biryani,4.1,whitefield,450
GLOBO Ice Creams Of The World,52,Ice Cream,4.0,whitefield,450
The Lassi Corner,430,"Fast Food, Ice Cream, Desserts, Beverages, Shake, Sandwich, Burger",3.7,brookefield,450
Panchayat,1299,"North Indian, Desserts",4.4,whitefield,200
Dhaba Social,645,"North Indian, Chinese, Seafood, Mughlai",3.9,brookefield,200
Little Italy,36,"Italian, Shake, Beverages, Desserts",3.8,kr puram,200
Nasi And Mee,472,"Asian, Japanese, Singaporean, Malaysian, Thai",4.1,brookefield,200
Brilram's Balaji Bhavan,266,"South Indian, North Indian, Chinese, Beverages, Street Food, Shake",4.0,whitefield,200
Rajwadi,548,"North Indian, Rajasthani, Fast Food, Street Food, Biryani, Desserts, Beverages",3.7,brookefield,200
Mr Chow,1672,"Chinese, Sichuan",3.8,brookefield,200
Hao Chi,428,"Vietnamese, Chinese, Sichuan",3.1,whitefield,200
Srinidhi Signature,224,"South Indian, North Indian, Mughlai, Chinese, Desserts, Beverages",3.8,whitefield,200
Zwarma,114,"Shawarma, Lebanese",3.3,kr puram,200
Samosa Singh,413,"Street Food, Fast Food, Tea, North Indian",3.4,kr puram,200
Suryawanshi,971,"Maharashtrian, Seafood, Beverages, Desserts",4.1,whitefield,200
Mayura Bakery & Sweets,855,"Mithai, Desserts, Street Food, Beverages, Shake",4.1,whitefield,100
ITC Sunfeast Baked Creations,726,"Bakery, Desserts, , Cafe, Continental, Sandwich",4.4,whitefield,100
Urbanmirchy,1501,"North Indian, Chinese, Biryani, Shake, Sichuan",3.6,brookefield,100
Santushti,34,"North Indian, Street Food, Beverages",3.8,marathahalli,100
Homese Just Veg,8,South Indian,3.8,brookefield,100
Taiki,444,"Japanese, Korean, Asian, Sushi, Beverages",3.8,whitefield,100
The Brooklyn Creamery - Healthy Ice Cream,372,Ice Cream,4.5,whitefield,100
New Guru Nalapaka,391,"South Indian, North Indian, Chinese",3.7,kr puram,100
Juice Berg,101,"Beverages, Juices, Shake, Chinese, Sandwich, Fast Food, Street Food",3.9,brookefield,100
Hyderabad Biryani,79,"Biryani, North Indian, Chinese, Mughlai, Seafood",3.6,whitefield,100
Shan's Kitchen,38,"South Indian, Tamil, Chinese, Biryani, Sichuan",3.5,brookefield,100
Namma Chickpet Donne Biryani,1129,"Biryani, South Indian",3.8,whitefield,300
Vaigai Vilas,235,"Chinese, North Indian, Biryani, South Indian, Beverages",3.4,whitefield,300
Brahmins Tiffin Centre,102,South Indian,4.1,marathahalli,300
Food Court By Kitchens@,11684,"Biryani, North Indian",3.8,brookefield,300
Grow Fit,605,"Healthy Food, Desserts, Beverages",3.9,whitefield,300
RJ 14 Kitchen,649,"North Indian, Rajasthani",3.1,brookefield,300
Biryani Box,592,Biryani,3.6,whitefield,300
Sunshine Restaurant,216,"Arabian, North Indian, Mughlai, Chinese, Lebanese, Sichuan",3.7,whitefield,300
Sri Udupi Park,4,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages",4.0,kr puram,300
Simpli Namdhari's,105,"Coffee, Fast Food, Pizza, Salad, Bakery, Street Food, Beverages",4.1,whitefield,300
RollsKing,20,"Rolls, Fast Food, North Indian",4.0,brookefield,300
Living Bowls,38,"Healthy Food, Salad",4.0,whitefield,300
Mithila Bhojanalaya,808,"North Indian, Chinese",3.9,marathahalli,100
Lara Foods,46,"North Indian, Biryani, Kebab, Chinese, Sichuan, Mughlai",4.0,whitefield,100
Baker's Home Cakes & Desserts,420,"Bakery, Beverages",3.5,whitefield,100
The Betel Leaf Co - Originally from Bangalore,381,"Paan, Desserts",4.5,whitefield,100
Smoke House Deli,451,"Italian, Pasta, Burger, Salad, Sandwich, Healthy Food, Continental",4.1,whitefield,100
Kesar Sweet Shop & Fast Food,1335,North Indian,3.9,brookefield,100
Aahar Vihar,175,"North Indian, Rolls, Chinese, Kebab, Mughlai, Sichuan",3.8,marathahalli,100
Guntur Biryani's,308,"Biryani, South Indian, Chinese",4.0,whitefield,100
Godavari Tales,274,Biryani,3.6,brookefield,100
Kolkata Sholoana,1961,"Bengali, Biryani",3.8,marathahalli,100
Go Native,109,"Healthy Food, South Indian, Fast Food, North Indian, Beverages, Desserts",4.4,whitefield,100
Sri Venkateshwara Nellore Mess,25,"Andhra, Biryani, North Indian",3.7,whitefield,150
Indiana Seasons,242,"North Indian, Chinese, Fast Food, Desserts, Beverages",4.0,brookefield,150
TN 81,158,"Biryani, South Indian",3.7,brookefield,150
The Bong Tikka Connection,29,"Bengali, North Indian, Fast Food",3.9,whitefield,150
One For The Road,1560,"Continental, Italian, North Indian, Chinese, Bar Food, Beverages",4.1,whitefield,150
Meal@79,166,"North Indian, Chinese",3.2,brookefield,150
Mothi Restaurant,97,"North Indian, Mughlai, Chinese, Sichuan",3.6,whitefield,150
Chef Zaika Restaurant,158,"North Indian, Chinese, Desserts, Sichuan, Beverages",3.9,kr puram,150
Madurai Parotta House,1089,"Tamil, Chettinad, Chinese, South Indian",3.3,whitefield,150
Chhapan Bhog,1299,"Mithai, North Indian, Street Food",4.2,whitefield,150
The Hyderabadi Kitchen,239,"Biryani, South Indian, North Indian",3.8,whitefield,300
Tibb's Frankie,2,Rolls,3.6,whitefield,300
Mystique Palate Kundalahalli,59,"Chinese, Tibetan, Fast Food, Italian, Sichuan",4.0,brookefield,300
Burger Hut,4357,"Burger, Sandwich, Street Food, Shake, Fast Food, Beverages",4.3,marathahalli,300
Go69 Pizza,5,"Pizza, Burger, Fast Food, Beverages, Desserts",3.5,whitefield,300
Express By ABs,575,"North Indian, Biryani, BBQ",3.6,whitefield,300
Tadka Punjabi Restaurant,49,"Chinese, North Indian, Biryani",3.6,whitefield,300
DUNKIN',225,"Desserts, Burger, Fast Food, Beverages",4.1,brookefield,300
Lavonne,42,"Cafe, Fast Food, Bakery, Beverages, Desserts",4.1,whitefield,300
Siri Udupi Veg,5,"South Indian, North Indian, Chinese, Biryani, Beverages",3.8,marathahalli,300
Treat,443,"North Indian, Mughlai, Kebab, Biryani, Beverages, Desserts",4.1,whitefield,300
Ambur Hot Dum Biriyani,25,"Biryani, South Indian, North Indian",3.9,brookefield,300
Chinita Real Mexican Food,41,"Mexican, Salad, Beverages, Desserts",4.2,whitefield,400
New Ramdev Sweets,705,"Mithai, Street Food",3.8,kr puram,400
Kaveri Vaibhav Pure Veg,10,"Chinese, Fast Food, North Indian, South Indian, Continental, Street Food",3.8,whitefield,400
Bengaluru Naati Point,383,"South Indian, Biryani",4.2,kr puram,400
Sai Aruna,132,"Hyderabadi, North Indian, Biryani, Beverages, Chinese, Sichuan",3.8,brookefield,400
Chinese Chaska,71,"Chinese, North Indian, Biryani",3.8,whitefield,400
Prajwal The Restaurant,86,"Chinese, North Indian, Mughlai",3.6,marathahalli,400
Ruchira,6,"Bengali, Chinese, North Indian",3.8,whitefield,400
Mrs Iyengar's Kitchen - Traditional Home Food,53,"South Indian, Tamil, Desserts",3.8,kr puram,400
Kolkata Spicy Restaurant,46,"North Indian, Biryani, Rolls",3.4,marathahalli,400
Laali Da Dhaba,28,"North Indian, BBQ",3.4,brookefield,400
The Tea Brewery,1332,"Tea, Fast Food, Beverages",4.3,brookefield,100
Mr Momo,1233,"Chinese, Momos",4.1,marathahalli,100
Sorse,1410,"Bengali, Seafood, North Indian, Mughlai, Rolls, Beverages, Desserts",4.0,near whitefield,100
Wokanaka - The Casual Chinese Pitstop,0,"Chinese, Asian, Seafood, Thai, Beverages",New,whitefield,100
Roj Ka Khana - Daily Meals,29,North Indian,4.0,whitefield,100
Hoisin,528,Chinese,4.3,whitefield,100
The Baklava Company,80,Desserts,4.0,whitefield,100
Seheru's Kitchen,826,"Afghan, North Indian, Biryani",3.7,whitefield,100
VBP Catering & Vasuda Hotel,8,"South Indian, North Indian, Chinese",3.7,whitefield,100
Gita Foods,521,"Chinese, South Indian, North Indian, Biryani",3.2,brookefield,100
New Paratha Express,435,North Indian,3.8,brookefield,100
Amma Restaurant,9,"North Indian, South Indian, Mughlai, Seafood",3.6,whitefield,100
Artinci - Indulge Guilt Free!,1607,"Desserts, Ice Cream, Bakery",3.9,whitefield,150
Mann Food Court,21,"Biryani, North Indian, Mughlai, Chinese, Beverages",3.8,whitefield,150
Iceberg Organic Icecreams By EatFit,0,"Ice Cream, Desserts",3.9,whitefield,150
Street Foods By Punjab Grill,0,"North Indian, Street Food, Fast Food, Beverages",3.5,whitefield,150
Mamagoto,1025,"Asian, Chinese, Thai",3.9,marathahalli,150
Srinidhi Sagar,73,"Chinese, South Indian, North Indian, Biryani",4.2,whitefield,150
Element3,304,"Chinese, North Indian",4.2,whitefield,150
Angel's Kitchen,42,"Kerala, South Indian",4.2,whitefield,150
Litti House,205,"North Indian, Bihari, Biryani",4.1,brookefield,150
Kartik's Mithai Shoppe,109,"Mithai, Street Food",4.2,whitefield,150
Piazza Pizza By Little Italy,32,"Pizza, Fast Food",3.3,kr puram,150
Puliyogare Palace,66,"South Indian, Desserts",3.1,whitefield,150
The Red Box,6,"Chinese, Thai",4.0,marathahalli,200
Kolkata Famous Kati Rolls,247,Rolls,3.8,kr puram,200
New Kolkata Style Famous Kati Rolls,582,"Chinese, Rolls, South Indian, Biryani",3.2,whitefield,200
Muziriz-The Taste of Malabar,370,Biryani,3.7,whitefield,200
Flavours Of Andhra,133,"Andhra, Seafood",3.7,brookefield,200
Anjarai Petti,6,"South Indian, Chinese, Biryani, Tamil, Sichuan",3.6,brookefield,200
Paratha Center,2208,North Indian,4.1,whitefield,200
With Love From Home,4477,"Bengali, North Indian, South Indian, Andhra, Chettinad, Mughlai, Shake",3.6,brookefield,200
Millet Express,220,South Indian,3.9,whitefield,200
Nomad Pizza - Traveller Series,215,"Pizza, Beverages",4.1,whitefield,200
