Restaurant_ID,Restaurant_Name,restaurant_link,cusine,Location,Latitude,Longitude,delivery_review_number,Rating,price_for_one
6,Biriyani Zone,https://www.zomato.com/bangalore/biriyani-zone-cv-raman-nagar-bangalore/order,beverages,cv raman nagar,12.9731884,77.67829895,73,3.9,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,south indian,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,north indian,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,chinese,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,street food,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,beverages,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,ice cream,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
7,Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-airport-road-bangalore/order,shake,old airport road,12.96209812,77.64941406,193,3.7,₹ 300
8,LeanCrust Pizza- ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-indiranagar-bangalore/order,pizza,indiranagar,12.98060608,77.64637756,402,4.4,₹ 300
8,LeanCrust Pizza- ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-indiranagar-bangalore/order,fast food,indiranagar,12.98060608,77.64637756,402,4.4,₹ 300
8,LeanCrust Pizza- ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-indiranagar-bangalore/order,beverages,indiranagar,12.98060608,77.64637756,402,4.4,₹ 300
8,LeanCrust Pizza- ThinCrust Experts,https://www.zomato.com/bangalore/leancrust-pizza-thincrust-experts-indiranagar-bangalore/order,desserts,indiranagar,12.98060608,77.64637756,402,4.4,₹ 300
9,Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-residency-road/order,biryani,residency road,12.97310162,77.60923767,2316,4.4,₹ 300
9,Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-residency-road/order,andhra,residency road,12.97310162,77.60923767,2316,4.4,₹ 300
9,Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-residency-road/order,north indian,residency road,12.97310162,77.60923767,2316,4.4,₹ 300
9,Meghana Foods,https://www.zomato.com/bangalore/meghana-foods-residency-road/order,seafood,residency road,12.97310162,77.60923767,2316,4.4,₹ 300
10,McDonald's,https://www.zomato.com/bangalore/mcdonalds-ulsoor/order,burger,ulsoor,12.97276402,77.62146759,161,3.8,₹ 200
10,McDonald's,https://www.zomato.com/bangalore/mcdonalds-ulsoor/order,fast food,ulsoor,12.97276402,77.62146759,161,3.8,₹ 200
10,McDonald's,https://www.zomato.com/bangalore/mcdonalds-ulsoor/order,beverages,ulsoor,12.97276402,77.62146759,161,3.8,₹ 200
11,KFC,https://www.zomato.com/bangalore/kfc-cv-raman-nagar-bangalore/order,burger,cv raman nagar,12.97928047,77.65795898,0,3.5,₹ 200
11,KFC,https://www.zomato.com/bangalore/kfc-cv-raman-nagar-bangalore/order,fast food,cv raman nagar,12.97928047,77.65795898,0,3.5,₹ 200
11,KFC,https://www.zomato.com/bangalore/kfc-cv-raman-nagar-bangalore/order,biryani,cv raman nagar,12.97928047,77.65795898,0,3.5,₹ 200
11,KFC,https://www.zomato.com/bangalore/kfc-cv-raman-nagar-bangalore/order,desserts,cv raman nagar,12.97928047,77.65795898,0,3.5,₹ 200
11,KFC,https://www.zomato.com/bangalore/kfc-cv-raman-nagar-bangalore/order,beverages,cv raman nagar,12.97928047,77.65795898,0,3.5,₹ 200
12,Burger King,https://www.zomato.com/bangalore/burger-king-old-madras-road-bangalore/order,burger,old madras road,12.99298573,77.66192627,112,4.1,₹ 200
12,Burger King,https://www.zomato.com/bangalore/burger-king-old-madras-road-bangalore/order,fast food,old madras road,12.99298573,77.66192627,112,4.1,₹ 200
12,Burger King,https://www.zomato.com/bangalore/burger-king-old-madras-road-bangalore/order,beverages,old madras road,12.99298573,77.66192627,112,4.1,₹ 200
12,Burger King,https://www.zomato.com/bangalore/burger-king-old-madras-road-bangalore/order,desserts,old madras road,12.99298573,77.66192627,112,4.1,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,mughlai,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,north indian,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,biryani,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,chinese,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,seafood,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,ice cream,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,desserts,residency road,12.97134304,77.60578156,453,4.0,₹ 200
13,Imperial Restaurant,https://www.zomato.com/bangalore/imperial-restaurant-residency-road/order,beverages,residency road,12.97134304,77.60578156,453,4.0,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,north indian,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,south indian,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,chinese,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,mughlai,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,biryani,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,fast food,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,beverages,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
14,Rotti Walla,https://www.zomato.com/bangalore/rotti-walla-indiranagar-bangalore/order,desserts,indiranagar,12.97415924,77.63594055,11413,3.9,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,south indian,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,street food,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,north indian,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,chinese,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,fast food,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,beverages,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
15,A2B - Adyar Ananda Bhavan,https://www.zomato.com/bangalore/a2b-adyar-ananda-bhavan-ulsoor-bangalore/order,desserts,ulsoor,12.98773384,77.61843872,71,4.1,₹ 200
16,Hyderabad Biryaani House,https://www.zomato.com/bangalore/hyderabad-biryaani-house-airport-road/order,biryani,old airport road,12.95947075,77.65608978,1419,4.0,₹ 200
16,Hyderabad Biryaani House,https://www.zomato.com/bangalore/hyderabad-biryaani-house-airport-road/order,north indian,old airport road,12.95947075,77.65608978,1419,4.0,₹ 200
16,Hyderabad Biryaani House,https://www.zomato.com/bangalore/hyderabad-biryaani-house-airport-road/order,hyderabadi,old airport road,12.95947075,77.65608978,1419,4.0,₹ 200
16,Hyderabad Biryaani House,https://www.zomato.com/bangalore/hyderabad-biryaani-house-airport-road/order,mughlai,old airport road,12.95947075,77.65608978,1419,4.0,₹ 200
16,Hyderabad Biryaani House,https://www.zomato.com/bangalore/hyderabad-biryaani-house-airport-road/order,chinese,old airport road,12.95947075,77.65608978,1419,4.0,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,north indian,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,mughlai,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,chinese,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,kebab,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,rolls,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,seafood,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,arabian,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
17,M.M.A Kabab and Rolls,https://www.zomato.com/bangalore/m-m-a-kabab-and-rolls-old-madras-road-bangalore/order,biryani,old madras road,12.98223686,77.63395691,114,3.7,₹ 200
18,Kailash Parbat,https://www.zomato.com/bangalore/kailash-parbat-commercial-street-bangalore/order,north indian,commercial street,12.98256969,77.60980225,93,3.5,₹ 200
18,Kailash Parbat,https://www.zomato.com/bangalore/kailash-parbat-commercial-street-bangalore/order,street food,commercial street,12.98256969,77.60980225,93,3.5,₹ 200
18,Kailash Parbat,https://www.zomato.com/bangalore/kailash-parbat-commercial-street-bangalore/order,beverages,commercial street,12.98256969,77.60980225,93,3.5,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,north indian,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,street food,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,rajasthani,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,bengali,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,mithai,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,beverages,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
19,Bhartiya Jalpan,https://www.zomato.com/bangalore/bhartiya-jalpan-commercial-street-bangalore/order,desserts,commercial street,12.98171139,77.60956573,133,3.8,₹ 200
20,Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-airport-road/order,pizza,old airport road,12.95891571,77.65424347,423,3.6,₹ 200
20,Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-airport-road/order,fast food,old airport road,12.95891571,77.65424347,423,3.6,₹ 200
20,Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-airport-road/order,desserts,old airport road,12.95891571,77.65424347,423,3.6,₹ 200
20,Pizza Hut,https://www.zomato.com/bangalore/pizza-hut-airport-road/order,beverages,old airport road,12.95891571,77.65424347,423,3.6,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,andhra,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,biryani,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,south indian,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,north indian,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,chinese,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,mughlai,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,desserts,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
21,Nandhini Deluxe,https://www.zomato.com/bangalore/nandhini-deluxe-frazer-town/order,beverages,frazer town,12.99601364,77.61302948,476,4.0,₹ 200
22,La Pino'z Pizza,https://www.zomato.com/bangalore/la-pinoz-pizza-koramangala-4th-block-bangalore/order,pizza,koramangala 4th block,12.93194103,77.63220978,792,3.8,₹ 200
22,La Pino'z Pizza,https://www.zomato.com/bangalore/la-pinoz-pizza-koramangala-4th-block-bangalore/order,fast food,koramangala 4th block,12.93194103,77.63220978,792,3.8,₹ 200
23,Ambur Star Briyani Since 1890,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-1-koramangala-5th-block-bangalore/order,biryani,koramangala 5th block,12.93473339,77.61605072,6,3.9,₹ 200
23,Ambur Star Briyani Since 1890,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-1-koramangala-5th-block-bangalore/order,chettinad,koramangala 5th block,12.93473339,77.61605072,6,3.9,₹ 200
23,Ambur Star Briyani Since 1890,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-1-koramangala-5th-block-bangalore/order,chinese,koramangala 5th block,12.93473339,77.61605072,6,3.9,₹ 200
23,Ambur Star Briyani Since 1890,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-1-koramangala-5th-block-bangalore/order,north indian,koramangala 5th block,12.93473339,77.61605072,6,3.9,₹ 200
23,Ambur Star Briyani Since 1890,https://www.zomato.com/bangalore/ambur-star-briyani-since-1890-1-koramangala-5th-block-bangalore/order,south indian,koramangala 5th block,12.93473339,77.61605072,6,3.9,₹ 200
24,Pathaan Sir,https://www.zomato.com/bangalore/pathaan-sir-frazer-town/order,rolls,frazer town,12.99581718,77.61362457,133,3.8,₹ 200
24,Pathaan Sir,https://www.zomato.com/bangalore/pathaan-sir-frazer-town/order,chinese,frazer town,12.99581718,77.61362457,133,3.8,₹ 200
24,Pathaan Sir,https://www.zomato.com/bangalore/pathaan-sir-frazer-town/order,momos,frazer town,12.99581718,77.61362457,133,3.8,₹ 200
25,New Punjabi Hotel,https://www.zomato.com/bangalore/new-punjabi-hotel-airport-road/order,north indian,old airport road,12.95945454,77.65568542,252,3.8,₹ 200
25,New Punjabi Hotel,https://www.zomato.com/bangalore/new-punjabi-hotel-airport-road/order,chinese,old airport road,12.95945454,77.65568542,252,3.8,₹ 200
26,Donne Biriyani House,https://www.zomato.com/bangalore/donne-biriyani-house-richmond-road-bangalore/order,biryani,richmond road,12.96870232,77.60977936,418,3.7,₹ 200
26,Donne Biriyani House,https://www.zomato.com/bangalore/donne-biriyani-house-richmond-road-bangalore/order,south indian,richmond road,12.96870232,77.60977936,418,3.7,₹ 200
27,Punjab Junction,https://www.zomato.com/bangalore/punjab-junction-kaggadasapura/order,north indian,kaggadasapura,12.98525715,77.67340088,319,3.7,₹ 200
27,Punjab Junction,https://www.zomato.com/bangalore/punjab-junction-kaggadasapura/order,chinese,kaggadasapura,12.98525715,77.67340088,319,3.7,₹ 200
27,Punjab Junction,https://www.zomato.com/bangalore/punjab-junction-kaggadasapura/order,mughlai,kaggadasapura,12.98525715,77.67340088,319,3.7,₹ 200
28,Gowdru Hotel,https://www.zomato.com/bangalore/gowdru-hotel-indiranagar/order,south indian,indiranagar,12.97402382,77.63594818,177,3.9,₹ 200
28,Gowdru Hotel,https://www.zomato.com/bangalore/gowdru-hotel-indiranagar/order,biryani,indiranagar,12.97402382,77.63594818,177,3.9,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,biryani,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,andhra,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,north indian,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,chinese,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,mughlai,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,south indian,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,desserts,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
29,Nandhana Palace,https://www.zomato.com/bangalore/nandhana-palace-kammanahalli/order,beverages,kammanahalli,13.01494694,77.63583374,1250,4.0,₹ 200
30,Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-jeevan-bhima-nagar/order,rolls,jeevan bhima nagar,12.9677515,77.65337372,2595,3.3,₹ 200
30,Five Star Chicken,https://www.zomato.com/bangalore/five-star-chicken-jeevan-bhima-nagar/order,fast food,jeevan bhima nagar,12.9677515,77.65337372,2595,3.3,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,kerala,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,south indian,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,seafood,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,north indian,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,chinese,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,arabian,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,beverages,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
31,Thalassery Restaurant,https://www.zomato.com/bangalore/thalassery-restaurant-richmond-town-bangalore/order,shake,richmond town,12.96281338,77.60409546,254,3.6,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,north indian,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,mughlai,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,continental,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,fast food,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,biryani,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,beverages,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
32,Al Daaz,https://www.zomato.com/bangalore/al-daaz-hsr/order,desserts,hsr,12.92076302,77.65151978,1568,4.3,₹ 200
33,Mani's Dum Biryani,https://www.zomato.com/bangalore/manis-dum-biryani-ulsoor/order,biryani,ulsoor,12.97736359,77.61929321,252,4.2,₹ 200
33,Mani's Dum Biryani,https://www.zomato.com/bangalore/manis-dum-biryani-ulsoor/order,kebab,ulsoor,12.97736359,77.61929321,252,4.2,₹ 200
34,Kabab Magic,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,north indian,richmond town,12.96409798,77.60657501,139,3.6,₹ 100
34,Kabab Magic,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,kebab,richmond town,12.96409798,77.60657501,139,3.6,₹ 100
34,Kabab Magic,https://www.zomato.com/bangalore/kabab-magic-richmond-town-bangalore/order,hyderabadi,richmond town,12.96409798,77.60657501,139,3.6,₹ 100
