,cusine,Location,Rating,price_for_one
17127,Fast Food,Koramangala 7th Block,4.0,100
17128,Beverages,Koramangala 7th Block,4.0,100
17129,Gujarati,Kalyan Nagar,3.9,100
17130,North Indian,Kalyan Nagar,3.9,100
17131,Rajasthani,Kalyan Nagar,3.9,100
17132,South Indian,MG Road,3.9,100
17133,Desserts,Frazer Town,3.6,100
17134,Bakery,Frazer Town,3.6,100
17135,North Indian,Frazer Town,3.9,100
17136,Chinese,Frazer Town,3.9,100
17137,Beverages,Frazer Town,3.9,100
17138,Desserts,Frazer Town,3.9,100
17139,Ice Cream,Frazer Town,4.4,100
17140,Bakery,Frazer Town,4.4,100
17141,Desserts,Frazer Town,4.4,100
17142,Asian,Ulsoor,3.9,100
17143,Thai,Ulsoor,3.9,100
17144,Vietnamese,Ulsoor,3.9,100
17145,Japanese,Ulsoor,3.9,100
17146,Indonesian,Ulsoor,3.9,100
17147,Chinese,Ulsoor,3.9,100
17148,Korean,Ulsoor,3.9,100
17149,Burmese,Ulsoor,3.9,100
17150,Biryani,Indiranagar,3.7,100
17151,South Indian,Indiranagar,3.7,100
17152,Rajasthani,Langford Town,3.6,100
17153,North Indian,Langford Town,3.6,100
17154,South Indian,Old Airport Road,4.0,100
17155,Biryani,Indiranagar,3.9,100
17156,North Indian,Indiranagar,3.9,100
17157,Desserts,Indiranagar,3.9,100
17158,Beverages,Koramangala 5th Block,4.5,100
17159,Shake,Koramangala 5th Block,4.5,100
17160,Ice Cream,Koramangala 5th Block,4.5,100
17161,Desserts,Koramangala 5th Block,4.5,100
17162,North Indian,Shanti Nagar,3.8,100
17163,North Indian,Koramangala 7th Block,4.0,100
17164,Arabian,Koramangala 7th Block,4.0,100
17165,Chinese,Koramangala 7th Block,4.0,100
17166,Lebanese,Koramangala 7th Block,4.0,100
17167,Sichuan,Koramangala 7th Block,4.0,100
17168,Pizza,RT Nagar,3.8,150
17169,Fast Food,RT Nagar,3.8,150
17170,Pasta,Malleshwaram,4.2,150
17171,Pizza,Malleshwaram,4.2,150
17172,Italian,Malleshwaram,4.2,150
17173,European,Malleshwaram,4.2,150
17174,Salad,Malleshwaram,4.2,150
17175,Desserts,Malleshwaram,4.2,150
17176,Beverages,Malleshwaram,4.2,150
17177,Japanese,Vasanth Nagar,3.9,150
17178,Korean,Vasanth Nagar,3.9,150
17179,Sushi,Vasanth Nagar,3.9,150
17180,Asian,Vasanth Nagar,3.9,150
17181,Chinese,Kammanahalli,4.1,150
17182,North Indian,Kammanahalli,4.1,150
17183,Rolls,Kammanahalli,4.1,150
17184,South Indian,Kammanahalli,4.3,150
17185,Chinese,Kammanahalli,4.3,150
17186,North Indian,Kammanahalli,4.3,150
17187,Fast Food,Kammanahalli,4.3,150
17188,Beverages,Kammanahalli,4.3,150
17189,Ice Cream,Kammanahalli,4.3,150
17190,Desserts,Kammanahalli,4.3,150
17191,BBQ,Kammanahalli,3.8,150
17192,Arabian,Kammanahalli,3.8,150
17193,Biryani,Kammanahalli,3.8,150
17194,Chinese,Kammanahalli,3.8,150
17195,North Indian,Kammanahalli,3.8,150
17196,Mughlai,Kammanahalli,3.8,150
17197,Desserts,Kammanahalli,3.8,150
17198,Beverages,Kammanahalli,3.8,150
17199,Desserts,Kammanahalli,3.8,150
17200,Bakery,Kammanahalli,3.8,150
17201,North Indian,Kammanahalli,4.2,150
17202,Chinese,Kammanahalli,4.2,150
17203,Mughlai,Kammanahalli,4.2,150
17204,Biryani,Kammanahalli,4.2,150
17205,North Indian,Cunningham Road,3.5,150
17206,Rolls,Cunningham Road,3.5,150
17207,Kebab,Cunningham Road,3.5,150
17208,Mughlai,Cunningham Road,3.5,150
17209,Biryani,Cunningham Road,3.5,150
17210,Beverages,Cunningham Road,3.5,150
17211,Italian,RT Nagar,3.9,150
17212,Pizza,RT Nagar,3.9,150
17213,Salad,RT Nagar,3.9,150
17214,Continental,RT Nagar,3.9,150
17215,Desserts,RT Nagar,3.9,150
17216,Beverages,RT Nagar,3.9,150
17217,Seafood,RT Nagar,3.9,150
17218,Bakery,Basavanagudi,4.3,150
17219,North Indian,Richmond Town,3.4,150
17220,Mughlai,Richmond Town,3.4,150
17221,Chinese,Richmond Town,3.4,150
17222,North Indian,Koramangala 5th Block,4.1,150
17223,Biryani,Koramangala 5th Block,4.1,150
17224,Chinese,Koramangala 5th Block,4.1,150
17225,Mughlai,Koramangala 5th Block,4.1,150
17226,South Indian,Kammanahalli,4.1,150
17227,North Indian,Kammanahalli,4.1,150
17228,Fast Food,Kammanahalli,4.1,150
17229,Street Food,Kammanahalli,4.1,150
17230,Ice Cream,Kammanahalli,4.1,150
17231,Beverages,Kammanahalli,4.1,150
17232,Chinese,Kammanahalli,4.1,150
17233,Pizza,Koramangala 7th Block,3.6,150
17234,Sandwich,Koramangala 7th Block,3.6,150
17235,Fast Food,Koramangala 7th Block,3.6,150
17236,Street Food,Koramangala 7th Block,3.6,150
17237,North Indian,Shanti Nagar,4.2,150
17238,Street Food,Shanti Nagar,4.2,150
17241,South Indian,Langford Town,4.3,150
17242,North Indian,Langford Town,4.3,150
17243,Street Food,Langford Town,4.3,150
17244,Chinese,Langford Town,4.3,150
17245,Beverages,Langford Town,4.3,150
17246,Desserts,Langford Town,4.3,150
17247,North Indian,Indiranagar,3.5,200
17248,North Indian,Indiranagar,3.9,200
17249,Street Food,Indiranagar,3.9,200
17250,Rajasthani,Indiranagar,3.9,200
17251,Bengali,Indiranagar,3.9,200
17252,Mithai,Indiranagar,3.9,200
17253,Beverages,Indiranagar,3.9,200
17254,Desserts,Indiranagar,3.9,200
17255,Kerala,Banaswadi,3.7,200
17256,Biryani,Banaswadi,3.7,200
17257,South Indian,Banaswadi,3.7,200
17258,North Indian,Banaswadi,3.7,200
17259,Seafood,Banaswadi,3.7,200
17260,North Indian,Kammanahalli,3.6,200
17261,Chinese,Kammanahalli,3.6,200
17262,Mughlai,Kammanahalli,3.6,200
17263,Biryani,Kammanahalli,3.6,200
17264,Bakery,Shivajinagar,4.2,200
17265,Fast Food,Shivajinagar,4.2,200
17266,Italian,Shivajinagar,4.2,200
17267,Thai,Shivajinagar,4.2,200
17268,Desserts,Shivajinagar,4.2,200
17269,Sandwich,CV Raman Nagar,3.9,200
17270,Pizza,CV Raman Nagar,3.9,200
17271,Fast Food,CV Raman Nagar,3.9,200
17272,Street Food,CV Raman Nagar,3.9,200
17273,Desserts,Basavanagudi,4.3,200
17274,Beverages,Basavanagudi,4.3,200
17275,Waffle,Basavanagudi,4.3,200
17276,Shake,Basavanagudi,4.3,200
17277,Chinese,Brigade Road,4.3,200
17278,North Indian,Brigade Road,4.3,200
17279,Continental,Brigade Road,4.3,200
17280,Finger Food,Brigade Road,4.3,200
17281,Seafood,Brigade Road,4.3,200
17282,Beverages,Brigade Road,4.3,200
17283,North Indian,Frazer Town,3.8,200
17284,South Indian,Frazer Town,3.8,200
17285,Asian,Frazer Town,3.8,200
17286,Continental,Frazer Town,3.8,200
17287,Chinese,Frazer Town,3.8,200
17288,Beverages,Frazer Town,3.8,200
17289,Desserts,Frazer Town,3.8,200
17290,Chinese,Richmond Road,4.2,200
17291,Asian,Richmond Road,4.2,200
17292,Sushi,Richmond Road,4.2,200
17293,Momos,Richmond Road,4.2,200
17294,Japanese,Richmond Road,4.2,200
17295,Thai,Richmond Road,4.2,200
17296,Beverages,Richmond Road,4.2,200
17297,Mithai,Richmond Road,4.0,250
17298,Street Food,Richmond Road,4.0,250
17299,Fast Food,Richmond Road,4.0,250
17300,French,Basavanagudi,4.2,250
17301,Continental,Basavanagudi,4.2,250
17302,Sandwich,Basavanagudi,4.2,250
17303,Desserts,Basavanagudi,4.2,250
17304,Beverages,Basavanagudi,4.2,250
17305,Rolls,Kammanahalli,4.3,250
17306,Biryani,Kammanahalli,4.3,250
17307,Fast Food,Kammanahalli,4.3,250
17308,Arabian,Kammanahalli,4.3,250
17309,Cafe,Indiranagar,4.1,250
17310,Italian,Indiranagar,4.1,250
17311,Fast Food,Indiranagar,4.1,250
17312,Beverages,Indiranagar,4.1,250
17313,Waffle,Indiranagar,4.1,250
17314,Desserts,Indiranagar,4.1,250
17315,Street Food,Ulsoor,3.5,250
17316,Beverages,Ulsoor,3.5,250
17317,South Indian,Frazer Town,3.7,250
17318,Beverages,Frazer Town,3.7,250
17319,Bengali,Cunningham Road,4.0,250
17320,Biryani,Cunningham Road,4.0,250
17321,Rolls,Cunningham Road,4.0,250
17322,Andhra,Indiranagar,4.3,250
17323,Biryani,Indiranagar,4.3,250
17324,North Indian,Indiranagar,4.3,250
17325,Chinese,Indiranagar,4.3,250
17326,Biryani,Banaswadi,3.7,250
17327,North Indian,Banaswadi,3.7,250
17328,Mughlai,Banaswadi,3.7,250
17329,South Indian,Indiranagar,3.7,250
17330,North Indian,Indiranagar,3.7,250
17331,Oriental,Indiranagar,3.7,250
17332,Street Food,Indiranagar,3.7,250
17333,Desserts,Indiranagar,3.7,250
17334,Beverages,Indiranagar,3.7,250
17335,Shake,Indiranagar,3.7,250
17336,Juices,Frazer Town,4.3,250
17337,Beverages,Frazer Town,4.3,250
17338,Shake,Frazer Town,4.3,250
17339,Ice Cream,Frazer Town,4.3,250
17340,Andhra,Frazer Town,4.2,300
17341,Biryani,Frazer Town,4.2,300
17342,North Indian,Frazer Town,4.2,300
17343,Beverages,Frazer Town,4.2,300
17344,Ice Cream,Magadi Road,3.7,300
17345,Shake,Magadi Road,3.7,300
17346,Desserts,Magadi Road,3.7,300
17347,Tea,Magadi Road,3.7,300
17348,Beverages,Magadi Road,3.7,300
17349,Fast Food,Indiranagar,3.3,300
17350,Lebanese,Indiranagar,4.0,300
17351,Rolls,Indiranagar,4.0,300
17352,Fast Food,Indiranagar,4.0,300
17353,Chinese,Old Airport Road,3.5,300
17354,Momos,Old Airport Road,3.5,300
17355,Desserts,Old Airport Road,3.5,300
17356,Beverages,Old Airport Road,3.5,300
17357,Sichuan,Old Airport Road,3.5,300
17358,Ice Cream,Indiranagar,3.7,300
17359,Mithai,Indiranagar,3.7,300
17360,Desserts,Indiranagar,3.7,300
17361,Naga,Residency Road,4.3,300
17362,Chinese,Residency Road,4.3,300
17363,Beverages,Residency Road,4.3,300
17364,Biryani,Lavelle Road,4.2,300
17365,North Indian,Lavelle Road,4.2,300
17366,Chinese,Lavelle Road,4.2,300
17367,Fast Food,Vasanth Nagar,3.9,300
17368,Sandwich,Vasanth Nagar,3.9,300
17369,Beverages,Vasanth Nagar,3.9,300
17370,Ice Cream,Vasanth Nagar,3.9,300
17371,Shake,Vasanth Nagar,3.9,300
17372,Cafe,Frazer Town,3.8,300
17373,Fast Food,Frazer Town,3.8,300
17374,Coffee,Frazer Town,3.8,300
17375,Beverages,Frazer Town,3.8,300
17376,Desserts,Frazer Town,3.8,300
17377,North Indian,Domlur,3.8,300
17378,Chinese,Domlur,3.8,300
17379,Mughlai,Domlur,3.8,300
17380,Fast Food,Domlur,3.8,300
17381,Lebanese,Domlur,3.8,300
17382,Seafood,Domlur,3.8,300
17383,Rolls,Domlur,3.8,300
17384,Chettinad,Lavelle Road,3.4,300
17385,North Indian,Lavelle Road,3.4,300
17386,Momos,Indiranagar,4.2,150
17387,Desserts,Indiranagar,4.2,150
17388,Beverages,Indiranagar,4.2,150
17389,Desserts,Indiranagar,4.2,150
17390,Waffle,Indiranagar,4.2,150
17391,South Indian,Richmond Town,4.2,150
17392,Street Food,Richmond Town,4.2,150
17393,Chinese,Richmond Town,4.2,150
17394,North Indian,Richmond Town,4.2,150
17395,Biryani,Richmond Town,4.2,150
17396,Fast Food,Richmond Town,4.2,150
17397,Desserts,Richmond Town,4.2,150
17398,Beverages,Richmond Town,4.2,150
17399,Ice Cream,Koramangala 7th Block,4.3,150
17400,Desserts,Koramangala 7th Block,4.3,150
17401,Burger,Hennur,3.7,150
17402,Rolls,Hennur,3.7,150
17403,Beverages,Hennur,3.7,150
17404,Desserts,Hennur,3.7,150
17405,Shake,Hennur,3.7,150
17406,Chinese,Hennur,3.2,150
17407,Sichuan,Hennur,3.2,150
17408,North Indian,Sahakara Nagar,4.1,150
17409,Mughlai,Sahakara Nagar,4.1,150
17410,Biryani,Sahakara Nagar,4.1,150
17411,Rolls,Sahakara Nagar,4.1,150
17412,Chinese,Hennur,4.0,150
17413,Street Food,Hennur,4.0,150
17414,Fast Food,Hennur,4.0,150
17415,Desserts,Hennur,4.0,150
17416,Beverages,Hennur,4.0,150
17417,Shake,Hennur,4.0,150
17418,Sichuan,Hennur,4.0,150
17419,North Indian,Kalyan Nagar,4.0,300
17420,Italian,Kalyan Nagar,4.0,300
17421,Street Food,Kalyan Nagar,4.0,300
17422,Desserts,Kalyan Nagar,4.0,300
17423,Beverages,Kalyan Nagar,4.0,300
17424,Cafe,Old Madras Road,4.1,300
17425,Coffee,Old Madras Road,4.1,300
17426,Fast Food,Old Madras Road,4.1,300
17427,Beverages,Old Madras Road,4.1,300
17428,North Indian,CV Raman Nagar,3.7,300
17429,Biryani,CV Raman Nagar,3.7,300
17430,Sichuan,CV Raman Nagar,3.7,300
17431,Street Food,CV Raman Nagar,3.7,300
17432,Bakery,Nagawara,4.0,300
17433,Desserts,Nagawara,4.0,300
17434,Ice Cream,Banaswadi,4.5,300
17435,Desserts,Banaswadi,4.5,300
17436,North Indian,Nagawara,4.2,300
17437,Mughlai,Nagawara,4.2,300
17438,Sichuan,Nagawara,4.2,300
17439,Chinese,Nagawara,4.2,300
17440,Beverages,Nagawara,4.2,300
17441,Desserts,Nagawara,4.2,300
17442,North Indian,Frazer Town,3.6,300
17443,Beverages,Frazer Town,3.6,300
17444,Beverages,Hennur,3.8,300
17445,Fast Food,Hennur,3.8,300
17446,Desserts,Hennur,3.8,300
17447,Shake,Hennur,3.8,300
17448,Bengali,Kammanahalli,4.1,300
17449,North Indian,Kammanahalli,4.1,300
17450,Seafood,Kammanahalli,4.1,300
17451,Mughlai,Kammanahalli,4.1,300
17452,Desserts,Rammurthy Nagar,4.3,300
17453,Beverages,Rammurthy Nagar,4.3,300
17454,Fast Food,Rammurthy Nagar,4.3,300
17455,Ice Cream,Rammurthy Nagar,4.3,300
17456,Shake,Rammurthy Nagar,4.3,300
17457,South Indian,Nagawara,3.5,300
17458,North Indian,Nagawara,3.5,300
17459,Chinese,Nagawara,3.5,300
17460,Street Food,Nagawara,3.5,300
17461,Beverages,Nagawara,3.5,300
17462,Fast Food,Nagawara,3.5,300
17463,North Indian,Nagawara,3.6,300
17464,Street Food,Nagawara,3.6,300
17465,Desserts,Nagawara,3.6,300
17466,Beverages,Nagawara,3.6,300
17467,Pizza,Nagawara,3.7,150
17468,Fast Food,Nagawara,3.7,150
17469,Chinese,Nagawara,3.7,150
17470,Beverages,Nagawara,3.7,150
17471,Shake,Nagawara,3.7,150
17472,Italian,Nagawara,3.7,150
17473,Mexican,Nagawara,3.7,150
17474,Juices,Nagawara,3.7,150
17475,North Indian,Kalyan Nagar,4.3,150
17476,Chinese,Kalyan Nagar,4.3,150
17477,Mughlai,Kalyan Nagar,4.3,150
17478,Pizza,KR Puram,4.0,150
17479,Fast Food,KR Puram,4.0,150
17480,Burger,KR Puram,4.0,150
17481,Beverages,KR Puram,4.0,150
17482,North Indian,Rammurthy Nagar,3.8,150
17483,South Indian,Rammurthy Nagar,3.8,150
17484,Kerala,Rammurthy Nagar,3.9,150
17485,Biryani,Rammurthy Nagar,3.9,150
17486,North Indian,Rammurthy Nagar,3.9,150
17487,South Indian,Rammurthy Nagar,3.9,150
17488,Seafood,Rammurthy Nagar,3.9,150
17489,Chinese,Rammurthy Nagar,3.9,150
17490,Sichuan,Rammurthy Nagar,3.9,150
17491,Chinese,Kammanahalli,4.2,150
17492,Seafood,Kammanahalli,4.2,150
17493,Sichuan,Kammanahalli,4.2,150
17494,North Indian,2nd Main Road KR Puram,3.7,150
17495,Street Food,2nd Main Road KR Puram,3.7,150
17496,Chinese,2nd Main Road KR Puram,3.7,150
17497,Beverages,2nd Main Road KR Puram,3.7,150
17498,Mangalorean,Nagawara,3.9,150
17499,Biryani,Nagawara,3.9,150
17500,Chinese,Nagawara,3.9,150
17501,South Indian,Nagawara,3.9,150
17502,Beverages,Kammanahalli,3.8,150
17503,Ice Cream,Kammanahalli,3.8,150
17504,Juices,Kammanahalli,3.8,150
17505,Fast Food,Kammanahalli,3.8,150
17506,Street Food,Kammanahalli,3.8,150
17507,Sandwich,Kammanahalli,3.8,150
17508,Shake,Kammanahalli,3.8,150
17509,Chinese,Kammanahalli,4.1,150
17510,Momos,Kammanahalli,4.1,150
17511,Italian,Hennur,3.7,150
17512,Mexican,Hennur,3.7,150
17513,Fast Food,KR Puram,3.7,300
17514,Momos,KR Puram,3.7,300
17515,Pizza,Hebbal,4.3,300
17516,Italian,Hebbal,4.3,300
17517,Ice Cream,Hebbal,4.3,300
17518,Shake,Hebbal,4.3,300
17519,Biryani,Hennur,4.0,300
17520,South Indian,Hennur,4.0,300
17521,Biryani,Hennur,3.7,300
17522,North Indian,Hennur,3.7,300
17523,Ice Cream,Banaswadi,4.6,300
17524,Desserts,Banaswadi,4.6,300
17525,North Indian,Hennur,3.9,300
17526,Chinese,Hennur,3.9,300
17527,South Indian,Nagawara,4.0,300
17528,Chinese,Rammurthy Nagar,4.1,300
17529,Seafood,Rammurthy Nagar,4.1,300
17530,Sichuan,Rammurthy Nagar,4.1,300
17531,Bengali,Hennur,4.1,300
17532,Seafood,Hennur,4.1,300
17533,Coffee,Nagawara,4.2,300
17534,Chinese,Hennur,3.8,200
17535,South Indian,Hennur,3.8,200
17536,North Indian,Hennur,3.8,200
17537,Mughlai,Hennur,3.8,200
17538,Cafe,Banaswadi,4.2,200
17539,Burger,Banaswadi,4.2,200
17540,Continental,Banaswadi,4.2,200
17541,Beverages,Banaswadi,4.2,200
17542,Desserts,Banaswadi,4.2,200
17543,Bakery,Hennur,4.1,200
17544,Fast Food,Hennur,4.1,200
17545,Pizza,Hennur,4.1,200
17546,Sandwich,Hennur,4.1,200
17547,Burger,Hennur,4.1,200
17548,Desserts,Hennur,4.1,200
17549,Fast Food,Hennur,3.8,200
17550,Chinese,Hennur,3.8,200
17551,Street Food,Hennur,3.8,200
17552,Beverages,Hennur,3.8,200
17553,Sichuan,Hennur,3.8,200
17554,Biryani,Hennur,3.9,200
17555,North Indian,Hennur,3.9,200
17556,Biryani,Hebbal,4.3,200
17557,Kebab,Hebbal,4.3,200
17558,North Indian,Hebbal,4.3,200
17559,BBQ,Hebbal,4.3,200
17560,Desserts,Hebbal,4.3,200
17561,Beverages,Hebbal,4.3,200
17562,North Indian,Rammurthy Nagar,4.2,200
17563,Street Food,Rammurthy Nagar,4.2,200
17564,Beverages,Rammurthy Nagar,4.2,200
17565,Arabian,Indiranagar,4.1,200
17566,Fast Food,Indiranagar,4.1,200
17567,Beverages,Indiranagar,4.1,200
17568,Desserts,Indiranagar,4.1,200
17569,Street Food,Nagawara,4.0,200
17570,South Indian,Nagawara,4.0,200
17571,Chinese,Nagawara,4.0,200
17572,Beverages,Nagawara,4.0,200
17573,Sichuan,Nagawara,4.0,200
17574,Chinese,Hennur,3.5,150
17575,Momos,Hennur,3.5,150
17576,North Indian,KR Puram,4.0,150
17577,Bakery,Banaswadi,3.6,150
17578,Rolls,Nagawara,4.2,150
17579,Fast Food,Nagawara,4.2,150
17580,Beverages,Nagawara,4.2,150
17581,Lebanese,KR Puram,3.7,150
17582,Fast Food,KR Puram,3.7,150
17583,Arabian,Nagawara,4.0,150
17584,North Indian,Nagawara,4.0,150
17585,Mughlai,Nagawara,4.0,150
17586,North Indian,HBR Layout,4.0,150
17587,Seafood,HBR Layout,4.0,150
17588,Mughlai,HBR Layout,4.0,150
17589,Desserts,HBR Layout,4.0,150
17590,Bakery,Kammanahalli,4.2,150
17591,Desserts,Kammanahalli,4.2,150
17592,Shake,Kammanahalli,4.2,150
17593,South Indian,KR Puram,4.1,150
17594,Biryani,KR Puram,4.1,150
17595,Biryani,Kalyan Nagar,3.4,150
17596,Kebab,Kalyan Nagar,3.4,150
17597,South Indian,Kalyan Nagar,3.4,150
17598,North Indian,RT Nagar,4.0,150
17599,Seafood,RT Nagar,4.0,150
17600,Desserts,RT Nagar,4.0,150
17601,Ice Cream,HBR Layout,3.9,150
17602,Waffle,HBR Layout,3.9,150
17603,Desserts,HBR Layout,3.9,150
17604,Sandwich,HBR Layout,3.9,150
17605,Shake,HBR Layout,3.9,150
17606,Beverages,HBR Layout,3.9,150
17607,Chinese,Banaswadi,4.1,150
17608,Biryani,Banaswadi,4.1,150
17609,Mughlai,Banaswadi,4.1,150
17610,North Indian,Banaswadi,4.1,150
17611,Shake,Banaswadi,4.1,150
17612,Sichuan,Banaswadi,4.1,150
17613,Chinese,Hennur,3.7,150
17614,Fast Food,Hennur,3.7,150
17615,Sichuan,Hennur,3.7,150
17616,South Indian,Nagawara,3.9,150
17617,North Indian,Nagawara,3.9,150
17618,Chinese,Nagawara,3.9,150
17619,South Indian,Hennur,3.6,150
17620,Chinese,Hennur,3.6,150
17621,Rolls,Hennur,3.6,150
17622,North Indian,Hennur,3.6,150
17623,Bakery,Hennur,4.3,150
17624,Desserts,Hennur,4.3,150
17625,Fast Food,Hennur,4.0,150
17626,Momos,Hennur,4.0,150
17627,Street Food,Hennur,4.0,150
17628,Ice Cream,Hennur,4.0,150
17629,Beverages,Hennur,4.0,150
17630,Bakery,KR Puram,4.3,150
17631,Desserts,KR Puram,4.3,150
17632,Mithai,KR Puram,4.3,150
17633,Pizza,Nagawara,3.6,150
17634,Italian,Nagawara,3.6,150
17635,South Indian,Rammurthy Nagar,4.3,150
17636,Rolls,Kammanahalli,3.4,150
17637,North Indian,Kammanahalli,3.4,150
17638,Chinese,Kammanahalli,3.4,150
17639,Fast Food,Kammanahalli,3.4,150
17640,Sichuan,Kammanahalli,3.4,150
17641,Beverages,RT Nagar,4.1,150
17642,Fast Food,RT Nagar,4.1,150
17643,Burger,RT Nagar,4.1,150
17644,Shake,RT Nagar,4.1,150
17645,Juices,RT Nagar,4.1,150
17646,Ice Cream,RT Nagar,4.1,150
17647,Desserts,RT Nagar,4.1,150
17648,Mithai,Jakkur,4.6,150
17649,Street Food,Jakkur,4.6,150
17650,Healthy Food,Nagawara,3.7,150
17651,Fast Food,Nagawara,3.7,150
17652,Sandwich,Nagawara,3.7,150
17653,Salad,Nagawara,3.7,150
17654,Beverages,Nagawara,3.7,150
17655,Wraps,Nagawara,3.7,150
17656,Biryani,Nagawara,4.0,150
17657,Andhra,Nagawara,4.0,150
17658,Mithai,KR Puram,4.3,150
17659,Street Food,KR Puram,4.3,150
17660,Beverages,KR Puram,4.3,150
17661,Desserts,KR Puram,4.3,150
17662,Ice Cream,Hennur,4.0,150
17663,Desserts,Hennur,4.0,150
17664,Fast Food,Hennur,3.6,150
17665,Sandwich,Hennur,3.6,150
17666,Street Food,Hennur,3.6,150
17667,Bakery,KR Puram,4.4,150
17668,Desserts,KR Puram,4.4,150
17669,North Indian,Banaswadi,4.1,150
17670,Rajasthani,Banaswadi,4.1,150
17671,Fast Food,Banaswadi,4.1,150
17672,Street Food,Banaswadi,4.1,150
17673,Mithai,Banaswadi,4.1,150
17674,Beverages,Banaswadi,4.1,150
17675,Mithai,Banaswadi,4.4,150
17676,Desserts,Nagawara,4.1,150
17677,Waffle,Nagawara,4.1,150
17678,Beverages,Nagawara,4.1,150
17679,South Indian,Nagawara,4.1,100
17680,Beverages,Nagawara,4.1,100
17681,North Indian,Hennur,3.8,100
17682,Street Food,Hennur,3.8,100
17683,Rajasthani,Hennur,3.8,100
17684,Bengali,Hennur,3.8,100
17685,Mithai,Hennur,3.8,100
17686,Beverages,Hennur,3.8,100
17687,Desserts,Hennur,3.8,100
17688,Bakery,Mahadevapura,4.3,100
17689,Fast Food,Mahadevapura,4.3,100
17690,Italian,Mahadevapura,4.3,100
17691,Thai,Mahadevapura,4.3,100
17692,Desserts,Mahadevapura,4.3,100
17693,Mithai,RT Nagar,4.3,100
17694,Street Food,RT Nagar,4.3,100
17695,Fast Food,RT Nagar,4.3,100
17696,Street Food,Kammanahalli,4.1,100
17697,Fast Food,Kammanahalli,4.1,100
17698,Cafe,Hebbal,4.0,100
17699,Fast Food,Hebbal,4.0,100
17700,Coffee,Hebbal,4.0,100
17701,Desserts,Hebbal,4.0,100
17702,Beverages,Hebbal,4.0,100
17703,South Indian,Kalyan Nagar,3.9,100
17704,Street Food,Kalyan Nagar,3.9,100
17705,Chinese,Kalyan Nagar,3.9,100
17706,North Indian,Kalyan Nagar,3.9,100
17707,Biryani,Kalyan Nagar,3.9,100
17708,Fast Food,Kalyan Nagar,3.9,100
17709,Desserts,Kalyan Nagar,3.9,100
17710,Beverages,Kalyan Nagar,3.9,100
17711,Beverages,KR Puram,4.1,100
17712,Juices,KR Puram,4.1,100
17713,Fast Food,KR Puram,4.1,100
17714,Shake,KR Puram,4.1,100
17715,South Indian,Frazer Town,4.6,100
17716,North Indian,Kammanahalli,4.1,100
17717,South Indian,Frazer Town,3.7,100
17718,North Indian,Frazer Town,3.7,100
17719,Chinese,Frazer Town,3.7,100
17720,Beverages,Frazer Town,3.7,100
17721,Shake,Frazer Town,3.7,100
17722,Mithai,Hebbal,3.8,100
17723,Street Food,Hebbal,3.8,100
17724,Mishti,Hebbal,3.8,100
17725,Bengali,Hebbal,3.8,100
17726,Asian,Banaswadi,3.3,200
17727,Fast Food,Banaswadi,3.3,200
17728,Chinese,Banaswadi,3.3,200
17729,North Indian,Banaswadi,3.3,200
17730,Beverages,Banaswadi,3.3,200
17731,Salad,Banaswadi,3.3,200
17732,Mithai,Banaswadi,4.5,200
17733,Street Food,Banaswadi,4.5,200
17734,Fast Food,Banaswadi,4.5,200
17735,North Indian,Banaswadi,4.5,200
17736,Bakery,Banaswadi,4.0,200
17737,Desserts,Banaswadi,4.0,200
17738,Chinese,Indiranagar,4.0,200
17739,Street Food,Indiranagar,4.0,200
17740,Momos,Indiranagar,4.0,200
17741,Sichuan,Indiranagar,4.0,200
17742,South Indian,Nagawara,3.9,200
17743,Chinese,Nagawara,3.9,200
17744,Mithai,Hennur,4.0,200
17745,Desserts,Hennur,4.0,200
17746,Ice Cream,HBR Layout,4.2,200
17747,Desserts,HBR Layout,4.2,200
17748,Beverages,HBR Layout,4.2,200
17749,Shake,HBR Layout,4.2,200
17750,Mithai,RT Nagar,4.5,200
17751,Street Food,RT Nagar,4.5,200
17752,Mithai,RT Nagar,4.4,200
17753,Street Food,RT Nagar,4.4,200
17754,North Indian,Hennur,4.0,200
17755,South Indian,Hennur,4.0,200
17756,Chinese,Hennur,4.0,200
17757,Fast Food,Hennur,4.0,200
17758,Street Food,Hennur,4.0,200
17759,Beverages,Hennur,4.0,200
17760,Ice Cream,Hennur,4.0,200
17761,Desserts,Hennur,4.0,200
17762,Chinese,HBR Layout,4.3,200
17763,North Indian,HBR Layout,4.3,200
17764,Street Food,HBR Layout,4.3,200
17765,Fast Food,HBR Layout,4.3,200
17766,Beverages,HBR Layout,4.3,200
17767,Rolls,HBR Layout,4.3,200
17768,Sandwich,HBR Layout,4.3,200
17769,Sichuan,HBR Layout,4.3,200
17770,South Indian,Nagawara,3.9,200
