name,lat,long,review,cusine,rating,price,Location
Samosa Party,12.9333946905,77.6151268557,3415,"street food, tea",4.2,100,koramangala 5th block
Falahaar & Kota Kachori,12.9344099643,77.6126531884,3672,"north indian, rajasthani, fast food, mithai, beverages, desserts",3.9,100,koramangala 7th block
Krispy Kreme,12.9376929923,77.6282703504,23,"desserts, beverages",4.3,100,koramangala 6th block
Just Bake,12.8993657624,77.6221270859,0,bakery,-,100,bommanahalli
Chaatimes,12.8833071929,77.6075170934,28,"street food, fast food",4.1,100,bannerghatta road
Cafe Coffee Day,12.9346694189,77.6254637539,53,"cafe, fast food, coffee, beverages, desserts",4.2,100,koramangala 4th block
Kolkata Famous Kati Rolls,12.9188170339,77.5918771327,2,rolls,3.5,100,jayanagar
Juice Junction,12.9139296,77.632291,3032,"juices, sandwich, beverages, shake",4.1,100,hsr
Puchkas,12.935134,77.613441,1034,"north indian, fast food, chinese, street food, desserts",4.2,100,koramangala 7th block
Lassi Corner,12.8971891652,77.6108802482,93,"beverages, fast food, desserts, shake",4.3,100,bannerghatta road
Namma Madurai Militri,12.9143208497,77.5994608995,200,"south indian, north indian, chinese, biryani",3.6,150,jp nagar
Eat N Drink,12.8992291537,77.6298964396,36,"fast food, sandwich, burger, wraps, rolls, shake, juices, beverages",4.0,100,bommanahalli
Southinn,12.9105046764,77.6325206459,224,"south indian, north indian, fast food, beverages, chinese",4.1,100,hsr
McDonald's,12.9732215615,77.607206963,269,"burger, fast food, beverages",4.2,200,brigade road
Pizza Hut,12.9729023576,77.6185436547,132,"pizza, fast food, desserts, beverages",3.6,200,mg road
Five Star Chicken,12.9738295834,77.6231037453,0,"rolls, fast food",3.4,200,ulsoor
Onesta,12.9785891575,77.6435646415,6086,"pizza, pasta, fast food, sandwich, beverages, desserts",3.8,300,indiranagar
MOJO Pizza - 2X Toppings,12.973839,77.628011,646,"pizza, fast food, desserts",4.4,300,ulsoor
Andhra Gunpowder,12.9947118313,77.6150185615,1960,"andhra, biryani, south indian, desserts, beverages, hyderabadi",4.0,300,frazer town
CakeZone,12.9575232352,77.6380691305,5621,"bakery, ice cream",4.2,300,domlur
La Pino'z Pizza,12.9719401693,77.6472204924,4,"pizza, italian, pasta, fast food",3.8,200,indiranagar
BOX8 - Desi Meals,12.973839,77.628011,1141,"north indian, wraps, fast food, biryani, desserts",4.2,200,ulsoor
WOW! Momo,12.9731862759,77.607248202,187,"momos, fast food, tibetan",4.0,200,brigade road
Biryani Trip - Destination Hyderabad,12.994739,77.61505,1047,"biryani, mughlai, hyderabadi",4.2,200,frazer town
WarmOven Cake & Desserts,12.978378,77.635856,11864,"bakery, desserts, ice cream, shake",4.0,150,indiranagar
Kwality Wall’s Frozen Dessert and Ice Cream Shop,12.993575,77.608098,732,"ice cream, desserts",4.6,150,shivajinagar
Madurai Idly Shop,12.9719003095,77.647183612,831,south indian,4.0,150,indiranagar
Chinese Wok,12.9719006362,77.6472657546,547,"chinese, momos, sichuan",3.7,150,indiranagar
The Belgian Waffle Co.,12.960167,77.644931,0,"waffle, pancake, desserts, beverages, ice cream",New,150,domlur
Ghee And Turmeric,12.996042,77.613029,68,north indian,4.3,200,frazer town
ZAZA 22 Spice Awadhi Biryani,12.973839,77.628011,184,"biryani, mughlai, north indian",4.1,200,ulsoor
NH1 Bowls - Highway To North,12.973839,77.628011,481,"north indian, biryani, desserts",4.3,200,ulsoor
Mealful Rolls - India's Biggest Rolls,12.973839,77.628011,110,"rolls, fast food, north indian, desserts, beverages",3.9,300,ulsoor
Chaayos Chai+Snacks=Relax,12.996042,77.613029,8,"tea, beverages",4.1,150,frazer town
LeanCrust Pizza- ThinCrust Experts,12.973839,77.628011,76,"pizza, fast food, beverages",4.1,150,ulsoor
Krispy Kreme,12.9351023,77.6134324,75,"desserts, beverages",4.5,150,koramangala 7th block
Itminaan Matka Biryani - Slow Cooked,12.973839,77.628011,64,"biryani, north indian, desserts",4.0,200,ulsoor
Bathinda Junction,12.9353669,77.6140422,1372,"north indian, chinese, mughlai, desserts, beverages",4.0,200,koramangala 7th block
AB's - Absolute Barbecues,13.0268839563,77.6336441514,4023,"north indian, mangalorean, bbq, street food, desserts, salad, beverages",3.3,100,kalyan nagar
Cafe Coffee Day,12.9755755553,77.6052254811,53,"cafe, fast food, coffee, desserts, beverages",4.0,250,mg road
Momo Monk,12.9946608676,77.615070194,82,momos,4.3,150,frazer town
BigBites,12.9947082377,77.6150205731,50,"fast food, street food, momos",4.3,150,frazer town
Mega Biryani,12.994739,77.61505,5,biryani,4.0,200,frazer town
GLOBO Ice Creams Of The World,12.973839,77.628011,40,ice cream,4.0,200,ulsoor
Little Italy,12.9664521943,77.6416897774,3572,"italian, shake, beverages, desserts",3.5,200,indiranagar
The Brooklyn Creamery - Healthy Ice Cream,12.9623640961,77.5979468,0,"ice cream, desserts",4.1,250,langford town
Big Pitcher,12.9601649,77.6469598,12789,"finger food, continental, north indian, mughlai, biryani, chinese, desserts, beverages",3.7,200,old airport road
Raffaele's Ristorante Pizzeria,12.970371582,77.643360123,163,"pizza, italian, burger, beverages",4.1,400,indiranagar
Express By ABs,12.9347279281,77.6158527708,32,"north indian, biryani, bbq",3.0,400,koramangala 5th block
The Bangalore Cafe,12.9616352097,77.5946599245,2810,"north indian, kebab, pizza, continental",4.2,200,shanti nagar
Malabar Cafe,12.9362617582,77.614704743,15,"kerala, south indian, north indian",3.7,250,koramangala 7th block
Belgian Waffle Factory,13.01787,77.59198,5,"desserts, waffle",4.1,200,rt nagar
Barbecue By Punjab Grill,12.9913008378,77.5704563409,3916,"north indian, bbq, beverages, desserts",3.6,200,malleshwaram
Paratha Box by EatFit,12.986283,77.594839,34,"north indian, desserts, beverages",3.7,200,vasanth nagar
Momoz,13.0151944477,77.6309803873,225,"chinese, momos, seafood, sichuan",3.8,250,kammanahalli
Chinese BAE,13.0152506338,77.6310575,558,"chinese, seafood, momos, sichuan",3.5,250,kammanahalli
Auntie Fung's,13.0142314433,77.6358472556,2035,"asian, chinese, thai, vietnamese, japanese, indonesian, burmese, korean",4.1,250,kammanahalli
Chopstick,13.0152506338,77.6310575008,197,"chinese, desserts, seafood, burger, sichuan",3.9,250,kammanahalli
Taste Of Malabar,13.0150379761,77.6316690445,457,"south indian, chinese, sichuan",3.6,250,kammanahalli
HRX by EatFit,12.986283,77.594839,15,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",3.9,300,cunningham road
Punjabi Kitchen,13.0241138207,77.6128328964,1340,"north indian, chinese, biryani, sichuan",3.6,300,rt nagar
Havmor Ice Cream,12.9481851907,77.5765872002,28,"desserts, ice cream, beverages",4.1,300,basavanagudi
Bowl Soul,12.964423,77.60589,7,"fast food, beverages",3.6,250,richmond town
Chai Days,12.934646545,77.6160760224,51,"beverages, fast food, street food, tea",4.3,250,koramangala 5th block
The Chocolate Heaven,13.0149145,77.6332403,5219,"fast food, italian, desserts, beverages, bakery, pancake, pizza, sandwich",3.5,450,kammanahalli
PVR Café,12.9342289341,77.6111783087,57,"fast food, momos, beverages",3.1,450,koramangala 7th block
Veg Daawat By Behrouz,12.961774,77.594236,0,"biryani, mughlai, north indian",4.0,300,shanti nagar
Pizza Theatre,13.0105165893,77.6394853368,403,"pizza, fast food",3.9,300,kammanahalli
Signature Wraps & Rolls By Faasos,12.961774,77.594236,0,"rolls, wraps",-,300,langford town
Nomad Pizza - Traveller Series,12.978355403,77.6448672464,387,"pizza, beverages",4.1,200,indiranagar
Big Wong,12.9790769368,77.6437198743,2590,"asian, sushi, chinese, thai, sichuan",4.3,200,indiranagar
The Bawarchi,13.0123064032,77.6475929841,258,"north indian, chinese, mughlai, biryani",3.9,200,banaswadi
21 Pork Street,13.0143880844,77.6328887939,280,"naga, kerala",3.9,200,kammanahalli
Shyam Mishra Juice Centre,12.983169,77.6075455,18,"juices, beverages",3.8,350,shivajinagar
Kairali Restaurant,12.9922472698,77.6639561355,96,"north indian, chinese, kerala, sichuan",3.5,200,cv raman nagar
Bowl 99,12.963444,77.567153,14,"north indian, desserts",3.3,200,basavanagudi
Crazy Pizza,12.9698302031,77.6091361418,13,"pizza, fast food",3.8,200,brigade road
Bismillah Hotel,13.0075241,77.6218332,60,"biryani, north indian, kebab, chinese",3.2,200,frazer town
Green Cravings,12.964423,77.60589,13,"healthy food, continental",3.5,200,richmond road
Edesia by Freshmenu,12.9646623915,77.6058513464,79,"bakery, desserts",4.3,200,richmond road
Jain & Veg Cuisines,12.9493510359,77.5746476278,286,"chinese, fast food, pizza, sichuan",3.8,200,basavanagudi
Starboy Pizza & Shakes,13.011889,77.623694,9,"pizza, italian, desserts, beverages",3.4,100,kammanahalli
Kwality Wall’s Frozen Dessert and Ice Cream Shop,12.9695907153,77.6387953386,66,"ice cream, desserts",4.3,100,indiranagar
Five Star Chicken,12.9820414906,77.6255894825,0,"rolls, fast food",3.7,100,ulsoor
Amma's Pastries,12.9975546712,77.6149280369,757,bakery,4.3,100,frazer town
WOW! Momo,12.9873350619,77.5946253911,7,"momos, fast food, tibetan",4.2,200,cunningham road
The Bake Feast,12.972511,77.648788,305,"bakery, desserts",4.1,200,indiranagar
Uttam Sagar,13.0094193051,77.6434087381,115,"south indian, north indian, street food, chinese, fast food, beverages, desserts",4.0,200,banaswadi
Ambur Dum Biriyani,12.9735028658,77.6357684657,24,"biryani, kebab",3.7,200,indiranagar
Goila Butter Chicken,12.9965265875,77.6212741435,281,"north indian, mughlai, biryani, rolls",4.2,350,frazer town
Cafe Coffee Day,13.0031611971,77.5965941325,3,"cafe, fast food, coffee, beverages, desserts",4.3,350,frazer town
Kolkata Famous Kati Rolls,12.9993702197,77.4889247356,805,rolls,3.9,350,magadi road
Bombay Kulfis,12.9780484499,77.6360219345,0,"ice cream, desserts",-,350,indiranagar
Delicious Momos,12.965693206,77.6495121047,440,"momos, rolls, chinese",4.4,100,indiranagar
Srinidhi Sagar,12.9606834333,77.645673193,202,"south indian, north indian, chinese, street food, shake, sichuan",3.8,100,old airport road
Shaap,12.9685216753,77.6404076815,293,"kerala, seafood",3.8,150,indiranagar
Sweet Chariot Cafe,12.9683883717,77.6009349525,113,"bakery, desserts, fast food",4.3,150,residency road
Iyengars Bakery,12.9658363129,77.5901343673,174,"bakery, desserts, fast food",3.5,150,lavelle road
Step Right Up,12.9927196678,77.5916947424,228,"street food, fast food, chinese, beverages, burger, pizza, pasta, sandwich",3.6,150,vasanth nagar
Ganesh Food Joint,13.0015790864,77.5947809592,22,"south indian, north indian, chinese, fast food, desserts, beverages",3.8,150,frazer town
Kerala Pavilion,12.960321411,77.6372198761,251,"kerala, south indian, chinese",3.9,150,domlur
Deli2Go,12.9711550601,77.597175166,13,"cafe, fast food, hot dogs, street food, beverages",3.7,150,lavelle road
Hatti Kaapi,12.9699651395,77.637726143,56,"beverages, fast food, coffee",3.6,150,indiranagar
Calcutta Famous Chats,12.9781556113,77.6331499591,24,"street food, north indian",4.0,150,indiranagar
Parijata Pure Veg,12.9659601427,77.6057689637,157,"south indian, street food, beverages, shake",4.0,150,richmond town
Santrupti Uttara Karnataka Food Store,12.9367721673,77.6127282903,7,"south indian, mithai",4.2,150,koramangala 7th block
Nandhana Palace,13.0697320148,77.65182551,756,"biryani, andhra, north indian, chinese, mughlai, south indian, desserts, beverages",4.0,300,hennur
Empire Restaurant,13.0579006462,77.6486209407,952,"north indian, biryani, kebab, chinese, south indian, mughlai, beverages",4.0,300,hennur
Meghana Foods,13.058943499,77.5921145082,12457,"biryani, andhra, north indian, seafood",4.3,300,sahakara nagar
Laizon Asian Grill & BBQ,13.064109687,77.6490859687,17,"chinese, fast food, asian, thai, bbq, seafood, momos, salad",4.0,300,hennur
Domino's Pizza,13.0225841081,77.6418252289,298,"pizza, fast food, desserts, beverages",3.7,300,kalyan nagar
McDonald's,12.9929441055,77.6617168263,194,"burger, fast food, beverages",4.0,300,old madras road
Subway,12.9948536908,77.6612184973,1,"healthy food, fast food, sandwich, salad, beverages, wraps",3.9,300,cv raman nagar
KFC,13.0508801368,77.6214323938,425,"burger, fast food, biryani, desserts, beverages",3.5,250,nagawara
Thalassery Restaurant,13.020463466,77.6566689089,65,"kerala, north indian, chinese, seafood, south indian, arabian, beverages",3.7,250,banaswadi
Onesta,13.0564211137,77.6305669919,4967,"pizza, pasta, fast food, sandwich, beverages, desserts",3.6,250,nagawara
Corner House Ice Creams,13.0049696847,77.6171626523,334,"ice cream, desserts, shake",4.5,250,frazer town
Andhra Gunpowder,13.0562607,77.6476819,2852,"andhra, biryani, south indian, desserts, beverages, hyderabadi",4.1,250,hennur
ZAZA 22 Spice Awadhi Biryani,13.01727,77.63611,2097,"biryani, mughlai, north indian",3.9,250,kammanahalli
Pizza Hut,13.0135588406,77.6614952087,144,"pizza, fast food, desserts, beverages",3.5,250,rammurthy nagar
A2B - Adyar Ananda Bhavan,13.0410527218,77.6244877651,233,"south indian, street food, north indian, chinese, fast food, beverages, desserts",4.0,250,nagawara
Al-Bek,13.0448954809,77.6210012287,264,"mughlai, arabian, north indian, chinese, seafood",3.7,250,nagawara
Biriyani Zone,13.0413016129,77.6215745509,27,"biryani, north indian, chinese, mughlai, kebab, seafood, ice cream, beverages",4.0,250,nagawara
Five Star Chicken,13.030245,77.653253,11,"rolls, fast food",3.9,100,kalyan nagar
Mani's Dum Biryani,12.9972943022,77.6735245809,85,"biryani, kebab",4.0,100,kr puram
Polar Bear,13.0109980992,77.6676525548,126,"ice cream, beverages, shake",4.5,100,rammurthy nagar
Kanti Sweets,13.0286888558,77.6636087894,755,"mithai, street food",4.5,100,rammurthy nagar
MOJO Pizza - 2X Toppings,13.0172697291,77.636317648,9460,"pizza, fast food, desserts, beverages",4.4,100,kammanahalli
Behrouz Biryani,13.0098008561,77.6577196643,3604,"biryani, kebab, hyderabadi, lucknowi",3.8,100,2nd main road kr puram
CakeZone,13.037523,77.627235,3380,"bakery, ice cream",3.9,100,nagawara
Ovenstory Pizza,13.0261393768,77.6359599084,4826,"pizza, fast food",3.5,100,kammanahalli
BOX8 - Desi Meals,13.0172697291,77.6362720504,13538,"north indian, wraps, fast food, biryani, desserts, beverages",4.2,250,kammanahalli
RNR Biryani - Taste Of 1953,13.0696609309,77.6517764552,53,"biryani, south indian, andhra",4.1,250,hennur
Faasos - Wraps & Rolls,13.0097992228,77.6577075943,4422,"rolls, wraps, fast food",3.9,250,kr puram
Paradise Biryani,13.055331545,77.6026616246,3543,"biryani, north indian, kebab",3.9,250,hebbal
EatFit,13.0373421897,77.6272933558,48847,"healthy food, north indian, pizza, burger, pasta, biryani, chinese, beverages",4.0,250,hennur
Potful - Claypot Biryanis,13.0299826941,77.6347167045,6074,"biryani, kebab, mughlai, north indian, desserts",4.0,250,hennur
Lassi  Shop,13.0237594038,77.6583660766,22,"beverages, fast food, burger, shake, juices, ice cream, desserts",3.9,250,banaswadi
Biryani Trip - Destination Hyderabad,13.0562607,77.6476819,2122,"biryani, south indian, mughlai, andhra, desserts, hyderabadi",4.2,250,hennur
Biryani By Kilo,13.041292,77.624611,921,"biryani, hyderabadi, north indian, kebab, mughlai, desserts",4.2,250,nagawara
Goli Vada Pav No. 1,13.0121182431,77.6684324071,37,"street food, burger, fast food, ice cream",4.1,250,rammurthy nagar
WarmOven Cake & Desserts,13.05746,77.6475,259,"bakery, desserts, ice cream, shake",4.0,300,hennur
Kwality Wall’s Frozen Dessert And Ice Cream Shop,13.033369,77.618176,476,"ice cream, desserts",4.5,300,nagawara
EasyBites by Empire,13.0579676,77.6484104,715,"burger, fast food, beverages",3.9,300,hennur
Madurai Idly Shop,13.0214101939,77.6575073972,1173,south indian,3.6,300,banaswadi
Wendy's,13.0521330323,77.6460134983,1348,"burger, fast food, american",3.6,300,hennur
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",13.0640829059,77.6520719379,562,"beverages, desserts, ice cream, waffle, bakery, healthy food",4.2,300,hennur
Meat And Eat,13.0559619016,77.6474350691,473,"burger, rolls, fast food, beverages",3.6,300,hennur
Bakingo,13.0541886,77.6144678,121,"bakery, desserts",4.3,300,hebbal
Vijayalakshmi Veg,13.0204040146,77.6758399978,19,"south indian, chinese, north indian, sichuan",3.9,300,rammurthy nagar
The Pizza Bakery,12.9702657,77.6447326,2587,"pizza, pasta, italian, desserts, continental, beverages",4.1,150,indiranagar
De Grand Restaurant,13.0392412313,77.6219376549,28,"north indian, chinese, mughlai, biryani, rolls",3.4,150,nagawara
Paratha Envy,13.0562607,77.6476819,701,north indian,4.1,150,hennur
Barbeque Nation,12.9940495195,77.6993091747,5,"street food, mughlai, biryani, north indian, desserts, beverages, bar food",3.4,150,kr puram
Baskin Robbins,13.0091929223,77.6580063254,9,"ice cream, desserts",4.4,150,banaswadi
Great Indian Khichdi by EatFit,13.037527,77.627182,632,"healthy food, north indian, ice cream, desserts, beverages",4.1,150,nagawara
LunchBox - Meals and Thalis,13.0098142496,77.6577079296,479,north indian,3.6,150,kr puram
Aroma's Hyderabad House,13.0406107925,77.6198438555,1127,"biryani, mughlai, north indian, chinese, kebab, beverages",4.1,300,nagawara
Razakhiya Hotel,13.0265796987,77.6226655394,56,"rolls, chinese, north indian, seafood, biryani, sichuan",4.0,300,hbr layout
NH1 Bowls - Highway To North,13.0172700558,77.6363159716,424,"north indian, kebab, desserts",4.2,300,kammanahalli
The Biryani Life,13.0097956294,77.6577055827,761,"biryani, kebab, hyderabadi, lucknowi",3.5,300,kr puram
Samosa Party,13.020539903,77.6511760801,1787,"street food, tea",4.3,300,kalyan nagar
Smoor,13.0273138378,77.5935704195,190,"desserts, bakery",4.4,300,rt nagar
The Dessert Heaven - Pure Veg,13.037523,77.627235,116,"desserts, bakery",3.9,300,hbr layout
Udupi Gardenia,13.0228581701,77.6577370986,29,"south indian, north indian, fast food, chinese, street food, beverages",4.1,300,banaswadi
Kaati Zone Rolls and Wraps,13.05746,77.6475,266,"rolls, sandwich",4.1,300,hennur
Kuttanad Restaurant,13.0409841297,77.6209552959,265,"kerala, south indian, chinese, seafood, beverages",3.9,100,nagawara
Zomoz - The Momo Company,13.0521271532,77.6461583376,554,"momos, fast food",4.1,100,hennur
Chai Point,13.061289,77.649104,3,"north indian, street food, rolls, fast food, beverages, desserts",3.9,100,hennur
Ludos Pizza,13.0562607,77.6476819,185,"pizza, fast food, desserts, beverages",3.9,100,hennur
The Good Bowl,13.0098034695,77.6577310637,1157,"north indian, pasta, italian",3.5,100,kr puram
Punjabi Dhaba,13.041385883,77.6218672469,71,"north indian, chinese, mughlai",3.3,100,nagawara
Ambur Hot Dum Biryani,13.0236352761,77.6906293631,235,"biryani, kebab",3.7,100,rammurthy nagar
Mealful Rolls - India's Biggest Rolls,13.0172697291,77.6363173127,689,"rolls, fast food, north indian, desserts, beverages",4.1,100,kammanahalli
Mad Over Donuts,13.0273381742,77.593517974,217,"desserts, waffle, beverages",4.0,100,rt nagar
FB Cakes,13.0560713157,77.6317699626,9,bakery,3.9,100,jakkur
WOW! Momo,13.0454066467,77.6269456744,110,"momos, fast food, tibetan",4.1,200,nagawara
WOW! China,13.04537,77.62635,246,"chinese, rolls, seafood, desserts, shake, sichuan",3.9,200,nagawara
ITC Master Chef Creations,12.9940749396,77.699337801,206,"north indian, biryani, mughlai, kebab, rolls, desserts, modern indian",4.0,200,kr puram
Aattutheeram Kerala Restaurant,13.0650992782,77.6460202038,438,"kerala, biryani, chinese, south indian, seafood, beverages",4.0,200,hennur
Byg Brewski Brewing Company,13.070914598,77.6516005397,14727,"continental, asian, pizza, burger, biryani, beverages",4.2,200,hennur
Ambur Biryani Point,13.0561177,77.6473186,6,biryani,4.2,200,kr puram
Chung Wah,13.0218586102,77.6576425508,147,"chinese, thai, vietnamese, sichuan",3.8,200,banaswadi
Laddoos,13.004893,77.660128,0,"street food, north indian",3.7,200,banaswadi
Chaayos Chai+Snacks=Relax,13.0445208431,77.6207930222,68,"tea, beverages",4.2,200,nagawara
Kerala Mess,13.0414270382,77.621826008,215,"kerala, north indian, biryani",3.4,200,nagawara
Cupcake Bliss Cakes & Desserts,13.05746,77.6475,72,"bakery, desserts",4.0,200,hennur
Dindigul Thalappakatti,12.9938673362,77.6992714405,3577,"biryani, north indian, south indian, chinese, seafood, beverages",3.8,300,mahadevapura
Pizza House,13.0230769,77.6102089,7,"pizza, fast food, burger",4.1,300,rt nagar
LeanCrust Pizza- ThinCrust Experts,13.0172697291,77.6363169774,595,"pizza, fast food, beverages, desserts",4.4,300,kammanahalli
Momo Zone - The Momo Company,13.05746,77.6475,121,"chinese, tibetan",3.6,300,hebbal
Hakka Box,13.0205359837,77.6511318237,1315,"chinese, thai, momos, sichuan",4.1,300,kalyan nagar
Sweet Truth - Cake and Desserts,13.0098162096,77.6577280462,782,"desserts, bakery",3.6,300,kr puram
ibaco,12.9962600103,77.6125056669,69,"ice cream, bakery, desserts",4.6,300,frazer town
Itminaan Matka Biryani - Slow Cooked,13.0172697291,77.6363173127,362,"biryani, north indian, desserts",3.8,300,kammanahalli
Sreeraj Lassi Bar,12.9980534743,77.6152007072,0,"beverages, shake",4.1,300,frazer town
Udupi Utsav,13.0551590949,77.6026736945,45,"south indian, north indian, chinese, beverages, street food, shake, sichuan",4.2,300,hebbal
Donne Biryani Kuteera,13.0115714018,77.660546042,167,"biryani, south indian",4.0,300,banaswadi
Pure Veg Meals By LunchBox,13.0096962,77.657756,38,north indian,4.0,300,banaswadi
Nandini Deluxe,13.0178292975,77.6548822224,105,"north indian, mughlai, andhra, seafood, chinese, biryani",3.8,200,banaswadi
Pasta Street,12.967056312,77.6417165995,4899,"pasta, pizza, italian, european, salad, desserts, beverages",4.1,200,indiranagar
North Indian Bhukkads - NIB,13.0410067377,77.6202979685,336,"north indian, mughlai, street food, biryani, beverages",3.8,200,nagawara
The Dessert Zone,13.05746,77.6475,117,"desserts, bakery",3.9,200,hennur
Just Bake,13.0330805618,77.6314521208,4,bakery,4.2,200,hbr layout
Pizza House,13.0348937671,77.6093439685,4,"pizza, fast food, shake, juices",3.8,200,rt nagar
Ghee Tadka Khichdi,13.02718513,77.60650701,292,"north indian, street food",4.4,200,rt nagar
Apsara Ice Creams,13.0625560533,77.6494309679,25,"ice cream, desserts",4.1,100,hennur
Aubree,13.0294976281,77.630431205,612,bakery,4.3,100,hbr layout
Aligarh House by EatFit,13.0375285,77.627245,506,"biryani, north indian, kebab, desserts, beverages",3.9,100,nagawara
Fanoos Xpress,13.0263765235,77.624541074,1042,"rolls, fast food, north indian",3.7,100,hbr layout
Brik Oven,12.9800224353,77.6464631036,518,"cafe, italian, fast food, beverages, waffle, desserts",3.9,100,indiranagar
Sendhoor Coffee,13.011367561,77.6800614595,0,south indian,4.3,100,rammurthy nagar
Empire Juices and  Desserts,13.0580061401,77.648586072,720,"juices, beverages, shake, ice cream",4.3,100,hennur
Shawarma Time,13.0265431141,77.5906339288,52,"lebanese, rolls, fast food",3.8,100,rt nagar
NOTO - Healthy Ice Cream,13.024583,77.625017,211,"ice cream, mithai, desserts",4.1,100,hbr layout
Jai Bhavani Hotel,13.0412702565,77.6221482083,30,north indian,3.9,100,nagawara
Cafe Coffee Day,13.0355992656,77.6284929737,10,"cafe, fast food, coffee, beverages, desserts",3.9,100,hbr layout
Alfhams N Kabab,13.0277432161,77.664773874,17,"north indian, mughlai, chinese, kebab, ice cream, beverages",4.0,100,banaswadi
Arabian Shawarma,13.0394226,77.6212449,1,"shawarma, fast food, beverages",3.9,100,nagawara
Momo Monk,13.0562607,77.6476819,194,momos,3.6,100,hennur
Belgian Waffle Factory,13.0636998056,77.6504082978,149,"desserts, waffle",4.0,100,hennur
Indiana Burgers,13.05746,77.6475,54,"burger, rolls, beverages, desserts, shake",4.0,100,hennur
Crusto’s - Cheese Burst Pizza,12.9782517,77.6449233,152,pizza,3.6,100,indiranagar
Third Wave Coffee,12.99624112,77.61341387,301,"cafe, coffee, fast food, beverages",4.2,250,frazer town
Anu Momos Chinese Kitchen,13.0570263187,77.6491308957,22,"chinese, thai, sichuan, seafood, momos",3.9,250,hennur
Home Plate by EatFit,13.037527,77.627182,230,"north indian, beverages",4.0,250,nagawara
The Lassi Corner,13.020778,77.6772943,667,"beverages, fast food, desserts, shake",3.4,250,kr puram
Mast Punjabi,13.0689455825,77.6334416494,152,"north indian, chinese, mughlai, beverages",3.6,250,jakkur
Firangi Bake,13.0098149029,77.6577203348,895,"italian, mexican",3.6,300,kr puram
Snack House,13.0562607,77.6476819,768,"fast food, momos, street food",4.0,300,hennur
Kitchen King,13.0402076515,77.6203078972,193,"rolls, fast food, biryani, north indian, chinese",3.8,300,nagawara
Donne Biryani @Traffic Jam,13.0626625251,77.6492971927,24,"biryani, south indian",4.1,300,hennur
Sri Ruchi Restuarant,13.0197000697,77.6561385021,155,"street food, mughlai, north indian, biryani, chinese, beverages",3.9,300,banaswadi
The Ganache Factory,13.0205238974,77.6511489227,474,"bakery, desserts",4.2,300,kalyan nagar
Kulfi Shulfi- Kulfis and Ice Cream,13.020267,77.656411,5,"ice cream, street food, desserts",4.2,300,kalyan nagar
Paratha Club,13.0399777837,77.6223389804,15,"north indian, chinese",3.4,300,nagawara
Nava Durga Nellore Mess,13.0138541458,77.6639115438,104,"andhra, chinese, north indian, seafood, biryani",3.9,300,rammurthy nagar
SLAY Coffee,13.0261413367,77.6359575614,1427,coffee,4.1,300,kammanahalli
Om Meals & Paratha Junction,13.0414734194,77.6218283549,3942,"north indian, chinese, biryani, south indian, fast food",3.6,350,nagawara
SGS Non Veg Gundu Palav,13.0581001,77.6436,1,"biryani, kebab",3.9,350,hennur
Punjabi Chulha,13.0413940487,77.6218897104,56,"north indian, mughlai",3.3,350,nagawara
Bowl 99,13.02531643,77.59040498,234,"north indian, mughlai, desserts",3.5,350,rt nagar
Adukkala Restaurant,13.0290546982,77.6644563675,128,"south indian, kerala, chinese, north indian, biryani, seafood, desserts, beverages",3.5,350,kalyan nagar
Have More,13.0381783,77.6414197,241,"north indian, chinese, beverages, desserts",3.8,350,kalyan nagar
Happiness Dhaba,13.0543605315,77.6018938422,24,"north indian, fast food, street food, pizza, burger, sandwich, tea, beverages",4.0,350,hebbal
New City Kitchen,13.0238867979,77.6907487214,90,"north indian, chinese, mughlai, seafood, sichuan, beverages",3.7,350,rammurthy nagar
Adukkala Restaurant,13.0290533916,77.6644010469,39,"south indian, lebanese, fast food, street food, bengali, biryani, north indian, chinese",3.6,350,rammurthy nagar
Sri Sai 99 Variety Dosa,13.0412059107,77.6219671592,2839,south indian,4.1,350,nagawara
Hongkong Noodles,13.020796655,77.6771643385,204,"chinese, thai, seafood, momos, sichuan",3.7,350,rammurthy nagar
Kekou,13.0260792734,77.6264665648,697,"chinese, sichuan",4.0,350,hbr layout
Moriz Restaurant,13.0483583224,77.6454733685,235,"arabian, north indian, biryani, chinese, lebanese, fast food, beverages, desserts",3.4,350,hennur
Baohood,13.0554432456,77.6080431417,1615,"asian, chinese, beverages, tea, sichuan",4.2,350,hebbal
Salt - Indian Restaurant Bar & Grill,12.9962894122,77.6952715963,3092,"north indian, bbq, biryani, mughlai, fast food, beverages, desserts",3.8,200,kr puram
BigBites,13.0563793078,77.6477408409,28,"fast food, street food, momos",3.9,200,hennur
Tandoori Grand,13.0301734539,77.6849460974,207,"north indian, south indian, chinese, mughlai, sichuan",3.5,200,rammurthy nagar
Burger It Up,13.05746,77.6475,45,"burger, beverages, desserts, american, cafe",4.0,200,hennur
Malnad Halli Mane,13.0236901536,77.6695596054,8,"south indian, north indian, chinese, beverages, street food",3.7,200,rammurthy nagar
Jai Bhavani Dhaba,13.0414048275,77.6218739524,150,"north indian, chinese, seafood",3.3,200,nagawara
Kouzina Kafe - The Food Court,13.05746,77.6475,22,"fast food, bakery, desserts",4.0,200,hennur
