name,lat,long,review,cusine,rating,price,Location
New Krishna Sagar,12.9930068304,77.6637851447,81,"south indian, north indian, chinese",3.5,250,cv raman nagar
Sri Krishna Nandagokula Veg,12.9703928189,77.6322681829,9,"south indian, north indian, chinese, street food, beverages",4.2,250,indiranagar
Porkeats,12.9368966651,77.6243452728,32,"goan, mangalorean, fast food",3.9,250,koramangala 6th block
Baking Bad,12.979177,77.643707,397,"pizza, fast food",4.1,250,indiranagar
DA Ying Yang Cuisines,12.997506975,77.6008209586,20,"chinese, fast food, sichuan",4.1,250,vasanth nagar
A1 99 Veriety Dosa Corner,12.9737593391,77.6736885309,120,south indian,4.2,250,kaggadasapura
Fujan,13.0006,77.61508,69,"chinese, asian, sichuan",3.8,200,frazer town
Wat-a-Burger! India Ka Burger,12.9591932,77.6566391,213,"burger, shake",4.2,200,old airport road
Bengali Dhekur,12.9296841841,77.633838281,339,"bengali, fast food",3.5,200,koramangala 1st block
Sea Rock,12.9868789888,77.5791507214,709,"mangalorean, mughlai, south indian, chinese, sichuan",4.2,200,seshadripuram
Roti Curry & Co,12.98159776,77.62608468,149,"north indian, desserts",4.6,200,ulsoor
Bowl Soul,12.9939644,77.6638581,22,"fast food, beverages",4.0,200,cv raman nagar
The Noodle Theory,12.9876179837,77.5802651793,22,"chinese, sushi, beverages",4.3,200,seshadripuram
The Sugar Free Keto Kafe - Artinci,12.9589293,77.6600596,57,"desserts, ice cream, bakery",4.0,200,old airport road
Bidadi Thatte Idli,12.972807991,77.6800432262,9,"south indian, beverages",3.5,200,kaggadasapura
Kolkataz,12.9797136,77.6656997,103,"bengali, north indian, chinese, rolls",4.1,200,cv raman nagar
Zamindar,13.0224113085,77.6378847286,581,"biryani, mughlai, north indian, seafood, beverages",4.0,200,kalyan nagar
Drunken Monkey,12.9345615851,77.6289670542,6,beverages,3.2,200,koramangala 4th block
Connie's Steakhouse Kitchen,12.9356197,77.6298687,289,"steak, continental, american, burger, desserts, pasta, seafood, beverages",4.0,450,koramangala 4th block
Naachiyar's,12.9774433787,77.6192071661,232,"chettinad, biryani",4.0,450,ulsoor
Goli Vada Pav No 1,12.9592474302,77.656853646,0,"street food, burger, fast food, ice cream",4.1,450,old airport road
Kanti Sweets,12.9752690963,77.6071543247,2,"mithai, street food",4.6,450,mg road
Cream Stone,12.9704251644,77.64709007,846,"ice cream, desserts, beverages, shake",4.1,450,indiranagar
Natraj Chole Bhature,12.982332586,77.6379460841,35,north indian,4.1,450,indiranagar
Sri Udupi Grand,12.9674411953,77.6084266976,80,"south indian, north indian, chinese, beverages, shake",3.7,450,brigade road
Cravisthan,12.9611147227,77.6355096325,4434,north indian,4.0,450,domlur
Fabelle Chocolates - ITC Green Center,12.9980296726,77.6280909777,22,desserts,4.0,450,banaswadi
Midnight Hunger Solutions 24/7,12.978485,77.6331678,5871,"chinese, biryani, north indian",3.8,450,indiranagar
Amul Ice Cream Parlour,13.0063054612,77.6427868009,14,"desserts, ice cream",4.1,450,banaswadi
Elixir-Luxury Pearls Drink,12.9779523966,77.6177356392,250,"beverages, bubble tea",4.2,450,ulsoor
The Tasty Planet,12.9561809884,77.6209402084,658,"fast food, salad, sandwich, street food, beverages, juices, shake",4.0,450,richmond road
JIANG Pure Veg,12.9728556368,77.616799213,46,chinese,3.8,450,mg road
Vinay Upahar,12.9856884901,77.6058598235,20,"south indian, street food, beverages, ice cream, juices, shake",4.1,50,shivajinagar
Tewari Bros Mithai Shoppie,12.9799959718,77.6127162203,73,"street food, mithai",3.5,50,commercial street
Copper + Cloves @ The Organic World,12.9703732,77.6450599,15,"cafe, healthy food, desserts, beverages",4.1,50,indiranagar
SLV Grand,12.967408196,77.6084300503,31,"south indian, north indian, chinese, desserts, beverages, shake",3.9,50,brigade road
Pass Me The Curry,12.9873246076,77.6188541204,77,"sandwich, burger, rolls, street food",4.3,50,ulsoor
Too Much Chutney,12.9660892002,77.6489796862,10,"south indian, beverages",4.1,50,indiranagar
Vapour Pub & Brewery,12.969371484,77.6411318779,7839,"north indian, continental, chinese, fast food, beverages, pizza, oriental",3.3,50,indiranagar
Munchies,12.9678607332,77.6059495261,85,"sandwich, burger, wraps, fast food, shake, beverages",4.5,50,richmond town
Voosh Desi Parathas,12.968573,77.64403,0,north indian,3.9,50,indiranagar
Chota Hussain,12.9704313721,77.647189647,0,"rolls, fast food",-,50,thippasandra
The Jalsa,12.9655105649,77.6380429789,0,"north indian, chinese, street food",-,50,domlur
Chaat Paavlian,12.9729526723,77.6165309921,122,"south indian, north indian, chinese, street food, fast food, beverages, desserts, ice cream",4.1,50,mg road
BIB - Breakfast In The Box,12.9243210897,77.6390022039,388,continental,3.6,200,koramangala 4th block
"Biryanist, The Club",12.963103,77.6424242,0,biryani,-,200,indiranagar
Tasty Fast Food,12.9854581909,77.6465123392,0,"north indian, chinese",-,200,indiranagar
Hokart - Sri Sai Durga 99 Variety Dosa,12.970345,77.6454917,15,south indian,3.8,200,indiranagar
Mumbai 99 Variety Dosa Special,12.9736355132,77.6074530557,0,south indian,-,200,brigade road
Brown Burger Co,13.03008722,77.5627855584,1,"burger, fast food, beverages, desserts",3.9,200,yeshwantpur
Euphoria Bakers,12.9683625605,77.6507439092,14,desserts,4.0,200,jeevan bhima nagar
Kavuni Kitchen,12.9752295637,77.6742360368,235,"biryani, chettinad, chinese, south indian",3.8,200,thippasandra
Potli B,12.9675421536,77.636628449,0,"north indian, biryani, rolls",-,200,domlur
One Two Cafe,12.9703170194,77.6433742046,14,"cafe, healthy food",4.0,200,indiranagar
Amrutha Sweets,12.9701461437,77.6315590739,7,"mithai, street food",3.9,200,ulsoor
Britalian,12.9993932546,77.6000266895,179,"italian, british, beverages, desserts",4.0,200,frazer town
Tiara's Eats,12.9762894268,77.6550364494,22,fast food,4.0,100,thippasandra
Thalassery Juice World,12.9863014,77.6353461,0,"fast food, juices, beverages, ice cream, desserts, shake",-,100,ulsoor
Cafe Inn,12.9679691837,77.6063835248,0,"burger, sandwich, pizza, pasta, chinese",-,100,richmond road
Tiny Cafe,12.9645159286,77.6397038044,0,"fast food, biryani",-,100,indiranagar
Cafe Igniite,12.9718882208,77.6071050391,0,"chinese, fast food, pasta, continental, sichuan",-,100,brigade road
Dilkhush Mukhwas,12.99291601,77.6618837938,0,desserts,-,100,old madras road
Shawarma Social,12.9716307653,77.6581052318,0,lebanese,-,100,thippasandra
Dinesh Food Corner,12.9569141933,77.619307749,0,"north indian, chinese",-,100,ejipura
Tindi_Biryani,12.9572294968,77.6616883278,0,"south indian, biryani",-,100,old airport road
Yohan Kitchen,12.9502286837,77.6223741844,0,"biryani, desserts",-,100,ejipura
The Arabs,12.971736,77.6449727,0,"arabian, biryani",-,100,indiranagar
Kerela Nandan,12.9162092396,77.6101077721,0,"south indian, biryani",-,100,btm
The Nawab Kitchen,12.9728512,77.6404991,0,"biryani, fast food",-,250,btm
Arabian Kabza House,12.921312,77.611028,0,chinese,-,250,btm
Swamy's Naati Kitchen,12.9724761681,77.6413664746,4,"south indian, biryani",4.3,250,indiranagar
Neriah,12.968286,77.6515413,0,"south indian, healthy food",-,250,jeevan bhima nagar
Bengali Bhoj,12.9166775335,77.6105298847,0,"north indian, bengali",-,250,btm
Sandhya Veg,12.9673098515,77.6086345688,6200,"south indian, north indian, chinese, desserts, beverages, shake",3.9,250,brigade road
i-Bar - The Park Bangalore,12.9740331283,77.6199038699,688,"north indian, chinese, mediterranean",-,250,mg road
Cafe Idly,12.9984520767,77.6178295165,72,"south indian, fast food, beverages",3.8,250,frazer town
Caraway Kitchen - Conrad Bengaluru,12.9753138563,77.6201335341,331,"asian, continental, north indian, italian, fast food",-,250,ulsoor
Brahmin Home Food,12.9776995213,77.6329226419,127,south indian,4.1,250,indiranagar
All Saints Bakery,12.9670229859,77.6066799089,243,"bakery, fast food",4.3,250,brigade road
Crispy Crust Pizza,12.966102,77.6483579,229,pizza,3.7,250,indiranagar
Churmur Chaat Company,12.9662884,77.5944123,88,street food,4.3,150,residency road
Sri Manjunatha Tiffin Centre,12.9668289104,77.6500713453,59,south indian,3.9,150,jeevan bhima nagar
Marine Sea Food,12.988611801,77.619368434,48,"north indian, seafood",3.7,150,ulsoor
Bangalore Thindies,12.9699788619,77.6387430355,50,south indian,3.8,150,indiranagar
Chikkanna Tiffin Room,12.9875846604,77.6181731746,47,south indian,3.9,150,ulsoor
Knead-O Breads,12.9527754988,77.6185319255,13,bakery,4.0,150,koramangala 8th block
The Burger Hub,13.0077827,77.6427288,212,"rolls, burger, fast food, street food, ice cream, beverages, desserts, shake",4.3,150,banaswadi
Meera's Kitchen Home Made,12.9544214841,77.6215266064,0,"south indian, north indian",-,150,ejipura
Sri Ganesh Darshini,12.9575980584,77.6539327204,8,"south indian, street food, chinese, beverages, juices",3.6,150,old airport road
Nanav Store & Cafe,12.9672739116,77.6421055198,96,"continental, fast food, desserts, north indian, asian",3.5,150,indiranagar
Eddy's Cafe,12.9738782643,77.6448531076,265,"cafe, american, salad, continental, healthy food, italian, beverages",4.3,150,indiranagar
Little White Kitchen,12.9705905,77.6065978,35,"fast food, chinese, continental, american, beverages, shake",4.4,150,brigade road
SG Foods,12.981909,77.641328,0,south indian,-,100,indiranagar
Cafe Plume,12.9639108977,77.6402501017,7,"cafe, coffee, beverages, sandwich, french, desserts",-,100,indiranagar
Acha's Food,12.9739182,77.6370849,0,"fast food, north indian, beverages, shake",-,100,indiranagar
Begum's Authentic Hyderabadi Kitchen,12.9571249403,77.6134085655,59,hyderabadi,4.0,100,richmond road
Heights & Bites By Jula,12.994952275,77.6174590364,0,"north indian, fast food, salad, street food",-,100,frazer town
Sri Vinayaka Tiffin Center,12.968365501,77.6385743916,32,south indian,4.0,100,indiranagar
Bheemavarma's Biryani,12.9565207148,77.6368712042,217,"biryani, hyderabadi, andhra, chettinad, south indian, tamil",3.3,100,indiranagar
Chai Corner,12.974018426,77.6496170461,0,"tea, beverages",-,100,thippasandra
Hot N Cool,12.9740197329,77.6496891305,0,beverages,-,100,thippasandra
Cocoberry,12.9654161404,77.6379615068,0,"frozen yogurt, ice cream",-,100,indiranagar
Bonomi,12.9792154,77.6448547,0,"beverages, coffee",-,100,indiranagar
Mother's Special,12.9394653585,77.6299091801,0,fast food,-,100,ejipura
Flo,12.9744251886,77.6068488881,530,"asian, thai, continental, finger food, sushi, desserts, beverages",-,400,church street
Vamsi Tiffin Centre,12.9578691,77.6169983,41,south indian,4.0,400,richmond road
Priyanshi Bakery,12.98916,77.64562,0,"bakery, desserts",-,400,indiranagar
Biriyani Zone,12.9759881961,77.7269344032,238,"biryani, north indian, chinese, mughlai, kebab, seafood, ice cream, beverages",3.9,300,whitefield
Domino's Pizza,12.98164748,77.72664607,84,"pizza, fast food, desserts, beverages",3.5,300,whitefield
Leon's Burgers & Wings,12.9826543383,77.7483551504,122,"burger, fast food, wraps, street food, desserts, beverages",4.2,300,whitefield
Potful - Claypot Biryanis,12.983423,77.751138,11868,"biryani, kebab, mughlai, north indian, desserts",4.1,300,whitefield
Burger King,12.9870015013,77.7366265655,412,"burger, fast food, beverages, desserts",4.2,300,whitefield
Shanmukha,12.9658634313,77.7182024717,599,"biryani, andhra, north indian, chinese, seafood",4.0,300,brookefield
Hotel Abooz- Eat 'N' Meet Restaurant,12.9829163,77.7335348,15,"north indian, mughlai, south indian, fast food, seafood, desserts, beverages",3.7,300,whitefield
Red Rhino,13.0247030988,77.7614996955,6637,"continental, north indian, asian, oriental, mediterranean, mangalorean, beverages, desserts",4.0,300,whitefield
Pizza Hut,12.986913619,77.7363083884,601,"pizza, fast food, desserts, beverages",3.3,300,whitefield
Sri Udupi Food Hub,12.9687846054,77.735491288,12,"south indian, north indian, chinese, street food, ice cream, desserts, shake, beverages",3.8,100,whitefield
KFC,12.9870113023,77.7367589995,388,"burger, fast food, biryani, desserts, beverages",3.5,100,whitefield
Empire Restaurant,12.9938761569,77.6992697641,39278,"north indian, biryani, kebab, chinese, beverages",3.9,100,whitefield
Meghana Foods,12.9769778127,77.7110939473,16454,"biryani, andhra, north indian, seafood",4.1,100,brookefield
Mani's Dum Biryani,12.9846472891,77.7495548129,604,"biryani, kebab",4.0,100,whitefield
T’s 21 Spice Biryani,12.9869578,77.7369498,1972,"biryani, andhra",4.0,100,whitefield
Kritunga Restaurant,12.9558173259,77.7130965516,539,"andhra, south indian, north indian, biryani, chinese, seafood",3.8,100,brookefield
Sri Udupi Park,12.9825158682,77.7484081686,6,"north indian, south indian, chinese, street food, ice cream, beverages, shake",3.8,100,whitefield
Beijing Bites,12.979841,77.727348,647,"chinese, thai, seafood, healthy food, sichuan",3.8,100,whitefield
Moriz Restaurant,12.9647486332,77.7178259566,1859,"arabian, lebanese, biryani, north indian, mughlai, fast food, beverages",3.6,100,brookefield
Orbis Restaurant,12.9846,77.7492,74,"mughlai, biryani, north indian, arabian, chinese, beverages, desserts",3.4,100,whitefield
Paradise Biryani,12.957818607,77.7457239479,2055,"biryani, north indian, kebab",3.7,100,whitefield
McDonald's,12.9870900371,77.7362252399,338,"burger, fast food, beverages",4.2,200,whitefield
Cakes Wagon,12.9719666336,77.7347118035,75,"bakery, desserts",3.5,200,whitefield
The Bake Feast,12.967228,77.759707,3356,"bakery, desserts",4.1,200,whitefield
Imperio Restaurant,12.9622893292,77.7167027816,2841,"north indian, arabian, mughlai, biryani, chinese, juices, beverages",3.8,200,brookefield
M.M.A Kabab and Rolls,12.9567717488,77.7152533128,685,"north indian, mughlai, chinese, kebab, rolls, seafood, arabian, biryani",3.6,200,marathahalli
U.P. Dhaba,12.9841850036,77.7340177819,290,"north indian, chinese, mughlai, biryani",3.2,200,whitefield
Onesta,12.9864057,77.7367313,14,"pizza, pasta, fast food, sandwich, beverages, desserts",3.4,200,whitefield
MOJO Pizza - 2X Toppings,12.9773933917,77.7249217406,5464,"pizza, fast food, desserts, beverages",4.2,200,whitefield
CakeZone,12.969339,77.735204,3425,"bakery, ice cream",4.0,200,whitefield
Sri Alok Park,12.9878715022,77.7340533212,108,"south indian, north indian, chinese, street food, beverages, ice cream, shake",4.0,200,whitefield
WarmOven Cake & Desserts,12.983313,77.751946,10101,"bakery, desserts, ice cream, shake",4.0,200,whitefield
Madurai Idly Shop,12.9592013603,77.7319920436,26,south indian,3.8,200,brookefield
The Punjabi Rasoi,12.9879668216,77.7299898515,2353,"mughlai, north indian, chinese, beverages",4.0,200,near whitefield
Hyderabadi Handi Biryani,12.9909666291,77.7209919691,4786,"andhra, biryani, chinese, north indian",3.7,200,whitefield
Sri Lakshmi Vaibhav,12.969181331,77.7497117221,194,"south indian, north indian, chinese, street food, beverages, desserts",4.0,200,whitefield
Akshatha Nati Style,12.9651413,77.7182179,83,"south indian, mughlai",4.0,200,brookefield
Dil Se Dilli,12.9906065,77.7214918,257,"north indian, mughlai, rolls",3.9,200,whitefield
New Udupi Delicacy,12.9801338431,77.7271714434,55,"south indian, north indian, chinese, shake",3.8,200,whitefield
A2B - Adyar Ananda Bhavan,12.9835404161,77.7521444857,536,"south indian, street food, north indian, chinese, fast food, beverages, desserts",3.9,200,whitefield
Kanti Sweets,12.9647770587,77.7170078829,15347,"mithai, street food",4.4,200,brookefield
Andhra Gunpowder,12.9917026716,77.7133500203,3587,"andhra, biryani, south indian, desserts, beverages, hyderabadi",4.1,200,whitefield
BOX8 - Desi Meals,12.9773757492,77.7249505743,9627,"north indian, wraps, fast food, biryani, desserts, beverages",4.2,200,whitefield
FreshMenu,12.9862141528,77.7449913695,30007,"continental, healthy food, fast food, burger, sandwich, chinese, pasta, beverages",3.8,200,whitefield
Biryani Trip - Destination Hyderabad,12.9917026716,77.7133500203,2396,"biryani, south indian, mughlai, andhra, desserts, hyderabadi",3.9,200,whitefield
Chakh Le India,12.9575516615,77.7144336328,204,"north indian, rolls, chinese, street food",3.6,50,brookefield
Pepe's Pizza,12.9846063,77.7496865,50,"pizza, pasta, burger, beverages, desserts",4.0,50,whitefield
Kidilum,12.9842342,77.7335404,272,"kerala, chinese, north indian",3.8,50,whitefield
Dhaba Square,12.9694142848,77.7353092656,940,"north indian, chinese, sichuan",4.0,50,whitefield
Kidilum Grand,12.9840843788,77.7333556116,12,"biryani, south indian",3.8,50,whitefield
Grill Factory,12.9802699,77.7574881,90,"arabian, shawarma, bbq",3.7,50,whitefield
Nandhana Palace,12.9938585156,77.6992754638,3014,"biryani, andhra, north indian, chinese, south indian, beverages",4.1,50,whitefield
Al-Bek,12.9559996473,77.7215314284,31786,"mughlai, arabian, north indian, chinese",4.0,50,whitefield
Five Star Chicken,12.9921623296,77.7177464962,2,"rolls, fast food",3.9,50,whitefield
Thalassery Restaurant,12.9938594957,77.6992687583,31,"kerala, north indian, chinese, lebanese, biryani, ice cream, beverages",3.4,50,whitefield
Imperial Restaurant,12.956001281,77.7115070075,419,"mughlai, north indian, biryani, chinese, seafood, ice cream, beverages",3.9,50,marathahalli
Polar Bear,12.9639667686,77.7483380958,54,"ice cream, beverages, shake",4.4,50,whitefield
Corner House Ice Creams,12.9659134,77.7181728,0,"ice cream, desserts, shake",4.5,150,marathahalli
Chickpet Donne Biriyani House,12.9708626,77.7676195,4,"biryani, south indian, chinese, north indian",4.1,150,whitefield
Behrouz Biryani,12.9650240659,77.7183623984,4494,"biryani, kebab, hyderabadi, lucknowi",4.0,150,whitefield
Ovenstory Pizza,12.9624615172,77.7492782101,4934,"pizza, fast food",3.7,150,whitefield
Sharief Bhai,12.956719107,77.7147990974,3512,"biryani, mughlai, kebab, afghan, street food, beverages, desserts",4.0,150,brookefield
Subway,12.9870005212,77.7366513759,152,"healthy food, fast food, sandwich, salad, beverages, wraps",3.9,150,whitefield
Faasos - Wraps & Rolls,12.9650410558,77.7181786671,4952,"rolls, wraps, fast food",3.8,150,whitefield
Taco Bell,12.9895928361,77.7276596028,0,"mexican, fast food, wraps, beverages",3.7,150,whitefield
Chicking,12.9561025707,77.7216206118,6934,"fast food, burger, pizza",3.8,150,whitefield
EatFit,12.9847417,77.7489265,421,"healthy food, north indian, pizza, burger, pasta, biryani, chinese, beverages",4.0,150,whitefield
Dindigul Thalappakatti,12.956065649,77.7215468511,3984,"biryani, north indian, south indian, chinese, seafood, beverages",3.9,150,whitefield
California Burrito,12.9869018578,77.7367975563,362,"mexican, fast food, beverages",4.1,150,whitefield
WOW! Momo,12.9870322112,77.7370101213,7,"momos, fast food, tibetan",4.2,200,whitefield
Kapoor's Cafe,12.9561277297,77.7199469134,3338,"north indian, beverages, desserts",3.9,200,whitefield
Natural Ice Cream,12.9624108737,77.7492842451,963,"ice cream, beverages",4.5,200,whitefield
Lassi Shop,12.9566054241,77.7443221584,197,"beverages, fast food, burger, shake, juices, ice cream, desserts",4.0,200,whitefield
New Naidu Hotel,13.0044319747,77.7152017504,19,"north indian, mughlai",3.7,200,kr puram
Asha Tiffins,12.9644094879,77.714481242,66,south indian,4.2,200,brookefield
Biryani By Kilo,12.977388491,77.7249338105,2578,"biryani, hyderabadi, north indian, kebab, mughlai, desserts",4.0,200,whitefield
Anand Sweets and Savouries,12.9680309347,77.749947086,171,"mithai, street food, beverages, desserts",4.1,200,whitefield
Goli Vada Pav No. 1,12.9662927514,77.7182628214,172,"street food, burger, fast food, ice cream",4.3,200,brookefield
Nagarjuna,12.9483779738,77.6989281178,1523,"andhra, biryani, north indian",4.1,200,marathahalli
Kwality Wall’s Frozen Dessert and Ice Cream Shop,12.970103,77.749901,33,"ice cream, desserts",4.0,200,whitefield
EasyBites by Empire,12.9601332115,77.7162310481,1258,"burger, fast food, beverages",3.8,200,brookefield
Truffles,12.9938118375,77.7033171908,603,"burger, american, bakery, italian, oriental, continental, beverages, desserts",4.3,200,whitefield
Pizza@99,12.9913459216,77.7210144326,884,pizza,3.5,200,whitefield
Wendy's,13.0174618053,77.762375772,586,"burger, fast food, american",3.7,200,whitefield
Sardarji Londonwaley,12.9563989243,77.7326951176,5526,"north indian, chinese, biryani",3.4,200,whitefield
Chinese Wok,12.9560535596,77.7215451747,1808,"chinese, momos, sichuan",3.8,200,whitefield
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",12.9658330456,77.7181330696,5883,"beverages, desserts, ice cream, waffle, bakery, healthy food",4.1,200,brookefield
Amma's Pastries,13.0032128124,77.7127880976,1600,bakery,4.1,200,kr puram
Ashraya Upachar,13.0200221533,77.708915323,230,"south indian, north indian, chinese, street food, beverages",4.0,200,kr puram
Narmada Chain of Restaurants,12.9554363324,77.7130285343,0,"north indian, biryani, chinese",4.3,200,marathahalli
Meat and Eat,12.969298298,77.7539693937,51,"burger, sandwich, fast food, wraps, biryani, beverages, desserts",3.9,200,whitefield
Bakingo,12.9673203067,77.7162763104,4462,"bakery, desserts",4.2,200,marathahalli
Rolls On Wheels,12.9635896735,77.7482254295,46,"north indian, rolls, fast food",3.9,200,whitefield
The Pizza Bakery,12.9567465758,77.7323424071,154,"pizza, pasta, italian, desserts, continental, beverages",4.1,400,brookefield
Paratha Envy,12.9917026716,77.7133500203,834,north indian,4.2,400,whitefield
Call Me Chow,12.9732062,77.7701619,795,"chinese, japanese, thai, indonesian, asian",4.1,400,whitefield
Barbeque Nation,12.987356,77.735931,3044,"street food, mughlai, biryani, north indian, desserts, beverages, bar food",3.8,400,whitefield
Chowman,12.956922,77.715087,614,"chinese, asian, thai, oriental, seafood",3.9,400,brookefield
Chulha Chauki Da Dhaba,12.9644558835,77.715760991,5070,"north indian, chinese, kebab, mughlai, biryani, desserts, beverages",4.0,400,brookefield
The Belgian Waffle Co.,12.965015263,77.717412687,0,"waffle, pancake, desserts, beverages, ice cream",New,400,brookefield
Baskin Robbins,12.9871031326,77.7364690108,183,"ice cream, desserts",4.1,400,whitefield
Great Indian Khichdi by EatFit,12.9847417,77.7489265,190,"healthy food, north indian, ice cream, desserts, beverages",4.2,400,whitefield
Anjappar,12.9503368374,77.6997066289,247,"south indian, chettinad, biryani, seafood, chinese, north indian, desserts, beverages",4.0,400,marathahalli
Glen's Bakehouse,12.9675886753,77.7497518531,1503,"bakery, cafe, italian, continental, fast food, beverages, desserts",4.1,400,whitefield
Big Bowl Company,12.956285,77.721499,1136,"north indian, chinese, biryani, fast food, momos, sichuan",3.5,400,whitefield
New Udupi Garden,12.9564057859,77.7103251591,31,"south indian, north indian, beverages, chinese",4.1,100,marathahalli
LunchBox - Meals and Thalis,12.9650534715,77.7181803435,332,north indian,3.9,100,brookefield
Biryani Blues,12.963576,77.732384,1169,"biryani, kebab, hyderabadi",3.8,100,whitefield
Ghee And Turmeric,12.9560300329,77.7214936584,1157,"north indian, mughlai",4.0,100,whitefield
Biryani Paradise,12.9865336663,77.7086353675,114,"chinese, biryani, north indian",3.8,100,whitefield
ZAZA 22 Spice Awadhi Biryani,12.9773682348,77.7249197289,415,"biryani, mughlai, north indian",3.8,100,whitefield
NH1 Bowls - Highway To North,12.9773950252,77.7249053121,309,"north indian, kebab, desserts",4.2,100,whitefield
WOW! China,12.9599407642,77.7476467565,9,"chinese, rolls, seafood, desserts, shake, sichuan",3.7,100,whitefield
The Biryani Life,12.9650586992,77.7182071656,438,"biryani, kebab, hyderabadi, lucknowi",3.5,100,whitefield
Samosa Party,12.9825335103,77.7484302968,4300,"street food, tea",4.1,100,whitefield
Andhra Biryanis,12.9835763819,77.7332281549,182,"biryani, andhra, north indian, chinese, mughlai",4.0,100,whitefield
UBQ By Barbeque Nation,12.9874121631,77.7358141914,3394,"north indian, bbq, biryani, kebab",3.7,300,whitefield
Smoor,12.989536,77.7281015,635,"desserts, ice cream, bakery",4.1,300,whitefield
The Dessert Heaven - Pure Veg,12.969364,77.735221,174,"desserts, bakery",3.9,300,brookefield
Shanghai Court,13.0084147909,77.7587152272,124,"chinese, thai, sichuan, seafood, beverages, desserts",4.1,300,whitefield
Kaati Zone Rolls and Wraps,12.9831977027,77.7520801127,2960,"rolls, fast food, beverages, wraps, desserts, shake",4.0,300,whitefield
Zomoz - The Momo Company,12.9624314578,77.7493248135,949,"momos, fast food",4.1,300,whitefield
Chai Point,12.9896395908,77.7275030315,147,"north indian, street food, rolls, fast food, beverages, desserts",3.8,300,whitefield
Ludos Pizza,12.991683,77.713639,334,"pizza, fast food, continental, italian, desserts, beverages",3.9,300,whitefield
Dande's Hyderabad Biryani,12.9560535596,77.7215408161,10140,"andhra, north indian, chinese",3.4,300,whitefield
Nadan Pothichoru,12.956073164,77.7215545624,2527,"kerala, south indian, beverages",3.6,300,whitefield
The Good Bowl,12.9650152442,77.718208842,1087,"north indian, pasta, italian",3.7,300,whitefield
Udupi Gokula Veg,13.0046194873,77.7173414826,26,"south indian, chinese, north indian",3.9,300,kr puram
Adiga's,12.9771,77.710772,188,"south indian, north indian, chinese, street food, desserts, ice cream, beverages",3.5,150,whitefield
Mangalore Kitchen,13.0068007,77.7574768,11,"mangalorean, seafood, chinese, north indian, andhra, mughlai, arabian, beverages",4.1,150,whitefield
Momoz,12.9500179309,77.7156386152,58,"chinese, momos, seafood, thai, sichuan",3.9,150,brookefield
The Parotta Combo,12.9938559021,77.6992784813,601,"south indian, desserts",3.7,150,whitefield
Mealful Rolls - India's Biggest Rolls,12.9773989458,77.7248509973,350,"rolls, fast food, north indian, desserts, beverages",4.2,150,whitefield
Biggies Burger,12.9663464,77.7140805,4,"burger, fast food, beverages",4.2,150,brookefield
Chaat Street,12.98904,77.712059,796,street food,3.9,150,whitefield
Imperio Combo King,12.9938588423,77.6992734522,1072,north indian,3.6,150,whitefield
Keventers - Milkshakes & Desserts,12.956148,77.721558,1964,"shake, beverages, ice cream",4.1,150,whitefield
Mad Over Donuts,12.9898786,77.7281616,42,"desserts, waffle, beverages",4.0,150,kr puram
ITC Master Chef Creations,12.9560810058,77.7215424925,849,"north indian, biryani, mughlai, kebab, rolls, desserts, modern indian",4.1,150,whitefield
Chinese BAE,12.9500192379,77.7156168222,1332,"chinese, seafood, momos, sichuan",3.5,250,brookefield
Chung Wah's,12.956285,77.721499,23,"chinese, thai, vietnamese, sichuan",2.8,250,whitefield
Laddoos,12.9717572061,77.711742036,7,"mithai, north indian, street food",3.9,250,marathahalli
Basmati Biriyani Nation,12.9561881767,77.7215522155,6932,"biryani, mughlai, fast food, desserts",3.3,250,whitefield
Chaayos Chai+Snacks=Relax,12.9870639011,77.736479044,101,"tea, beverages",4.0,250,whitefield
Cream Stone Ice Cream,12.9941228085,77.7035441995,1989,"ice cream, desserts, beverages, shake",4.0,250,kr puram
Cupcake Bliss Cakes & Desserts,12.9831875748,77.7520338446,1899,"bakery, desserts",3.8,250,whitefield
Yumlane Pizza,12.96864708,77.74952297,60,"pizza, fast food, desserts, beverages",3.4,250,whitefield
Starbucks Coffee,12.987001828,77.7366191894,22,"cafe, beverages, desserts",3.9,250,whitefield
Punjabi Unplugged,12.9564348658,77.7326723188,1208,"north indian, chinese, kebab, biryani, mughlai",3.6,250,whitefield
LeanCrust Pizza- ThinCrust Experts,12.9773982924,77.7248644084,192,"pizza, fast food, beverages, desserts",4.6,250,whitefield
Krispy Kreme,12.9635188209,77.7323041856,399,"desserts, beverages",4.4,250,whitefield
Momo Zone - The Momo Company,12.983313,77.751946,296,"chinese, tibetan",3.8,150,whitefield
Lemon Leaf,13.0183274528,77.7626644447,76,"north indian, chinese, mughlai, seafood, south indian, sichuan",4.0,150,whitefield
Rajdhani,12.9974863938,77.6966257766,1062,"gujarati, north indian, rajasthani",3.6,150,whitefield
Sweet Truth - Cake and Desserts,12.9648522064,77.7183007076,564,"desserts, bakery",3.9,150,whitefield
Ibaco,12.96786,77.718317,4,"ice cream, bakery, desserts",4.2,150,brookefield
Auntie Fung's,12.9940462,77.6993082998,1,"asian, thai, chinese, vietnamese, japanese, indonesian, burmese",3.7,150,whitefield
